number_of_dialog,start_time,end_time,dialog
1119,"01:04:36,070","01:04:38,704",<font color=#ff00ff>[SIGHS]</font> That image does damage to our people.
1120,"01:04:38,705","01:04:43,131","- Geez, it's a movie. Give it a rest. - I can't let it rest."
1121,"01:04:43,610","01:04:46,479","- You jive turkey. - Who you calling jive turkey, jive turkey?"
1122,"01:04:46,480","01:04:49,049",- I'm calling you a jive turkey. - I got a Tamara roundhouse coming.
1123,"01:04:49,050","01:04:50,703",<font color=#ff00ff>- [LAUGHING]</font> Jive turkey. - It's coming...
1124,"01:04:50,704","01:04:52,685",- It's coming around.... - Get out of here with that!
1125,"01:04:52,686","01:04:54,587",<font color=#ff00ff>[LAUGHING]</font>
1126,"01:04:54,588","01:04:56,344",Jive turkey.
1127,"01:05:06,935","01:05:08,868",Wrong address.
1128,"01:05:12,373","01:05:16,575","Sorry to bother you, sir. Have a good night."
1129,"01:05:21,548","01:05:22,548",<font color=#ff00ff>[KNOCKING]</font>
1130,"01:05:22,549","01:05:24,650",<i><font color=#FF551>FLIP:</font> Hello?</i>
1131,"01:05:24,651","01:05:26,719",Hey.
1132,"01:05:26,720","01:05:30,256","Sorry, had to work late. How are you guys doing?"
1133,"01:05:30,257","01:05:33,093","Got a beer for you, Mr. Stallworth. <font color=#ff00ff>[SIGHS]</font>"
1134,"01:05:33,094","01:05:35,517",<i><font color=#FF551>- FLIP:</font> Thanks.</i> - You got a twin.
1135,"01:05:38,131","01:05:38,798",What?
1136,"01:05:38,799","01:05:41,557",- You got a twin. - Twin what?
1137,"01:05:42,103","01:05:47,207",A twin twin. And your twin is a nigger.
1138,"01:05:47,208","01:05:52,478",Looked in the phone book. Went over to what I thought was his place.
1139,"01:05:52,479","01:05:55,715","- I found a nig there. - Well, my number's unlisted."
1140,"01:05:55,716","01:05:59,953",- What address did you go to? - Over on Bluestem Lane.
1141,"01:05:59,954","01:06:02,055","Bluestem Lane? No, I live on 21st Street."
1142,"01:06:02,056","01:06:05,780","What'd I tell you, hmm? Nothing to worry about."
1143,"01:06:06,827","01:06:11,797","- So, you don't know that nigger? - Oh, that's that nigger I keep in the woodpile."
1144,"01:06:11,798","01:06:13,633",<font color=#ff00ff>- [LAUGHTER]</font> <i><font color=#FF551>- FLIP:</font> You're right.</i>
1145,"01:06:13,634","01:06:16,303","<i>I thought you were talking about somebody else. No, I don't.</i>"
1146,"01:06:16,304","01:06:19,973",1813 South 21st Street. Come by sometime. We'll have a beer.
1147,"01:06:19,974","01:06:21,874",<i><font color=#FF551>FELIX:</font> And you know what?</i>
1148,"01:06:21,875","01:06:24,144",That loudmouth Black Student Union bitch
1149,"01:06:24,145","01:06:27,873",that's been in the papers complaining about the police...
1150,"01:06:27,874","01:06:30,250",- she was there. - That fucking cunt?
1151,"01:06:30,251","01:06:35,310","- Like to close those monkey lips permanently. - Hey, don't say that."
1152,"01:06:41,828","01:06:44,097",Not until I get her lips around the head of my dick.
1153,"01:06:44,098","01:06:47,066",<font color=#ff00ff>- [IVANHOE CHUCKLING]</font> - Can we play some goddamn poker now?
1154,"01:06:47,067","01:06:48,101",<i>Are you done?</i>
1155,"01:06:48,102","01:06:51,804","Ron Stallworth, you enter... you entertain me."
1156,"01:06:51,805","01:06:56,642","Entertain me a lot more than that one-eyed nigger, Sammy Davis Jr."
1157,"01:06:56,643","01:06:58,478","<font color=#ff00ff>[CHUCKLES]</font> I'll say that, though."
1158,"01:06:58,479","01:07:02,983",They can dance. They can dance. I'll give 'em that.
1159,"01:07:02,984","01:07:05,318",About all I'll fucking give 'em.
1160,"01:07:31,245","01:07:34,847",We've got active-duty soldiers from Fort Carson.
1161,"01:07:34,848","01:07:37,539",Going to C.I.D. with that.
1162,"01:07:38,286","01:07:41,604","- Two mystery boys, Steve and Jerry. <i><font color=#FF551>- FLIP:</font> Those are those fishy Army guys</i>"
1163,"01:07:41,605","01:07:45,292",- I was telling you about. - Old Klan crew. Felix's old Klan crew.
1164,"01:07:45,293","01:07:46,559",<i>Your buddy.</i>
1165,"01:07:46,560","01:07:49,895",- <i>New Klan Walter. <font color=#FF551>- FLIP:</font> Walter's a general without an army.</i>
1166,"01:07:49,896","01:07:55,467","- Felix's crew is stronger than his. - Oh. Of course, Felix's wife, Connie."
1167,"01:07:55,468","01:07:56,904",<i><font color=#FF551>FLIP:</font> It's crazy you've been talking to David Duke.</i>
1168,"01:07:56,905","01:08:00,173",<i><font color=#FF551>RON:</font> My ace boon coon running partner.</i>
1169,"01:08:00,174","01:08:02,675","Oh, now that we got this, though,"
1170,"01:08:02,676","01:08:07,002","Ronny boy, I'm telling you, we're on a roll, baby. This is it."
1171,"01:08:07,315","01:08:09,182",- Holy shit. <font color=#ff00ff>- [LAUGHING]</font> Yeah.
1172,"01:08:09,183","01:08:13,153","<i><font color=#FF551>FLIP:</font> ""Ron Stallworth, member in good standing for the year.</i>"
1173,"01:08:13,154","01:08:17,557","- Knights of the Ku Klux Klan."" - That's us. Stallworth Brothers."
1174,"01:08:17,558","01:08:19,993","Yeah, well, you don't have that little psychopath, Felix,"
1175,"01:08:19,994","01:08:22,429","staring at you, asking where you live."
1176,"01:08:22,430","01:08:25,888","I'm Jewish, yes, but I wasn't raised to be."
1177,"01:08:26,733","01:08:29,735",It wasn't part of my life. I never...
1178,"01:08:29,736","01:08:32,939",thought much about being Jewish. Nobody around me was Jewish.
1179,"01:08:32,940","01:08:36,943","You know, I wasn't going to a bunch of Bar Mitzvahs. I didn't have a Bar Mitzvah."
1180,"01:08:36,944","01:08:38,945",I was just another white kid.
1181,"01:08:38,946","01:08:42,049",And now I'm in some basement denying it out loud.
1182,"01:08:42,050","01:08:44,472",<font color=#ff00ff>[CHUCKLES]</font>
1183,"01:08:47,055","01:08:51,513",I never thought much about it. Now I'm thinking about it all the time.
1184,"01:08:54,162","01:08:56,629",About...
1185,"01:08:56,630","01:09:01,523",rituals and heritage.
1186,"01:09:02,003","01:09:03,869",Is that passing?
1187,"01:09:03,870","01:09:08,898","Well, then I... well, then I have been passing."
1188,"01:09:10,811","01:09:13,534",I don't want that.
1189,"01:09:21,688","01:09:24,991",- It sounds like they're watching us. - <i>I don't know. I was asleep. I don't know.</i>
1190,"01:09:24,992","01:09:27,616",I don't know what we're supposed to do.
1191,"01:09:28,830","01:09:31,298",- <i>Look at this bullshit. <font color=#FF551>- RON:</font> Where'd you find these?</i>
1192,"01:09:31,299","01:09:36,255","Plastered all over my windshield, but they're all over the neighborhood, too. Is this real?"
1193,"01:09:36,877","01:09:38,538",Real as can be.
1194,"01:09:38,539","01:09:40,006",Intimidation?
1195,"01:09:40,007","01:09:43,709","Clearly, this is about the Black Student Union... and you."
1196,"01:09:43,710","01:09:44,977","- Me? - Well, you've been outspoken"
1197,"01:09:44,978","01:09:47,580",about the incident with the police when Brother Kwame was here.
1198,"01:09:47,581","01:09:49,915","So, next, they'll have a burning cross out front?"
1199,"01:09:49,916","01:09:53,619","All right, they're just trying to get to you. Intimidate, like you said. Fear tactics."
1200,"01:09:53,620","01:09:56,056","If you don't let 'em scare you, they got nothing."
1201,"01:09:56,057","01:10:00,093","- But keep your eyes open. Be cool, okay? - That's the damn problem."
1202,"01:10:00,094","01:10:03,463",- We always too cool. - Way too cool.
1203,"01:10:03,464","01:10:05,398","Well, maybe we should call the police."
1204,"01:10:05,399","01:10:09,702",How we know this ain't some of the KKK's honky-pig partners passing out this shit?
1205,"01:10:09,703","01:10:10,736",Let me ask you... excuse us.
1206,"01:10:10,737","01:10:11,972",- Let me ask you something. - Excuse us for what?
1207,"01:10:11,973","01:10:14,307","""Cool."" Want me to be cool? I'll be cool."
1208,"01:10:14,308","01:10:16,243",<font color=#ff00ff>[CRICKETS CHIRPING]</font>
1209,"01:10:22,049","01:10:27,053","<i><font color=#FF551>IVANHOE:</font> And it also safeguards against the CSPD, which is nice.</i>"
1210,"01:10:27,054","01:10:28,521",<i><font color=#FF551>FLIP:</font> Yeah.</i>
1211,"01:10:28,522","01:10:36,062","Yeah, you soak the wood in kerosene and light a cig on a pack of matches."
1212,"01:10:36,063","01:10:42,969",It kind of buys you some time to get the fuck out before the cross catches fire. Yeah.
1213,"01:10:42,970","01:10:44,504",Must be quite a sight.
1214,"01:10:44,505","01:10:53,380","Oh, yeah, it is. It's great. It's a... real bonfire. You can see it from miles away, you know?"
1215,"01:10:53,381","01:10:57,184","Good visibility, as Walter would say. <font color=#ff00ff>[CHUCKLES]</font>"
1216,"01:10:57,185","01:11:00,420","Freaks out the Jew media, and it..."
1217,"01:11:00,421","01:11:03,889","well, it keeps niggers on their nigger toes."
1218,"01:11:03,890","01:11:06,193",<font color=#ff00ff>[SIREN WAILING]</font>
1219,"01:11:06,194","01:11:09,396","Oh, look at that. Damn, there's another one."
1220,"01:11:09,397","01:11:15,936","- The pigs are... pigs are out tonight, yeah. - Good job. Send another one."
1221,"01:11:15,937","01:11:19,406","- Lot of these guys in the Army? - Uh, we got a couple."
1222,"01:11:19,407","01:11:26,546","- We got... got a few on active duty, yeah. - I just finished my second tour in 'Nam."
1223,"01:11:26,547","01:11:29,416",- No shit. - Yeah.
1224,"01:11:29,417","01:11:31,884",<i><font color=#FF551>- IVANHOE:</font> My guy. <font color=#ff00ff>- [SIREN WAILING]</font></i>
1225,"01:11:31,885","01:11:34,887","Hey, Ron, do you happen to know anything about C-4?"
1226,"01:11:34,888","01:11:37,179",You being in the military and all?
1227,"01:11:40,428","01:11:45,238","- Enough to make shit blow up. <i><font color=#FF551>- DUKE:</font> ...program dares to love white people,</i>"
1228,"01:11:45,239","01:11:49,569",<i>white heritage and white freedom. This program also dares to expose</i>
1229,"01:11:49,570","01:11:52,137",- Here come my boys. - <i>the Jewish supremacism...</i>
1230,"01:11:52,138","01:11:53,340",Here come the cavalry.
1231,"01:11:53,341","01:11:55,508",<i><font color=#FF551>DUKE:</font> ...and the criminal banking establishment.</i>
1232,"01:11:55,509","01:12:00,480","<i>These criminal bankers, the criminal Fed, the establishment is...</i>"
1233,"01:12:00,481","01:12:03,882","<i>They're ethnically cleansing our people,</i>"
1234,"01:12:03,883","01:12:08,987",<i>not only in the United States. Not only in the United States.</i>
1235,"01:12:08,988","01:12:10,357",<i>The only... the only thing</i>
1236,"01:12:10,358","01:12:13,560","- <i>that we hear today from politicians...</i> - Y'all, cross burning is off."
1237,"01:12:13,561","01:12:17,163","- Too many cops, goddamn it. <i><font color=#FF551>- DUKE:</font> ""Right, thank you, black people.</i>"
1238,"01:12:17,164","01:12:18,961","<i>I love black people.""</i>"
1239,"01:12:18,962","01:12:24,370","<i>And, of course, every politician... every politician has to talk and genuflect</i>"
1240,"01:12:24,371","01:12:29,709","<i>to the real rulers of our society and say, ""I want to thank the Jewish people.</i>"
1241,"01:12:29,710","01:12:34,147","<i>I love the Jewish people"" and, ""The Jewish people are always our friends</i>"
1242,"01:12:34,148","01:12:39,179","<i>""no matter what they do, no matter how much they destroy our country.<i>""</i></i>"
1243,"01:12:39,180","01:12:42,922","<i>""It's just wonderful. You know, we just love the Jews.""</i>"
1244,"01:12:42,923","01:12:45,291",<font color=#ff00ff>- [ENGINE STARTS]</font> - <i>And no senator or congressman</i>
1245,"01:12:45,292","01:12:49,062","<i>would dare get up and say, ""I love white people.</i>"
1246,"01:12:49,063","01:12:53,466","<i>""I love white heritage. I love my people, and I love the culture</i>"
1247,"01:12:53,467","01:12:55,602","- <i>""that was created in Europe.</i> <font color=#ff00ff>- [ENGINE STARTS]</font>"
1248,"01:12:55,603","01:13:00,206","<i>""And this great Western, Christian civilization. I want to see that persevere.</i>"
1249,"01:13:00,207","01:13:02,908","You know, I want to see that be enriched."""
1250,"01:13:02,909","01:13:07,414","A lot of people think I hate Negroes, but... I don't."
1251,"01:13:07,415","01:13:10,483","And the Organization doesn't, either."
1252,"01:13:10,484","01:13:14,221",They just need to be with their own. That's what Pinky would say.
1253,"01:13:14,222","01:13:16,556",<font color=#ff00ff>[CHUCKLING]</font> Pinky didn't mind segregation one bit.
1254,"01:13:16,557","01:13:17,991",She just wanted to be with her own kind.
1255,"01:13:17,992","01:13:22,129","- Sounds like she was a Mammy to you. - You ever seen ""Gone with the Wind?"""
1256,"01:13:22,130","01:13:24,097",Pinky was my Hattie McDaniel.
1257,"01:13:24,098","01:13:27,133","She won the Oscar for that role. You know, Best Supporting Actress, so..."
1258,"01:13:27,134","01:13:29,903","- You were Scarlett, and she was Mammy. <font color=#ff00ff>- [CHUCKLING]</font> <i>That's right.</i>"
1259,"01:13:29,904","01:13:33,662","- Right. - <i>That's funny. When she passed, it was like...</i>"
1260,"01:13:35,109","01:13:37,510","Well, it was like we lost a member of the family."
1261,"01:13:37,511","01:13:40,280",A good nigger is funny like that.
1262,"01:13:40,281","01:13:42,915","In that sense, they're like a good dog."
1263,"01:13:42,916","01:13:48,021","They get real close to you, and as soon as you lose 'em, it just breaks your heart."
1264,"01:13:48,022","01:13:49,456","That's well said, Ron."
1265,"01:13:49,457","01:13:52,122",- I knew a coon once. - Did you?
1266,"01:13:52,123","01:13:56,429","Yeah, that Negro lived across the street from us. I must have been..."
1267,"01:13:56,430","01:13:59,121",six or seven.
1268,"01:14:00,001","01:14:04,337",- His nickname was Butter Biscuit. <font color=#ff00ff>- [LAUGHING]</font>
1269,"01:14:04,338","01:14:08,808",- How'd he get that nickname? - He loved his mama's butter biscuits.
1270,"01:14:08,809","01:14:09,676",<font color=#ff00ff>[LAUGHS]</font>
1271,"01:14:09,677","01:14:11,845","Yum, yum. <font color=#ff00ff>[LAUGHS]</font>"
1272,"01:14:11,846","01:14:15,382",Me and Butter Biscuit played together every day.
1273,"01:14:15,383","01:14:19,986","One day, my father came home early from work."
1274,"01:14:19,987","01:14:25,058",He told me I couldn't play with that little spook anymore because I was white
1275,"01:14:25,059","01:14:27,260",and Butter Biscuit was a nigger.
1276,"01:14:27,261","01:14:28,461",<font color=#ff00ff>[LAUGHING]</font>
1277,"01:14:28,462","01:14:30,296",That's so rich.
1278,"01:14:30,297","01:14:34,134","<i>Well, your father sounds like a terrific man.</i>"
1279,"01:14:34,135","01:14:36,269",He was a true American.
1280,"01:14:36,270","01:14:39,538",- Taught me what was right. - This is why we need more people
1281,"01:14:39,539","01:14:44,644",like you and me in public office... get this country back on track.
1282,"01:14:44,645","01:14:48,415",- Amen. - For America to achieve its...
1283,"01:14:48,416","01:14:53,753","- uh, its greatness again. - Absolutely."
1284,"01:14:53,754","01:14:57,157","Boy, I sure wish we had a chance to chat face-to-face."
1285,"01:14:57,158","01:15:02,262","In due time, my friend. In due time, I will be in Colorado Springs"
1286,"01:15:02,263","01:15:06,166","- for your initiation. - You're coming to Colorado Springs, sir?"
1287,"01:15:06,167","01:15:09,602",- You bet your Mayflower Society ass I am. <font color=#ff00ff>- [BOTH LAUGHING]</font>
1288,"01:15:09,603","01:15:11,870",You're darn tootin'.
1289,"01:15:17,011","01:15:20,179","All right, I pulled the materials that you asked for."
1290,"01:15:20,180","01:15:21,581",- Okay. - So you just move it around
1291,"01:15:21,582","01:15:24,149",like this to see the images.
1292,"01:15:24,150","01:15:25,718","Once you try it, I think you'll get the hang of it."
1293,"01:15:25,719","01:15:27,353",- Okay? Got it? - Thank you.
1294,"01:15:27,354","01:15:30,979","- Okay, I'll be at the desk if you need anything. - Okay. Thank you."
1295,"01:15:41,268","01:15:43,770",<i><font color=#FF551>WALTER:</font> Thanks for getting back to me.</i>
1296,"01:15:43,771","01:15:46,962","Listen, I think we need a new leader."
1297,"01:15:47,675","01:15:53,112",Someone everyone can unite behind. I just don't think I'm gonna carry the votes.
1298,"01:15:53,113","01:15:56,215","Felix would love to be the one, but..."
1299,"01:15:56,216","01:15:57,450",I can't let that happen.
1300,"01:15:57,451","01:15:58,585",<font color=#ff00ff>[CHUCKLES]</font>
1301,"01:15:58,586","01:16:01,554",He's a crazy son of a bitch.
1302,"01:16:01,555","01:16:09,195","Goddamn... loose cannon. No, we need someone articulate, someone..."
1303,"01:16:09,196","01:16:12,799",someone who displays real leadership qualities.
1304,"01:16:12,800","01:16:15,201",<font color=#ff00ff>[INDISTINCT ARGUMENT IN OTHER ROOM]</font>
1305,"01:16:15,202","01:16:18,705",- I think it should be you. - I gotta think about this.
1306,"01:16:18,706","01:16:22,859","My father, he's sick, and he lives in El Paso. I don't know if I can handle both."
1307,"01:16:22,860","01:16:24,811",Sorry to hear that.
1308,"01:16:24,812","01:16:27,080",Think about it.
1309,"01:16:27,081","01:16:29,616","You're a smart and diligent man,"
1310,"01:16:29,617","01:16:32,685",and I've got no doubt that you could handle it.
1311,"01:16:32,686","01:16:35,788",<font color=#ff00ff>[INDISTINCT ARGUMENT CONTINUES IN OTHER ROOM]</font>
1312,"01:16:35,789","01:16:37,991",<font color=#ff00ff>[SIGHS]</font>
1313,"01:16:37,992","01:16:40,393",<i><font color=#FF551>WALTER:</font> I think it's time we get some new blood in here.</i>
1314,"01:16:40,394","01:16:43,296",- Yeah? - <i>New ideas.</i>
1315,"01:16:43,297","01:16:48,301","<i>For that reason, I'm planning to step down as your president.</i>"
1316,"01:16:48,302","01:16:51,471",But I would like to make a nomination.
1317,"01:16:51,472","01:16:56,226",- Mr. Ron Stallworth for chapter president. - We just met this guy.
1318,"01:16:56,227","01:16:59,600",He just walked in off the street.
1319,"01:17:00,441","01:17:02,675",Let me ask a question.
1320,"01:17:02,776","01:17:06,152",Is there anybody here who's willing to put their neck on the line for Ron?
1321,"01:17:06,153","01:17:07,820",I'll vouch for Ron.
1322,"01:17:07,821","01:17:09,822",You know who else vouches for Ron?
1323,"01:17:09,823","01:17:13,960","- Mr. Duke. - Look, it's a big honor, but I... I can't accept."
1324,"01:17:13,961","01:17:18,264","The trouble is, what you good men need is a president who will be constant."
1325,"01:17:18,265","01:17:21,828","On call day in, day out. My old man is sick. I just found out."
1326,"01:17:21,829","01:17:24,270",So I'm going to be back and forth between here and Dallas.
1327,"01:17:24,271","01:17:28,408","- El Paso, Flip, El Paso! - Thought it was El Paso."
1328,"01:17:28,409","01:17:29,642",It is. What did I say?
1329,"01:17:29,643","01:17:31,544","- Dallas. - Which one is it, Ron?"
1330,"01:17:31,545","01:17:33,546",Make up your mind.
1331,"01:17:33,547","01:17:36,716",Dallas is where the layover is. El Paso is where my father is.
1332,"01:17:36,717","01:17:38,384","Dallas, that's, uh... that's where they killed"
1333,"01:17:38,385","01:17:40,286","- that nigger lover, Kennedy. <font color=#ff00ff>- [LAUGHTER]</font>"
1334,"01:17:40,287","01:17:41,654",Where you learned that?
1335,"01:17:41,655","01:17:46,558","- I... I can read. I can. - Well, we'll pray for your pop's health."
1336,"01:17:46,559","01:17:48,160",It's him.
1337,"01:17:48,161","01:17:49,662","<i><font color=#FF551>DUKE:</font> <font color=#ff00ff>[OVER PHONE]</font> Hey, Ron, I don't share this with</i>"
1338,"01:17:49,663","01:17:51,932","- <i>a lot of people, but...</i> - Yeah."
1339,"01:17:51,933","01:17:55,501","- Well, I'm anxious to meet you. - Excited to meet you, too, Ron."
1340,"01:17:55,502","01:17:58,972","Aren't you ever concerned of some smart-aleck nigger calling you,"
1341,"01:17:58,973","01:18:00,807",- pretending to be white? <font color=#ff00ff>- [CHUCKLING]</font>
1342,"01:18:00,808","01:18:04,611",No. I can always tell when I'm talking to a Negro.
1343,"01:18:04,612","01:18:07,970","- How so? - Take you, for example, Ron."
1344,"01:18:10,351","01:18:11,451",Me?
1345,"01:18:11,452","01:18:13,041",Yeah.
1346,"01:18:16,690","01:18:19,559","I mean, I can tell that you're a..."
1347,"01:18:19,560","01:18:24,230",pure Aryan white man from the way you pronounce certain words.
1348,"01:18:24,231","01:18:26,221",<font color=#ff00ff>[RELIEVED SIGH]</font>
1349,"01:18:28,869","01:18:32,739","- Can you give me any examples? - Yeah, take the word..."
1350,"01:18:32,740","01:18:38,244","uh, ""are"". Pure Aryan like you or I would pronounce it correctly. ""Are""."
1351,"01:18:38,245","01:18:45,318","Negro pronounces it ""are-uh."" Did you ever notice that? It's like, ""Are-uh..."
1352,"01:18:45,319","01:18:50,857","""you gonna fry up that, crispy fried chicken, soul brother?"""
1353,"01:18:50,858","01:18:54,182","<font color=#ff00ff>- [SPUTTERS, LAUGHS]</font> <i><font color=#FF551>- DUKE:</font> You know?</i>"
1354,"01:18:55,562","01:18:57,330",<font color=#ff00ff>[LAUGHING]</font> Sorry.
1355,"01:18:57,331","01:19:01,934",Wow. You are so white. Thank you for teaching me this lesson.
1356,"01:19:01,935","01:19:05,005","If you had not brought it to my attention, I wouldn't have noticed the difference"
1357,"01:19:05,006","01:19:08,474","- between how we talk and how Negroes talk. - Good, good."
1358,"01:19:08,475","01:19:10,643",<font color=#ff00ff>- [STAMMERS]</font> - Yeah.
1359,"01:19:10,644","01:19:14,780",I'd love to continue this conversation in Colorado Springs.
1360,"01:19:14,781","01:19:19,819","- It's beautiful here, sir. God's country. - Well, that's what I hear, Ron."
1361,"01:19:19,820","01:19:24,357","I look forward to... meeting you, and, uh..."
1362,"01:19:24,358","01:19:28,294",- we'll be talking real soon. - God bless White America.
1363,"01:19:28,295","01:19:29,629",<font color=#ff00ff>- [RINGING]</font> <font color=#ff00ff>- [LAUGHS]</font> Come back.
1364,"01:19:29,630","01:19:31,531","- Oh, my God. - <i>Who are you giving the finger?</i>"
1365,"01:19:31,532","01:19:34,256",- Hello? - It's Felix.
1366,"01:19:36,636","01:19:38,304",<i><font color=#FF551>FELIX:</font> Catch you at a bad time?</i>
1367,"01:19:38,305","01:19:41,408","<i><font color=#FF551>RON:</font> No, not at all. I'm just finishing a meal.</i>"
1368,"01:19:41,409","01:19:42,931",<font color=#ff00ff>[MAKES CHEWING AND SLURPING SOUNDS]</font>
1369,"01:19:44,178","01:19:48,870","Meeting... my house now. Ron, get your ass in gear."
1370,"01:19:49,783","01:19:52,986",And don't tell mealymouth Walter.
1371,"01:19:52,987","01:19:55,877",Welcome to the promised land.
1372,"01:19:58,859","01:20:01,393",<font color=#ff00ff>[WHISTLES]</font>
1373,"01:20:01,394","01:20:04,131","In about a week's time,"
1374,"01:20:04,132","01:20:07,599","- we'll be welcoming Mr. David Duke to our city. - <i>Oh, oh, yeah.</i>"
1375,"01:20:07,600","01:20:08,200",Mm-hmm.
1376,"01:20:08,201","01:20:10,203",- Who's packing tonight? <font color=#ff00ff>- [OTHERS MURMURING]</font>
1377,"01:20:10,204","01:20:12,005",- I'm packing. <font color=#ff00ff>- [LAUGHTER]</font>
1378,"01:20:12,006","01:20:13,539",<i><font color=#FF551>MAN:</font> Amen.</i>
1379,"01:20:13,540","01:20:16,075","Where's your piece, Ron?"
1380,"01:20:16,076","01:20:18,978","Well, you know, I don't carry it on me all the time."
1381,"01:20:18,979","01:20:20,869",<font color=#ff00ff>[IVANHOE LAUGHING]</font>
1382,"01:20:21,615","01:20:25,285","""Don't carry"". No, that..."
1383,"01:20:25,286","01:20:28,243",I got you covered.
1384,"01:20:29,656","01:20:32,858",Won't happen again.
1385,"01:20:32,859","01:20:36,161",We're gonna need your good shot come next Sunday.
1386,"01:20:36,162","01:20:39,866",- Why? What's next Sunday? - The war is gonna come to us.
1387,"01:20:39,867","01:20:43,836","- Well, fuck yeah. - Looks like we got ourselves another soldier."
1388,"01:20:43,837","01:20:45,972","<font color=#FF551>FELIX:</font> Just make sure that when you're at the steakhouse,"
1389,"01:20:45,973","01:20:48,875","- you got your new friend with you. <i><font color=#FF551>- IVANHOE:</font> And, Ron,</i>"
1390,"01:20:48,876","01:20:52,145",you're gonna want to name your piece. This is Betsey.
1391,"01:20:52,146","01:20:54,180",- Don't point that at me. Jesus Christ. - <i>I'm sorry.</i>
1392,"01:20:54,181","01:20:56,449",Don't fucking point the gun at anybody ever.
1393,"01:20:56,450","01:20:59,119",I know what I'm doing. I know how to use this thing.
1394,"01:20:59,120","01:21:01,121","<font color=#ff00ff>[IMITATES GUNSHOT, CHUCKLES]</font>"
1395,"01:21:01,122","01:21:03,756",<font color=#ff00ff>[LAUGHTER]</font>
1396,"01:21:03,757","01:21:05,225",- Honey. - Mm-hmm?
1397,"01:21:05,226","01:21:07,727",Do you ever have second thoughts?
1398,"01:21:07,728","01:21:11,064",- About what? - Killing 'em.
1399,"01:21:11,065","01:21:15,034","- Never think twice about killing niggers. - You won't be able to take it back, though."
1400,"01:21:15,035","01:21:16,636",They're the first of many niggers
1401,"01:21:16,637","01:21:19,806","- that must die, honey bun. - I know. It's just..."
1402,"01:21:19,807","01:21:21,407",becoming so real.
1403,"01:21:21,408","01:21:24,777",- I always thought it would be like a dream. - I know.
1404,"01:21:24,778","01:21:28,781",It's just so beautiful. We're cleansing this country
1405,"01:21:28,782","01:21:32,052",of a backwards race of chimpanzees.
1406,"01:21:32,053","01:21:34,887",First the spooks.
1407,"01:21:34,888","01:21:37,546",Then the kikes.
1408,"01:21:38,759","01:21:43,629","Free at last, free at last. Thank God Almighty,"
1409,"01:21:43,630","01:21:47,633",- free of them niggers at last. <font color=#ff00ff>- [LAUGHING]</font>
1410,"01:21:47,634","01:21:50,703","I love it when you do that, honey."
1411,"01:21:50,704","01:21:52,605",<font color=#ff00ff>[BOTH SIGH]</font>
1412,"01:21:52,606","01:21:58,411","We've talked about killing niggers for so many years, and now it's really happening."
1413,"01:21:58,412","01:21:59,645",<i><font color=#FF551>FELIX:</font> Hmm.</i>
1414,"01:21:59,646","01:22:03,749",My old man always told me good things come to those who wait.
1415,"01:22:03,750","01:22:05,608",<i><font color=#FF551>CONNIE:</font> Mmm!</i>
1416,"01:22:07,288","01:22:12,926",Thank you for bringing me into your life. For loving me like you do.
1417,"01:22:12,927","01:22:19,532","For giving me a purpose, direction. This could be the new Boston Tea Party."
1418,"01:22:19,533","01:22:20,733",Oh...
1419,"01:22:20,734","01:22:23,626","<font color=#ff00ff>[QUIET CHATTER, TYPING]</font>"
1420,"01:22:57,804","01:23:01,431",Mr. Stallworth. Pleased to meet you.
1421,"01:23:02,110","01:23:04,900",Names of chapter members?
1422,"01:23:10,251","01:23:15,922",- What is this about? - Two names on your list... work at NORAD.
1423,"01:23:15,923","01:23:18,125","The two mystery men, Steve and Jerry?"
1424,"01:23:18,126","01:23:22,195",Real names are Harry Dricks and Kevin Nelson.
1425,"01:23:22,196","01:23:25,731",Two clowns with top security clearances.
1426,"01:23:25,732","01:23:31,993",These Klansmen are in charge of monitoring our safety.
1427,"01:23:34,775","01:23:37,300",You've done a service to your country.
1428,"01:23:37,301","01:23:40,079",We've been following your investigation.
1429,"01:23:40,080","01:23:41,503",Impressive.
1430,"01:23:42,150","01:23:47,988","Last night, Fort Carson reported several C-4 explosives missing from their armory."
1431,"01:23:47,989","01:23:50,157",- No suspects. - Klan?
1432,"01:23:50,158","01:23:54,914","Wait, the KKK and the United States Army?"
1433,"01:23:54,915","01:23:57,663","You won't see this on the news for obvious reasons, but..."
1434,"01:23:57,664","01:24:00,522",thought it might be of interest to you.
1435,"01:24:02,303","01:24:05,405","If you know about a possible attack, I need to know when."
1436,"01:24:05,406","01:24:08,041",You're the one with the impressive investigation.
1437,"01:24:08,042","01:24:11,412",But can't you or the FBI chip in?
1438,"01:24:11,413","01:24:17,573",- Sir? - FBI? Federal Bureau of Investigation?
1439,"01:24:18,852","01:24:21,643",We never had this conversation.
1440,"01:24:24,758","01:24:26,026","You can hate me all you want, all right?"
1441,"01:24:26,027","01:24:29,762",- Just promise me you won't go to that protest. - I'm going. We're going.
1442,"01:24:29,763","01:24:32,931","- What are you talking about? - I can't get into specifics, but today"
1443,"01:24:32,932","01:24:36,069",- the Klan is planning an attack. - Then we have to tell the people.
1444,"01:24:36,070","01:24:37,570",It's not an option.
1445,"01:24:37,571","01:24:39,339","<i><font color=#FF551>CROWD:</font> <font color=#ff00ff>[CHANTING]</font> Ungawa, Black Power!</i>"
