number_of_dialog,start_time,end_time,dialog
458,"00:31:31,474","00:31:32,670","Yes'm, Big Daddy."
459,"00:31:33,115","00:31:34,310","Well, that's it, then."
460,"00:31:35,057","00:31:37,303",You just treat him like you would Jerry.
461,"00:31:44,531","00:31:47,490",That house we just left from is The Big House.
462,"00:31:47,769","00:31:50,225",Big Daddy call it that because it's big.
463,"00:31:51,661","00:31:53,959",That there is the pantry.
464,"00:31:54,162","00:31:56,790",That's where Big Daddy hang all his dead meat.
465,"00:31:57,737","00:31:59,199",Po' little squirrels.
466,"00:32:01,421","00:32:02,965",What you do for your massa?
467,"00:32:04,177","00:32:05,978",Didn't you hear him tell you I ain't no slave?
468,"00:32:06,034","00:32:08,453","So you really free? Yes, I's free."
469,"00:32:08,511","00:32:10,584",You mean you wanna dress like that?
470,"00:32:12,986","00:32:14,278","Betina, I need to ask you something."
471,"00:32:14,279","00:32:15,388",What you want?
472,"00:32:15,390","00:32:17,226",I'm looking for three white men.
473,"00:32:17,468","00:32:18,717",Three brothers. Overseers.
474,"00:32:18,719","00:32:19,694",Their name is Brittle.
475,"00:32:19,695","00:32:20,513",You know them?
476,"00:32:20,638","00:32:22,213","Brittle? Yes, Brittle."
477,"00:32:22,271","00:32:23,881","John Brittle, Ellis Brittle,"
478,"00:32:24,268","00:32:25,235","Roger Brittle,"
479,"00:32:25,236","00:32:26,567",sometime called Lil Raj.
480,"00:32:27,042","00:32:28,089",I don't know them.
481,"00:32:29,169","00:32:30,542",They could be using a different name.
482,"00:32:31,117","00:32:33,133",They woulda come to the plantation this past year.
483,"00:32:33,661","00:32:34,987",You mean the Shaffers?
484,"00:32:35,260","00:32:36,049",Maybe.
485,"00:32:36,331","00:32:37,437",Three brothers?
486,"00:32:38,625","00:32:39,430",They here?
487,"00:32:40,661","00:32:41,974",Could you point one of them out to me?
488,"00:32:42,399","00:32:44,813","Well, one's over in that field."
489,"00:32:58,543","00:33:00,603","Old Man Carrucan ain't gonna appreciate this, now."
490,"00:33:00,605","00:33:02,124","She work in the house, John."
491,"00:33:02,126","00:33:03,091","You could mess her skin up,"
492,"00:33:03,092","00:33:04,539","and you gonna mess her up, and she ain't gonna be worth..."
493,"00:33:04,541","00:33:05,802",She ain't gonna be worth a damn thing.
494,"00:33:05,823","00:33:07,230","Now, your Bible say..."
495,"00:33:12,587","00:33:14,646","Look, I told you that I was one that made her do it."
496,"00:33:15,167","00:33:16,066",You ready?
497,"00:33:16,496","00:33:17,629",She didn't wanna run off with me.
498,"00:33:17,631","00:33:19,509","If anybody should be getting whupped now, it should be me."
499,"00:33:19,511","00:33:20,747","It should be me, John."
500,"00:33:20,749","00:33:21,656","Now, I been here long enough,"
501,"00:33:21,658","00:33:23,755","you know me, you know me a long time, now."
502,"00:33:33,113","00:33:35,261",You know Massa Carrucan ain't gonna appreciate this.
503,"00:33:35,450","00:33:37,092",She's a... she's a house slave.
504,"00:33:37,406","00:33:39,076","She a house slave, she can't be..."
505,"00:33:59,580","00:34:00,732",On my knees.
506,"00:34:00,733","00:34:02,780","I'm asking you this, please. Ain't this what you want?"
507,"00:34:02,782","00:34:04,466","I'm keeping it funny for you. Now, John, please."
508,"00:34:10,502","00:34:11,628","Is on my knees, John."
509,"00:34:12,171","00:34:13,910","I like the way you beg, boy."
510,"00:34:17,803","00:34:19,552",Is that who you was looking for?
511,"00:34:21,811","00:34:22,615",Yep.
512,"00:34:24,272","00:34:25,396",Where the other two at?
513,"00:34:25,732","00:34:26,988","They by the stable,"
514,"00:34:27,124","00:34:29,283",punishing Little Jody for breaking eggs.
515,"00:34:29,909","00:34:31,009",They whipping Little Jody?
516,"00:34:31,946","00:34:33,400",Point me in that direction.
517,"00:34:34,408","00:34:35,644",You go to that tree
518,"00:34:35,910","00:34:37,428",and keep going that a way.
519,"00:34:42,165","00:34:44,077",Go get that white man I came here with.
520,"00:34:45,955","00:34:47,451","Come on, now. No, no, please!"
521,"00:34:47,453","00:34:49,122","Come on, girlie. Please!"
522,"00:34:49,129","00:34:51,173",Come on. Get you set up now.
523,"00:34:52,065","00:34:54,177","And the Lord said, The fear of ye..."
524,"00:34:55,581","00:34:57,157",and the dread of ye...
525,"00:34:57,472","00:34:59,930",shall be on every beast of the earth.
526,"00:35:01,058","00:35:02,545","Come here now, woman!"
527,"00:35:02,919","00:35:04,498",You'd better give me that arm! No please!
528,"00:35:05,107","00:35:05,959",No! No!
529,"00:35:22,872","00:35:24,212","Ok, she's ready!"
530,"00:35:38,896","00:35:39,995","And after this,"
531,"00:35:40,635","00:35:42,725",we'll see if you break eggs again.
532,"00:35:46,059","00:35:47,459",John Brittle!
533,"00:36:08,937","00:36:10,031",You remember me?
534,"00:36:22,519","00:36:24,387","I like the way you die, boy."
535,"00:36:30,356","00:36:32,613",Goddamn son of a bitch!
536,"00:36:50,960","00:36:52,066",Keep it funny!
537,"00:37:17,987","00:37:19,238",Y'all wanna see something?
538,"00:37:22,827","00:37:23,608",No!
539,"00:37:34,754","00:37:35,945",Who were they?
540,"00:37:37,006","00:37:38,196",That's Big John.
541,"00:37:38,785","00:37:39,910",That's Lil Raj.
542,"00:37:40,238","00:37:41,270",Where's Ellis?
543,"00:37:41,844","00:37:44,180",He's the one high tailing it across that field right now.
544,"00:37:49,018","00:37:50,519",You sure that's him? Yeah.
545,"00:37:50,834","00:37:52,521",Positive? I don't know.
546,"00:37:52,772","00:37:55,106",You don't know if you're positive? I don't know what positive mean.
547,"00:37:55,191","00:37:56,557",It means you're sure. Yes.
548,"00:37:56,718","00:37:58,744","Yes, what? Yes, I'm sure that's Ellis Brittle."
549,"00:38:12,124","00:38:13,519",I'm positive he dead.
550,"00:38:18,756","00:38:19,757",Django!
551,"00:38:21,760","00:38:24,292",Everybody calm down.
552,"00:38:24,363","00:38:26,372",We mean no one else any harm.
553,"00:38:26,555","00:38:28,099",Who are you two jokers?
554,"00:38:28,526","00:38:30,296","I am Dr. King Schultz,"
555,"00:38:30,326","00:38:31,433",a legal representative
556,"00:38:31,435","00:38:34,541",of the criminal justice system of the United States of America.
557,"00:38:34,564","00:38:35,665","The man to my left,"
558,"00:38:35,666","00:38:38,268",is Django Freeman. He's my deputy.
559,"00:38:39,095","00:38:40,778","In my pocket is a warrant,"
560,"00:38:41,153","00:38:45,523","signed by Circuit Court Judge Henry Allen Laudermilk of Austin, Texas,"
561,"00:38:45,687","00:38:47,558","for the arrest and capture,"
562,"00:38:47,559","00:38:49,270","dead or alive,"
563,"00:38:49,586","00:38:51,450","of John Brittle,"
564,"00:38:51,917","00:38:54,458",Roger Brittle and Ellis Brittle.
565,"00:38:54,625","00:38:56,198",They were going by the name Shaffer.
566,"00:38:58,129","00:39:02,258","You know them by the name of Shaffer, but the butchers' real name, was Brittle."
567,"00:39:02,631","00:39:04,093",These are wanted men.
568,"00:39:04,338","00:39:05,798",The law wants them for murder.
569,"00:39:06,040","00:39:07,285","Now I reiterate,"
570,"00:39:07,697","00:39:10,419","the warrant states dead or alive,"
571,"00:39:10,426","00:39:13,708","so when Mr. Freeman and myself executed these men on sight,"
572,"00:39:13,963","00:39:17,127",we were operating within our legal boundaries.
573,"00:39:18,232","00:39:19,389","I realize,"
574,"00:39:20,127","00:39:21,843","passions are high,"
575,"00:39:23,019","00:39:24,469","but I must warn you,"
576,"00:39:25,103","00:39:27,163",the penalty for taking deadly force
577,"00:39:27,165","00:39:30,390",against an officer of the court in the performance of his duty is...
578,"00:39:30,976","00:39:33,017",you'll be hung by the neck until you're dead.
579,"00:39:36,856","00:39:41,006","Now, may I please remove the warrant from my pocket so you may examine it?"
580,"00:39:43,299","00:39:44,122",Gve me.
581,"00:40:00,983","00:40:02,137",Satisfied?
582,"00:40:09,167","00:40:10,648","May I have that back, please?"
583,"00:40:16,832","00:40:17,793",Get off my land.
584,"00:40:18,458","00:40:19,575",Posthaste.
585,"00:40:20,650","00:40:23,517",Load up the bodies as quickly as you can
586,"00:40:23,518","00:40:24,813",and let's get outta here.
587,"00:40:50,783","00:40:51,775","Yeah,"
588,"00:40:52,463","00:40:54,072",that's them sons-a-bitches.
589,"00:41:34,326","00:41:35,578","Come on, men!"
590,"00:41:37,788","00:41:39,607","We're coming for you, nigger!"
591,"00:41:50,669","00:41:52,455","Now, unless they start shooting first,"
592,"00:41:53,491","00:41:54,571",nobody shoot them.
593,"00:41:55,565","00:41:57,488",That's way too simple for these jokers.
594,"00:41:58,247","00:42:00,820",We're gonna whup that nigger-lover to death.
595,"00:42:01,117","00:42:05,231",And I'm gonna personally strip and clip that garboon myself.
596,"00:42:09,910","00:42:10,618",Damn.
597,"00:42:12,414","00:42:14,704",I can't see fucking shit outta this thing.
598,"00:42:15,711","00:42:17,161",We ready or what?
599,"00:42:17,423","00:42:19,705","Hold on, I'm fucking with my eyeholes."
600,"00:42:21,603","00:42:22,249",Oh shit.
601,"00:42:23,056","00:42:24,734",I just made it worse.
602,"00:42:24,793","00:42:26,935",Who made this goddamn shit?
603,"00:42:27,004","00:42:28,101",Willard's wife.
604,"00:42:28,102","00:42:29,965","Well, make your own goddamn masks!"
605,"00:42:30,132","00:42:30,792","Look,"
606,"00:42:30,938","00:42:33,771",nobody's saying they don't appreciate what Jenny did.
607,"00:42:33,773","00:42:36,359","Well, if all I had to do was cut a hole in a bag,"
608,"00:42:36,639","00:42:38,555",I coulda cut it better than this!
609,"00:42:38,567","00:42:39,854","What about you, Robert?"
610,"00:42:39,855","00:42:40,910",Can you see?
611,"00:42:41,435","00:42:42,645",Not too good.
612,"00:42:42,728","00:42:43,595","I mean,"
613,"00:42:43,811","00:42:46,275","if I don't move my head I can see you pretty good,"
614,"00:42:46,345","00:42:47,235",more or less.
615,"00:42:47,316","00:42:49,599","But when I start riding, the bag's moving all over,"
616,"00:42:49,600","00:42:50,819",and I'm riding blind.
617,"00:42:51,220","00:42:52,105",Shit. Yeah.
618,"00:42:53,637","00:42:55,222",I just made mine worse.
619,"00:42:56,116","00:42:57,314","Oh, God."
620,"00:42:57,409","00:42:58,953",Anybody bring any extra bags?
621,"00:42:59,017","00:42:59,741",No!
622,"00:42:59,845","00:43:02,081",Nobody brought an extra bag.
623,"00:43:02,478","00:43:04,015",I'm just asking.
624,"00:43:04,041","00:43:05,999",Do we have to wear them when we ride?
625,"00:43:06,071","00:43:07,428","Oh, well, shitfire!"
626,"00:43:07,543","00:43:10,629","If you don't wear them as you ride up, that just defeats the purpose!"
627,"00:43:10,631","00:43:12,474","Well, I can't see in this fucking thing!"
628,"00:43:12,758","00:43:15,626",I can't breathe in this fucking thing and I can't ride in this fucking thing!
629,"00:43:15,636","00:43:17,736","Well, fuck all you all! I'm going home!"
630,"00:43:18,300","00:43:22,256","Now, I watched my wife work all day getting 30 bags together"
631,"00:43:22,293","00:43:24,295","for you ungrateful sons-a-bitches,"
632,"00:43:24,501","00:43:27,809","and all I can hear is criticize, criticize, criticize!"
633,"00:43:28,274","00:43:29,256","From now on,"
634,"00:43:29,370","00:43:31,443",don't ask me or mine for nothing!
635,"00:43:32,736","00:43:33,627","Now look,"
636,"00:43:34,154","00:43:35,777",let's not forget why we're here.
637,"00:43:35,946","00:43:38,490",We got a killer nigger over that hill there!
638,"00:43:39,127","00:43:40,462",And we got to make a lesson out of him.
639,"00:43:40,536","00:43:41,911","Ok, I'm confused."
640,"00:43:42,160","00:43:43,810",Are the bags on or off?
641,"00:43:44,791","00:43:45,889","I think,"
642,"00:43:46,318","00:43:47,536","we all think,"
643,"00:43:47,918","00:43:49,568",the bag was a nice idea.
644,"00:43:49,701","00:43:50,462",Yeah.
645,"00:43:50,839","00:43:52,534","But, not pointing any fingers,"
646,"00:43:53,415","00:43:54,717",they coulda been done better.
647,"00:43:56,039","00:43:57,200","So, how about..."
648,"00:43:57,605","00:43:59,080","no bags this time,"
649,"00:43:59,720","00:44:00,859","but next time,"
650,"00:44:01,231","00:44:02,410","we do the bags right,"
651,"00:44:02,548","00:44:03,798","and then we go,"
652,"00:44:03,799","00:44:04,725",full regalia.
653,"00:44:04,727","00:44:07,180","I like that idea a lot. You get my vote, Robert."
654,"00:44:07,182","00:44:08,079",Wait a minute!
655,"00:44:08,611","00:44:10,093",I didn't say no bags.
656,"00:44:10,700","00:44:12,161",But nobody can see.
657,"00:44:12,947","00:44:13,761",So?
658,"00:44:13,980","00:44:15,696",So it'd be nice to see.
659,"00:44:16,238","00:44:17,398",Goddamn it!
660,"00:44:17,511","00:44:18,592",This is a raid!
661,"00:44:18,900","00:44:20,891","I can't see, you can't see!"
662,"00:44:21,125","00:44:21,967",So what?
663,"00:44:22,170","00:44:24,357",All that matters is can the fucking horse see!
664,"00:44:24,823","00:44:25,863",That's a raid!
665,"00:44:28,250","00:44:29,657",Sons of bitches!
666,"00:44:29,918","00:44:31,331",I can't see shit!
667,"00:44:31,795","00:44:33,073",There he is!
668,"00:44:33,399","00:44:35,649",Get that nigger out from under that wagon!
669,"00:44:36,443","00:44:38,260",And get that nigger lover outta the wagon!
670,"00:44:38,380","00:44:40,261","That nigger ain't down here, Big Daddy!"
671,"00:44:40,290","00:44:41,708",What? They tricked us!
672,"00:44:41,805","00:44:42,848","Well, where are they?"
673,"00:44:43,015","00:44:44,308",Auf Wiedersehen.
674,"00:44:52,107","00:44:53,150",Bull's-eye.
675,"00:44:56,153","00:44:57,216",Look at them run.
676,"00:45:02,171","00:45:04,382","Yeah, cowards tend to do that."
677,"00:45:04,828","00:45:06,600",Goddamn it!
678,"00:45:12,920","00:45:14,171",Goddamn it!
679,"00:45:18,801","00:45:19,902",Would you care to?
680,"00:45:27,309","00:45:28,806",Can't see shit outta this!
681,"00:45:29,668","00:45:31,685",He's getting away. I got him.
682,"00:45:33,982","00:45:35,508",Big Daddy's getting away.
683,"00:45:35,609","00:45:36,576",I got him.
684,"00:45:52,126","00:45:52,991",Got him.
685,"00:45:59,173","00:46:00,678",The kid's a natural.
686,"00:46:11,900","00:46:13,927",How you know Broomhilda's first masters was German?
687,"00:46:15,814","00:46:17,352",Broomhilda is a German name.
688,"00:46:18,068","00:46:20,455","If they named her, it stands to reason they'd be German."
689,"00:46:21,242","00:46:23,014",Lots of gals where you're from named Broomhilda?
690,"00:46:23,834","00:46:25,026","Broomhilda,"
691,"00:46:25,351","00:46:26,990",is the name of a character
692,"00:46:27,119","00:46:28,275","in the most,"
693,"00:46:28,276","00:46:30,525",popular of all the German legends.
694,"00:46:31,370","00:46:32,637",There's a story about Broomhilda?
695,"00:46:33,333","00:46:34,439","Oh, yes, there is."
696,"00:46:41,246","00:46:42,147",Do you know it?
697,"00:46:42,515","00:46:44,318","Oh, every German knows that story."
698,"00:46:50,976","00:46:52,352",Would you like me to tell you?
699,"00:46:53,972","00:46:54,668","Well,"
700,"00:46:56,035","00:46:56,959","Broomhilda,"
701,"00:46:57,287","00:46:58,160",was a...
702,"00:46:58,785","00:46:59,835",princess.
703,"00:47:01,695","00:47:03,503","She was a daughter of Wotan,"
704,"00:47:04,222","00:47:05,733",god of all gods.
705,"00:47:06,825","00:47:07,703","Anyway,"
706,"00:47:07,940","00:47:10,037",her father is really mad at her.
707,"00:47:10,204","00:47:11,189",What she do?
708,"00:47:12,531","00:47:13,991",I can't exactly remember.
709,"00:47:14,041","00:47:16,236",She disobeys him in some way.
710,"00:47:16,877","00:47:19,863",So he puts her on top of the mountain.
711,"00:47:20,714","00:47:21,840",Broomhilda's on a mountain?
712,"00:47:22,007","00:47:23,414","It's a German legend,"
713,"00:47:23,416","00:47:25,817",there is always going to be a mountain in there somewhere.
714,"00:47:26,386","00:47:30,114",And he puts a fire-breathing dragon there to guard the mountain.
715,"00:47:32,100","00:47:34,253","And he surrounds her,"
716,"00:47:34,933","00:47:36,890",in a circle of hellfire.
717,"00:47:38,649","00:47:39,719","And there,"
718,"00:47:40,782","00:47:42,662",Broomhilda shall remain.
719,"00:47:44,279","00:47:45,549","Unless,"
720,"00:47:45,808","00:47:49,339",a hero arises brave enough to save her.
721,"00:47:50,661","00:47:51,886",Does a fella arise?
722,"00:47:52,412","00:47:53,695","Yes Django,"
723,"00:47:53,696","00:47:55,234",as a matter of fact he does.
724,"00:47:55,541","00:47:57,584",A fella named Siegfried.
725,"00:47:58,293","00:47:59,571",Does Siegfried save her?
726,"00:48:01,971","00:48:03,812",Quite spectacularly so.
727,"00:48:05,133","00:48:06,843","He scales the mountain,"
728,"00:48:07,517","00:48:09,263",because he's not afraid of it.
729,"00:48:10,103","00:48:11,418","He slays the dragon,"
730,"00:48:11,889","00:48:13,483",because he's not afraid of him.
731,"00:48:14,445","00:48:16,578",And he walks through hellfire...
732,"00:48:19,280","00:48:20,993",because Broomhilda's worth it.
733,"00:48:25,654","00:48:26,925",I know how he feel.
734,"00:48:28,782","00:48:31,183",I think I'm just starting to realize that.
735,"00:48:37,165","00:48:37,899","Now,"
736,"00:48:38,532","00:48:39,284","look,"
737,"00:48:40,284","00:48:41,026",Django...
738,"00:48:44,411","00:48:47,981",I don't doubt that one day you'll save your lady love...
739,"00:48:49,225","00:48:52,561",but I can't let you go to Greenville in a good conscience.
740,"00:48:54,222","00:48:56,504",A slave auction town in Mississippi
741,"00:48:56,505","00:48:58,229",isn't the place for you to visit.
742,"00:48:58,687","00:48:59,833","Free or not,"
743,"00:48:59,835","00:49:01,183",it's just too dangerous.
744,"00:49:04,682","00:49:06,225",But let me ask you a question.
745,"00:49:14,202","00:49:16,208",How do you like the bounty hunting business?
746,"00:49:18,333","00:49:20,044",Kill white folks and they pay you for it?
747,"00:49:21,410","00:49:22,365",What's not to like?
748,"00:49:22,794","00:49:24,970","Now I have to admit, we make a good team."
749,"00:49:25,535","00:49:27,930",I thought you was mad at me for killing Big John and Lil Raj.
750,"00:49:28,375","00:49:30,727","Yeah, on that occasion you were a tad overzealous,"
751,"00:49:30,729","00:49:32,140","but normally, that's a good thing."
752,"00:49:33,473","00:49:35,684",How'd you like to partner up for the winter?
753,"00:49:35,985","00:49:37,113",What you mean partner up?
754,"00:49:38,186","00:49:41,721",You work with me through the winter till the snow melts...
755,"00:49:43,332","00:49:45,483",I give you a third of my bounties.
756,"00:49:46,443","00:49:48,519","So we make some money this winter,"
757,"00:49:48,629","00:49:50,144","and when the snow melts,"
758,"00:49:50,977","00:49:53,037","I'll take you to Greenville myself,"
759,"00:49:53,818","00:49:56,388",and we'll find where they sent your wife.
760,"00:50:01,083","00:50:02,586",Why you care what happen to me?
761,"00:50:04,703","00:50:06,140",Why you care if I find my wife?
762,"00:50:06,713","00:50:07,671",Frankly...
763,"00:50:09,796","00:50:12,260",I've never given anybody their freedom before.
764,"00:50:12,473","00:50:13,710","And now that I have,"
765,"00:50:13,711","00:50:16,033",I feel vaguely responsible for you.
766,"00:50:17,516","00:50:20,765","Plus when a German meets a real life Siegfried, that's kind of a big deal."
767,"00:50:23,772","00:50:26,876","As a German, I'm obliged to help you on your quest"
768,"00:50:26,887","00:50:28,952",to rescue your beloved Broomhilda.
769,"00:52:38,794","00:52:39,795",You got her.
770,"00:52:47,840","00:52:50,795",What happened to Mr. I Wanna Shoot White Folks For Money?
771,"00:52:51,628","00:52:52,889",His son's with him.
772,"00:52:53,218","00:52:54,132","Well, good."
773,"00:52:54,669","00:52:56,055",He'll have a loved one with him.
774,"00:52:56,375","00:52:58,430",Maybe even share a last word.
775,"00:53:00,762","00:53:02,623",That's better than most of them get.
776,"00:53:02,973","00:53:04,754",Damn sight better than he deserves.
777,"00:53:13,333","00:53:14,551",Put down the rifle.
778,"00:53:17,521","00:53:19,040","Don't worry, I'm not mad at you."
779,"00:53:20,156","00:53:22,491",Let's take out Smitty Bacall's handbill.
780,"00:53:26,580","00:53:27,885",Read it aloud.
781,"00:53:28,957","00:53:30,750",Consider that today's lesson.
782,"00:53:33,278","00:53:35,483",Wanted. Dead or alive.
783,"00:53:37,055","00:53:39,923",Smitty Bacall and the Smitty Bacall g...
784,"00:53:41,192","00:53:42,357",Gang. Gang.
785,"00:53:43,305","00:53:46,784",For murder and stagecoach...
786,"00:53:48,393","00:53:49,304",Robbery.
787,"00:53:50,103","00:53:52,898",Seven-zero-zero-zero.. Seven thousand.
788,"00:53:53,353","00:53:54,197",Thousand.
789,"00:53:54,831","00:53:55,807",Seven thousand
790,"00:53:56,047","00:53:56,905","Dollars,"
791,"00:53:57,180","00:53:58,564",for Smitty Bacall.
792,"00:53:58,945","00:53:59,793",One...
793,"00:54:00,286","00:54:02,936",thousand and five hundred dollars for...
794,"00:54:03,101","00:54:04,042",each of his...
795,"00:54:04,543","00:54:05,343",gang...
796,"00:54:07,198","00:54:08,350",Mem... Members.
797,"00:54:09,748","00:54:14,004",Known members of the Smitty Bacall Gang are as follas.
798,"00:54:14,449","00:54:16,006",Follows. Follows.
799,"00:54:16,758","00:54:18,085","Dandy Michaels,"
800,"00:54:18,234","00:54:19,542",Gerald Nash and...
801,"00:54:21,480","00:54:22,568",Crazy Craig Koons.
802,"00:54:24,220","00:54:25,239",That is...
803,"00:54:25,489","00:54:26,577",who Smitty Bacall is.
804,"00:54:27,164","00:54:29,818","If Smitty Bacall wanted to start a farm at 22,"
805,"00:54:29,934","00:54:31,744",they would never have printed that.
806,"00:54:32,354","00:54:35,774",But Smitty Bacall wanted to rob stagecoaches
807,"00:54:36,253","00:54:38,466",and he didn't mind killing people to do it.
808,"00:54:39,331","00:54:40,894","Do you want to save your wife,"
809,"00:54:41,137","00:54:42,414",by doing what I do?
810,"00:54:43,779","00:54:44,955",This is what I do.
811,"00:54:45,381","00:54:46,582","I kill people,"
812,"00:54:46,583","00:54:48,570",and sell their corpses for cash.
813,"00:54:49,855","00:54:52,800","This corpse is worth $7,000."
814,"00:54:53,667","00:54:55,766",Now quit your pussyfooting and shoot him.
815,"00:55:06,012","00:55:06,762",Pa?
816,"00:55:07,648","00:55:08,424",Pa!
817,"00:55:17,357","00:55:18,331",Here.
818,"00:55:19,234","00:55:21,319",You need to keep this Smitty Bacall handbill.
819,"00:55:21,486","00:55:22,061",Why?
820,"00:55:22,357","00:55:23,388",It's good luck.
821,"00:55:23,738","00:55:26,024",You always keep the handbill of your first bounty.
822,"00:56:14,456","00:56:16,006",That's accurate.
823,"00:57:24,192","00:57:25,761","Doctor, Django,"
824,"00:57:25,763","00:57:26,994",how the hell are you?
825,"00:57:28,556","00:57:30,095",Who the hell-a you got there?
826,"00:57:30,863","00:57:32,453",The Wilson-Lowe Gang.
827,"00:57:33,085","00:57:35,701",Who the hell is the Wilson-Lowe Gang?
828,"00:57:36,762","00:57:39,472",Bad Chuck Wilson and meaner Bobby Lowe
829,"00:57:39,773","00:57:41,044",and three of their acolytes.
830,"00:57:42,808","00:57:45,089","Well, just leave them out here, they ain't going nowhere."
831,"00:57:45,308","00:57:47,524",Why don't you come in then out of the snowy snow
832,"00:57:47,723","00:57:49,021",and get yourselves some coffee.
833,"00:57:49,592","00:57:52,137",We had a birthday yesterday. Got some cake.
834,"00:57:52,591","00:57:53,636",Pretty good.
835,"00:58:27,172","00:58:28,423",Keep moving.
836,"00:58:28,590","00:58:30,550",Get on up on that auction block.
837,"00:58:32,093","00:58:34,470",Don't let that mud slow you down. Keep going.
838,"00:58:50,904","00:58:52,155",Keep going!
839,"00:58:54,616","00:58:56,418",Broomhilda Von Shaft.
840,"00:58:56,662","00:58:57,927",Age 27.
841,"00:58:58,703","00:59:00,121",'R' on right cheek.
842,"00:59:01,927","00:59:04,042",Calvin Candie.
843,"00:59:04,302","00:59:07,565",He owns the fourth biggest cotton plantation in Mississippi.
844,"00:59:07,566","00:59:08,723",Candyland.
845,"00:59:09,015","00:59:09,980",Candyland?
846,"00:59:10,518","00:59:11,602","Oh, so you've heard of it."
847,"00:59:11,642","00:59:13,316",Ain't no slave ain't heard of Candyland.
848,"00:59:13,801","00:59:16,163","Well apparently, that's where your wife is..."
849,"00:59:16,638","00:59:19,182",and that's the repellant gentleman who owns her.
850,"00:59:19,613","00:59:22,043","Let's just hope she works in the house, not in the field."
851,"00:59:22,294","00:59:23,663","Oh, no, she ain't no field nigger."
852,"00:59:24,479","00:59:26,175",She... She pretty.
853,"00:59:27,335","00:59:28,787","And she talk good, too."
854,"00:59:30,652","00:59:32,493",But when they tore her back up and then they...
855,"00:59:33,834","00:59:35,439",burned that runaway r on her cheek...
856,"00:59:37,242","00:59:38,409",they goddamned her.
857,"00:59:43,122","00:59:44,828",She ain't no field nigger but she ain't good enough
858,"00:59:44,830","00:59:46,016",for the house no more either.
859,"00:59:46,834","00:59:48,399",They gonna try to make her a comfort girl.
860,"00:59:48,497","00:59:49,469",What's a comfort?
861,"00:59:51,089","00:59:52,516",Not while I got freedom.
862,"00:59:53,967","00:59:55,440",Not while I got my gun.
863,"00:59:58,846","01:00:00,360",So do we offer to buy her?
864,"01:00:03,340","01:00:04,334",So...
865,"01:00:06,339","01:00:07,224",say...
866,"01:00:09,983","01:00:10,990","a man,"
867,"01:00:11,271","01:00:12,680",wants to buy a horse.
868,"01:00:13,243","01:00:14,884",Needs to buy a horse.
869,"01:00:16,529","01:00:18,094","He walks up to the farmer's farm,"
870,"01:00:18,110","01:00:19,490",and he knocks on the farmer's door
871,"01:00:19,492","01:00:21,395",and asks the farmer to buy his horse.
872,"01:00:21,397","01:00:23,191",And do you know what the farmer says?
873,"01:00:23,288","01:00:25,239","The farmer says, no."
874,"01:00:27,115","01:00:29,354","Well, I say fuck that farmer,"
875,"01:00:29,986","01:00:31,358",and I'm stealing that horse.
876,"01:00:32,130","01:00:34,744","Fair enough. But now you're a horse thief,"
877,"01:00:34,745","01:00:36,385",and they hang horse thieves.
878,"01:00:36,591","01:00:38,852","Not to mention the horse goes back to its original owner,"
879,"01:00:38,854","01:00:40,511",because the horse is still his property.
880,"01:00:40,778","01:00:41,867","We need her,"
881,"01:00:42,235","01:00:43,073",and...
882,"01:00:43,321","01:00:44,407",we need a bill of sale.
883,"01:00:44,559","01:00:46,512","Well, if we ain't gonna try to buy her, then how we gonna get her?"
884,"01:00:48,183","01:00:51,609",May I offer an alternative plan of action?
885,"01:00:51,777","01:00:52,872",Go ahead.
886,"01:00:53,659","01:00:54,202",So...
887,"01:00:55,455","01:00:56,484","the man,"
888,"01:00:56,784","01:00:58,185","walks up to the farmer's farm,"
889,"01:00:58,235","01:00:59,778",he knocks on the farmer's door...
890,"01:01:00,540","01:01:02,065","and asks,"
891,"01:01:02,066","01:01:03,592","not to buy the horse,"
892,"01:01:04,112","01:01:05,536",but the farm.
893,"01:01:05,538","01:01:09,334","And makes an offer so ridiculous,"
894,"01:01:09,481","01:01:12,025",the farmer is forced to say yes.
895,"01:01:12,878","01:01:14,675",We gonna offer to buy Candyland?
896,"01:01:14,676","01:01:15,822","No, it's far too big."
897,"01:01:15,907","01:01:18,715",But apparently this farmer ain't all about the farm.
898,"01:01:20,667","01:01:22,711",How much do you know about Mandingo fighting?
899,"01:01:22,753","01:01:23,427",What?
900,"01:01:23,835","01:01:26,914",Can you convincingly masquerade as someone
901,"01:01:26,916","01:01:28,809",who is an expert on Mandingo fighting?
902,"01:01:28,840","01:01:29,548",Why?
903,"01:01:30,204","01:01:31,641",Because my character
904,"01:01:31,642","01:01:34,006","is that of a big money buyer from Dusseldorf,"
905,"01:01:34,009","01:01:35,851",here in Greenville to buy my way
906,"01:01:35,887","01:01:37,273",into the Mandingo fight game.
907,"01:01:37,430","01:01:38,914",And your character
908,"01:01:38,953","01:01:41,361",is a Mandingo expert I hired to help me do it.
909,"01:01:41,445","01:01:42,995",They call that One-Eyed Charley.
910,"01:01:46,597","01:01:47,713","Bonjour. <font color=""#00ffff""><i>Good morning</i></font>"
911,"01:01:48,157","01:01:49,174","Bonsoir, <font color=""#00ffff""><i>Good evening,</i></font>"
