number_of_dialog,start_time,end_time,dialog
1342,"01:29:18,829","01:29:22,082",just who the hell is this nigger you feels the need to entertain?
1343,"01:29:22,148","01:29:26,068","Django and his friend in gray here, Dr. Schultz, are customers."
1344,"01:29:26,366","01:29:27,743","And they are our guests, Stephen."
1345,"01:29:27,778","01:29:31,538","And you, you old decrepit bastard, oughta show them every hospitality."
1346,"01:29:31,540","01:29:34,026",You understand that? Yes sir. Him I understand.
1347,"01:29:34,028","01:29:35,862",But I don't know why I got to take lip off this nigger.
1348,"01:29:35,863","01:29:38,291",You don't have to know why. Do you understand?
1349,"01:29:39,573","01:29:41,074",Yes sir. I understand.
1350,"01:29:41,077","01:29:42,387","Well, good."
1351,"01:29:42,865","01:29:43,776",They're spending the night.
1352,"01:29:43,778","01:29:45,593",Go up in the guest bedrooms and get two ready.
1353,"01:29:46,953","01:29:48,621",He gonna stay in The Big House?
1354,"01:29:48,779","01:29:50,430","Stephen, he's a slaver."
1355,"01:29:50,596","01:29:52,570",It's different. In The Big House?
1356,"01:29:52,695","01:29:53,977","Well, you got a problem with that?"
1357,"01:29:53,992","01:29:56,449","Oh, no. I ain't got no problem with it,"
1358,"01:29:56,574","01:29:58,801","if you ain't got no problem with burning the bed, the sheets,"
1359,"01:29:58,919","01:30:00,796","the pillowcases, everything else"
1360,"01:30:00,797","01:30:02,299",when this black-ass motherfucker's gone! That is my problem!
1361,"01:30:02,300","01:30:03,374",They are mine to burn!
1362,"01:30:03,566","01:30:05,776",Now your problem right now is making a good impression!
1363,"01:30:06,115","01:30:08,145",And I want you to start solving that problem right now
1364,"01:30:08,193","01:30:09,819",and get them goddamn rooms ready!
1365,"01:30:11,933","01:30:13,148","Yes sir, Monsieur Candie."
1366,"01:30:15,036","01:30:16,083","Go on, now."
1367,"01:30:17,121","01:30:19,540",Can't believe you brought a nigger to stay in The Big House.
1368,"01:30:19,707","01:30:21,975",Your daddy rolling over in his goddamned grave.
1369,"01:30:21,977","01:30:24,821","Man, the lip on him. He's getting worse and worse."
1370,"01:30:24,921","01:30:25,835","Now,"
1371,"01:30:26,379","01:30:30,772",where is my beautiful sister?
1372,"01:30:31,289","01:30:32,566",There she is!
1373,"01:30:34,701","01:30:35,849","Dr. Schultz,"
1374,"01:30:36,230","01:30:39,393",this attractive Southern belle is my widowed sister.
1375,"01:30:39,560","01:30:40,479","Darling,"
1376,"01:30:41,122","01:30:43,564",you are a tonic for tired eyes.
1377,"01:30:44,816","01:30:46,299","May I present to you,"
1378,"01:30:46,424","01:30:48,445",Lara Lee Candie-Fitzwilly.
1379,"01:30:48,593","01:30:52,052","Chester, Rodney, Chicken Charly. Y'all get your ass over by that pen."
1380,"01:30:52,054","01:30:54,362","Come on, Charly. Come on, now! Let's go."
1381,"01:30:54,364","01:30:55,407",You know where it is.
1382,"01:30:55,409","01:30:56,924",Like you on a rope!
1383,"01:30:58,371","01:31:00,877","Niggers don't walk around here, niggers run!"
1384,"01:31:02,036","01:31:03,637",Monsieur Candie?
1385,"01:31:05,002","01:31:05,929",Yeah.
1386,"01:31:06,178","01:31:08,678",About that matter about the nigger girl you were talking about?
1387,"01:31:09,059","01:31:10,018",Nigger gal?
1388,"01:31:10,091","01:31:13,353","Yeah, I believe you mentioned she spoke German."
1389,"01:31:14,255","01:31:15,834","Yes! Hilda, what about her?"
1390,"01:31:16,360","01:31:18,816","Do you think before the demonstration,"
1391,"01:31:18,817","01:31:20,450",you could send her around to my room?
1392,"01:31:20,889","01:31:22,949","You little dickens, you."
1393,"01:31:23,660","01:31:24,930",I don't see why not.
1394,"01:31:24,932","01:31:25,658","Stephen,"
1395,"01:31:25,659","01:31:28,392","when you get through showing them to their rooms, go fetch Hilda,"
1396,"01:31:28,394","01:31:30,507","get her cleaned up and smelling real nice,"
1397,"01:31:30,531","01:31:31,654",and sent over to Dr. Schultz's room here.
1398,"01:31:31,734","01:31:33,822","Actually, Monsieur Candie, sir,"
1399,"01:31:33,830","01:31:36,325",there is a something I ain't told you about yet.
1400,"01:31:36,685","01:31:37,410",What?
1401,"01:31:37,865","01:31:40,068",Hilda in the Hot Box.
1402,"01:31:42,120","01:31:43,170",What's she doing there?
1403,"01:31:43,347","01:31:45,847",What you think she doing there in the Hot Box?
1404,"01:31:45,912","01:31:46,998",She being punished.
1405,"01:31:47,587","01:31:49,744",What she do? She run off again.
1406,"01:31:50,432","01:31:53,269","Jesus Christ Stephen, how many people ran away while I was gone?"
1407,"01:31:53,271","01:31:53,811",Two.
1408,"01:31:54,776","01:31:55,682",When did she go?
1409,"01:31:55,760","01:31:58,094",Last night. They brung her back this morning.
1410,"01:31:58,936","01:32:01,269",How bad did Stonesipher's dogs tear her up?
1411,"01:32:02,038","01:32:05,456","Lucky for her, they was out chasing D'Artagnan's ass."
1412,"01:32:05,785","01:32:07,497","Bill and Cody went looking for her,"
1413,"01:32:07,499","01:32:09,031","found her, brung her back."
1414,"01:32:10,217","01:32:11,526","Now, she a little beat-up."
1415,"01:32:11,527","01:32:13,227",But she done that to her own damn self
1416,"01:32:13,229","01:32:14,475",running through them damn bushes and shit.
1417,"01:32:14,570","01:32:16,026",How long she been in the box?
1418,"01:32:16,282","01:32:19,338",How long you think she been in there? All damn day.
1419,"01:32:19,440","01:32:22,029",And the little bitch got ten more days to be in there.
1420,"01:32:22,791","01:32:24,015","Still, take her out."
1421,"01:32:24,179","01:32:25,453",Take her out? Why?
1422,"01:32:25,455","01:32:27,394","Because I said so, that's why."
1423,"01:32:27,395","01:32:29,376",Dr. Schultz is my guest.
1424,"01:32:29,526","01:32:30,736",Hilda is my nigger.
1425,"01:32:30,738","01:32:32,458","Southern hospitality dictates,"
1426,"01:32:32,459","01:32:34,032",I make her available to him.
1427,"01:32:34,034","01:32:35,889","But, Monsieur Candie, she run off."
1428,"01:32:35,890","01:32:37,253","Jesus Christ, Stephen."
1429,"01:32:37,255","01:32:39,856",What is the point of having a nigger that speaks German
1430,"01:32:40,013","01:32:42,352",if you can't wheel them out when you have a German guest?
1431,"01:32:42,577","01:32:46,604","Now, I realize it is inconvenient, but still, you take her ass out."
1432,"01:32:46,771","01:32:47,647",Yes sir.
1433,"01:32:49,232","01:32:50,303",Lara Lee!
1434,"01:32:50,304","01:32:51,963",Will you and Cora be responsible
1435,"01:32:52,022","01:32:55,551",for getting Hilda cleaned up and presentable for Dr. Schultz here.
1436,"01:32:55,646","01:32:57,023","Of course, darling."
1437,"01:32:57,073","01:32:59,093","Now gentlemen, I do apologize,"
1438,"01:32:59,094","01:33:01,953",but I am weary from our travels beyond words.
1439,"01:33:02,345","01:33:04,722",It is time for me to rest my tired eyes.
1440,"01:33:09,957","01:33:12,588",Y'all done heard the man! Get her ass up outta there!
1441,"01:33:13,144","01:33:14,027",Cora!
1442,"01:33:14,028","01:33:15,001",Come here!
1443,"01:33:15,466","01:33:17,215","Get over there and get her cleaned up,"
1444,"01:33:17,217","01:33:18,700",bring her back over here to Dr...
1445,"01:33:18,934","01:33:21,042",What he say your name is? Shoots? Schultz.
1446,"01:33:21,386","01:33:22,399",Schultz.
1447,"01:33:22,400","01:33:24,003","Get her back over here. Hurry up, girl."
1448,"01:33:24,005","01:33:24,731",Yes sir.
1449,"01:34:11,061","01:34:12,057","Come on, girl."
1450,"01:34:12,724","01:34:13,524",Stand up.
1451,"01:34:43,694","01:34:46,935",Is you coming with me or is you gonna sleep in that little box over yonder?
1452,"01:36:22,278","01:36:23,737","Hello, ladies."
1453,"01:36:23,904","01:36:24,969",Dr. Schultz.
1454,"01:36:25,485","01:36:27,344",May I introduce to you Broomhilda?
1455,"01:36:31,454","01:36:33,126","Hilda, this is Dr. Schultz."
1456,"01:36:35,522","01:36:37,501","It's a pleasure to meet you, Broomhilda."
1457,"01:36:38,906","01:36:40,880",I've heard a lot of good things about you.
1458,"01:36:41,046","01:36:44,008","Well, it's not every nigger speaks German, don't ya know."
1459,"01:36:47,094","01:36:49,096","As I look at you now, Broomhilda,"
1460,"01:36:49,907","01:36:53,979",I can see all the passions you inspire are completely justified.
1461,"01:36:57,789","01:36:59,587",The doctor here speaks German.
1462,"01:37:02,049","01:37:04,009",And I've been informed you do as well?
1463,"01:37:05,404","01:37:07,573","Go ahead, girl. Speak a little German."
1464,"01:37:16,468","01:37:17,842",Astonishing.
1465,"01:37:25,054","01:37:26,639",And I shall bring you... Much obliged.
1466,"01:37:36,602","01:37:37,431","<font color=""#ffff00"">Yes.</font>"
1467,"01:37:58,586","01:38:00,032","<font color=""#ffff00""><i>Don't be afraid.</i></font>"
1468,"01:38:01,180","01:38:02,355",Don't be afraid.
1469,"01:38:42,103","01:38:42,962",Pardon.
1470,"01:38:50,759","01:38:51,719","<font color=""#ffff00"">Thank you.</font>"
1471,"01:40:20,534","01:40:22,222","<font color=""#ffff00"">I promise.</font>"
1472,"01:40:37,772","01:40:39,089","Hey, Little Trouble Maker."
1473,"01:40:48,274","01:40:50,732","You silver-tongued devil, you."
1474,"01:40:52,548","01:40:54,297","Hurry up, girl. These ready, Miss Cora."
1475,"01:40:54,388","01:40:55,835","No, no, no, they drinking tonight."
1476,"01:40:55,851","01:40:58,576","Go downstairs, get the big jug with the red stuff Monsieur Candie like, hear?"
1477,"01:40:58,758","01:41:00,349",Get your big pretty ass out the way.
1478,"01:41:00,380","01:41:01,746",You know you like it.
1479,"01:41:02,280","01:41:04,056",That's because you knows what I like.
1480,"01:41:04,127","01:41:06,794","Come on with these biscuits, girl."
1481,"01:41:07,011","01:41:08,121","Look, Monsieur Candie,"
1482,"01:41:08,603","01:41:11,916","they were all fine specimens, no doubt about it."
1483,"01:41:12,609","01:41:15,518",But the best three by far were...
1484,"01:41:15,956","01:41:16,898",Samson.
1485,"01:41:18,365","01:41:19,966",What's that other one's name? Goldie.
1486,"01:41:20,117","01:41:21,043",Goldie.
1487,"01:41:21,546","01:41:23,097",And Eskimo Joe.
1488,"01:41:23,789","01:41:25,991","By the way, why is he called Eskimo Joe?"
1489,"01:41:26,532","01:41:29,460",You never know how these nigger nicknames get started.
1490,"01:41:29,626","01:41:32,212","His name was Joe, maybe one day he said he was cold."
1491,"01:41:32,214","01:41:33,357",Who knows?
1492,"01:41:36,354","01:41:37,540","Well, regardless,"
1493,"01:41:37,928","01:41:39,316",Samson's your best.
1494,"01:41:39,898","01:41:41,066",We all know that.
1495,"01:41:41,559","01:41:42,838","You will never sell him,"
1496,"01:41:42,965","01:41:43,973",and I can see why.
1497,"01:41:44,231","01:41:45,703",He's a champion.
1498,"01:41:47,012","01:41:48,707",All three are champions.
1499,"01:41:49,688","01:41:50,943",Samson's the champion.
1500,"01:41:52,143","01:41:53,501",Them other two pretty good.
1501,"01:41:55,197","01:41:56,628","Calvin, now what's this nigger you let..."
1502,"01:41:56,695","01:41:58,033",It's alright. It's alright.
1503,"01:41:58,097","01:41:59,758","You have to understand, Monsieur Candie,"
1504,"01:42:00,240","01:42:03,753","while admittedly a neophyte, in the nigger fight game,"
1505,"01:42:03,786","01:42:08,247",I do have a little bit of a background in the European traveling circus.
1506,"01:42:08,248","01:42:09,333",Is that right?
1507,"01:42:09,644","01:42:10,663","Hence,"
1508,"01:42:10,888","01:42:13,587",I have big ideas when it comes to presentation.
1509,"01:42:15,046","01:42:17,150",I need something more than just a big nigger.
1510,"01:42:19,258","01:42:21,478","Yeah, he needs to have panache."
1511,"01:42:21,602","01:42:23,626",Need to have what? What? Panache.
1512,"01:42:25,050","01:42:27,728","A sense of Showmanship. Showmanship, yes."
1513,"01:42:27,730","01:42:29,409",I want to be able to bill him
1514,"01:42:29,612","01:42:31,397",as The Black Hercules.
1515,"01:42:32,949","01:42:34,595","The Black Hercules, isn't that clever?"
1516,"01:42:34,673","01:42:35,674",More like Nigger-les.
1517,"01:42:38,030","01:42:39,906","I said and I told,"
1518,"01:42:40,620","01:42:42,279","I would pay top dollar,"
1519,"01:42:42,529","01:42:43,251",for...
1520,"01:42:43,989","01:42:45,863",the right nigger.
1521,"01:42:46,794","01:42:50,063","Now I'm not saying that Eskimo Joe is the wrong nigger, per se."
1522,"01:42:51,218","01:42:53,616",But is he right as rain?
1523,"01:42:55,087","01:42:56,289","Oh, Dr. Schultz,"
1524,"01:42:56,970","01:42:58,201","I will have you know,"
1525,"01:42:58,339","01:42:59,555","there is no one,"
1526,"01:42:59,556","01:43:00,622",in the nigger fight game
1527,"01:43:00,694","01:43:02,880",that appreciates the value of showmanship
1528,"01:43:02,882","01:43:04,946",more than Monsieur Calvin J. Candie here.
1529,"01:43:04,948","01:43:05,804",Nobody.
1530,"01:43:05,917","01:43:09,184",But one must not forget the most important thing in the nigger fight game.
1531,"01:43:09,351","01:43:11,923",And that is a nigger that can win fights.
1532,"01:43:12,896","01:43:17,109","Now that should be your first, second, third, fourth, and fifth concern."
1533,"01:43:17,276","01:43:19,356","Now, after you have that, and you know you have that,"
1534,"01:43:19,486","01:43:20,956","then you can start,"
1535,"01:43:20,957","01:43:22,694",to implement a grand design.
1536,"01:43:23,513","01:43:24,514","In other words,"
1537,"01:43:24,617","01:43:26,281",first thing is first.
1538,"01:43:26,326","01:43:27,786",First thing's first.
1539,"01:43:36,896","01:43:38,747",I see you two getting on.
1540,"01:43:39,742","01:43:40,791",Famously.
1541,"01:43:41,633","01:43:43,080","Oh, Monsieur Candie,"
1542,"01:43:43,081","01:43:44,654",you can't imagine what it's like
1543,"01:43:44,656","01:43:46,846","not to hear your native tongue,"
1544,"01:43:46,847","01:43:48,051",in four years.
1545,"01:43:48,083","01:43:50,353","Well, hell, I can't imagine two weeks in Boston."
1546,"01:43:52,516","01:43:53,926",Two weeks in Boston!
1547,"01:43:54,383","01:43:56,146","Monsieur Candie, you a mess!"
1548,"01:43:57,302","01:43:58,997",Two weeks in Boston!
1549,"01:43:59,276","01:44:02,525",I can't express the joy I felt
1550,"01:44:02,526","01:44:04,489",conversing in my mother tongue.
1551,"01:44:04,656","01:44:08,988",And Hilda is a charming conversation companion.
1552,"01:44:09,051","01:44:11,198","Well, be careful now, Dr. Schultz."
1553,"01:44:11,518","01:44:13,707",You might-a caught yourself a little dose of nigger love.
1554,"01:44:14,329","01:44:16,340","Nigger love's a powerful emotion, boy."
1555,"01:44:16,825","01:44:18,578",It's like a pool of black tar.
1556,"01:44:18,624","01:44:20,251","Once it catches your ass, you're caught."
1557,"01:44:20,388","01:44:21,947","Yes sir, you stuck."
1558,"01:44:23,292","01:44:24,573","I don't know, doctor."
1559,"01:44:25,090","01:44:27,342","You can lay on all the German sweet talk you want,"
1560,"01:44:27,408","01:44:28,267",but...
1561,"01:44:28,268","01:44:31,740",it looks like this pony's got big eyes for Django.
1562,"01:44:34,552","01:44:35,312","Well,"
1563,"01:44:35,699","01:44:36,987",naturally.
1564,"01:44:37,062","01:44:38,736","It is the soaring,"
1565,"01:44:38,737","01:44:40,690","eagle that attracts her attention,"
1566,"01:44:40,692","01:44:42,312",not the plucked chicken.
1567,"01:44:43,654","01:44:46,661","Dr. Schultz, don't be so down on yourself."
1568,"01:44:46,663","01:44:48,575",You are quite the dapper European gentleman.
1569,"01:44:48,590","01:44:49,608","You got to clean these dishes,"
1570,"01:44:49,618","01:44:51,900","you got to put your elbow in these dishes, you hear me?"
1571,"01:44:51,981","01:44:54,006","You know that nigger, don't you?"
1572,"01:44:55,204","01:44:56,325",Who? Who?
1573,"01:44:56,500","01:44:59,031","Don't who me, bitch. You know who I'm talking about."
1574,"01:45:01,463","01:45:02,594",At the table?
1575,"01:45:03,486","01:45:04,633",I don't know him.
1576,"01:45:05,052","01:45:06,430",You don't know him.
1577,"01:45:06,838","01:45:07,649",No.
1578,"01:45:08,011","01:45:09,038","No, what?"
1579,"01:45:09,749","01:45:10,665","No, sir."
1580,"01:45:15,780","01:45:17,611","You would not lie to me now, would you?"
1581,"01:45:22,384","01:45:23,263",Ok.
1582,"01:45:24,829","01:45:27,729",Yeah. If you say so.
1583,"01:45:34,204","01:45:35,921","Eskimo Joe's a quality nigger,"
1584,"01:45:36,492","01:45:37,518",no doubt about it.
1585,"01:45:39,275","01:45:40,375","But if it was my money,"
1586,"01:45:42,113","01:45:44,250","I would not pay no $12,000 for him."
1587,"01:45:44,504","01:45:46,259",What would your price be?
1588,"01:45:46,842","01:45:48,802","Well, if I was inclined to be generous,"
1589,"01:45:48,969","01:45:50,371","and I don't know why,"
1590,"01:45:50,497","01:45:52,276",I would be inclined to be generous...
1591,"01:45:53,390","01:45:54,641","9,000."
1592,"01:45:56,135","01:45:56,807",Maybe.
1593,"01:45:57,894","01:45:58,851","Dr. Schultz,"
1594,"01:45:59,960","01:46:01,921",let me reclarify how this whole
1595,"01:46:01,922","01:46:03,692",negotiation came about.
1596,"01:46:04,204","01:46:06,437","You see, it wasn't me who came to you to sell a nigger."
1597,"01:46:06,507","01:46:07,286",Sure wasn't.
1598,"01:46:07,289","01:46:09,309",It was you who approached me to buy one.
1599,"01:46:09,339","01:46:10,257",Sure was.
1600,"01:46:10,429","01:46:14,358","Now, that $9,000 figure Bright Boy's been bandying about, that ain't too far off from right."
1601,"01:46:14,365","01:46:16,283","And if I wanted to sell Eskimo Joe for that,"
1602,"01:46:16,285","01:46:18,623",I could do so any day of the week. Any day.
1603,"01:46:19,162","01:46:21,116","But, like you said in Greenville, doctor..."
1604,"01:46:21,740","01:46:23,100",I don't want to sell him.
1605,"01:46:23,920","01:46:24,993",It was only your...
1606,"01:46:25,601","01:46:28,409","ridiculous offer of $12,000"
1607,"01:46:28,411","01:46:30,330",that made me even consider it.
1608,"01:46:39,426","01:46:43,190","You know, Monsieur Candie, you do possess the power of persuasion."
1609,"01:46:47,420","01:46:49,980","Why not? Monsieur Candie, you have a deal."
1610,"01:46:49,982","01:46:52,259","Eskimo Joe, $12,000."
1611,"01:46:52,466","01:46:53,420","Hooray, doctor."
1612,"01:46:53,451","01:46:55,492",Hooray. And a wise decision that is.
1613,"01:46:55,743","01:46:58,956","However, that is a tremendous amount of money."
1614,"01:46:59,391","01:47:02,454","And the way you have your Mr. Moguy, I have a lawyer."
1615,"01:47:02,542","01:47:04,336",Persnickety man named Tuttle.
1616,"01:47:04,727","01:47:07,919",And I would need my Mr. Tuttle to draw up a legal contract
1617,"01:47:08,052","01:47:11,464",before I'd feel comfortable exchanging that amount of money for flesh.
1618,"01:47:12,135","01:47:14,124","Not to mention having Eskimo Joe examined,"
1619,"01:47:14,126","01:47:16,516",by a physician of my choosing. Naturally.
1620,"01:47:17,110","01:47:21,002","So, say I return in about..."
1621,"01:47:23,848","01:47:25,941",five days time. Five days?
1622,"01:47:26,108","01:47:27,475",With my Mr. Tuttle.
1623,"01:47:27,695","01:47:29,951","And then my Mr. Tuttle and your Mr. Moguy,"
1624,"01:47:29,953","01:47:32,199",can hash out the finer details between themselves.
1625,"01:47:33,732","01:47:35,365","I say splendid, doctor."
1626,"01:47:35,639","01:47:36,698",Splendid.
1627,"01:47:37,327","01:47:38,305",Gentlemen...
1628,"01:47:39,707","01:47:41,267",may I propose a toast.
1629,"01:47:43,974","01:47:45,627",To Eskimo Joe.
1630,"01:47:45,628","01:47:47,571",Or shall we call him.
1631,"01:47:47,945","01:47:49,216",The Black Hercules?
1632,"01:47:50,144","01:47:51,591",To The Black Hercules.
1633,"01:47:51,758","01:47:53,135",The Black Hercules.
1634,"01:47:53,301","01:47:54,719",To The Black Hercules.
1635,"01:47:54,886","01:47:56,319","You was right, doctor."
1636,"01:47:56,320","01:47:57,777",That name do have pan-ass.
1637,"01:48:00,775","01:48:01,489","Hilda,"
1638,"01:48:02,406","01:48:03,543",top my drink off.
1639,"01:48:06,815","01:48:07,780","So Hilda,"
1640,"01:48:08,498","01:48:10,925",how you like serving at the big table in The Big House?
1641,"01:48:12,135","01:48:14,562","When Monsieur Candie talk to you, you answers."
1642,"01:48:15,526","01:48:17,403","I like it a lot, Monsieur Candie."
1643,"01:48:18,536","01:48:22,476",It's a lot better than sizzling in that Hot Box or dragging your ass through a bramble bush.
1644,"01:48:22,908","01:48:26,220","But maybe it's not quite as much fun as getting to pleasure all them Mandingos,"
1645,"01:48:26,222","01:48:27,173","Sugar bear? Oh, Lord."
1646,"01:48:27,174","01:48:27,940",She like them niggers.
1647,"01:48:27,958","01:48:28,936",Sure do. Like Samson?
1648,"01:48:28,945","01:48:29,984","No, sir."
1649,"01:48:30,714","01:48:32,048","You know, Monsieur Candie,"
1650,"01:48:32,360","01:48:36,162","the doctor here might be interested in seeing Hilda's peeled back,"
1651,"01:48:36,208","01:48:39,183",seeing as how they don't have many niggers where he come from.
1652,"01:48:39,472","01:48:40,603","Dr. Schultz,"
1653,"01:48:40,738","01:48:42,365","when you was alone with Hilda, here,"
1654,"01:48:42,366","01:48:44,114",did you just speak German or...
1655,"01:48:44,115","01:48:45,411",did you get to take her clothes off?
1656,"01:48:45,478","01:48:46,830","No, we just talked and..."
1657,"01:48:47,053","01:48:49,078","Oh, so you haven't seen her back?"
1658,"01:48:49,587","01:48:51,684","I haven't... No, no, no, no."
1659,"01:48:51,692","01:48:53,599","Stephen's right, you might find this interesting."
1660,"01:48:53,841","01:48:56,908","Hilda, go on, take off your dress. Show Dr. Schultz your back here."
1661,"01:48:57,056","01:48:58,347",Go on. Calvin.
1662,"01:48:59,177","01:49:01,369",I just got her all dressed up and looking nice.
1663,"01:49:01,536","01:49:04,637","But, Lara Lee, Dr. Schultz is from Dusseldorf."
1664,"01:49:04,806","01:49:06,208",They don't got niggers there.
1665,"01:49:06,209","01:49:07,876",He is a man of medicine.
1666,"01:49:07,946","01:49:10,735","I'm sure it would fascinate him, the niggers' endurance for pain."
1667,"01:49:10,844","01:49:14,291","These niggers are tough, Dr. Schultz, no doubt about it."
1668,"01:49:14,377","01:49:16,850",Hilda's got something like four lashes on her back.
1669,"01:49:16,852","01:49:19,199","Lara Lee just get one, she'd lose her goddamn mind."
1670,"01:49:19,201","01:49:20,331","Sure would. Look at that, doctor."
1671,"01:49:20,333","01:49:22,042",It's like a painting. Look at that. Calvin!
1672,"01:49:23,073","01:49:25,946",We are eating. Ain't no one wanna look at her whipped up back.
1673,"01:49:28,407","01:49:30,190","Fine. Fine, fine, fine, fine."
1674,"01:49:30,743","01:49:32,078","After dinner, then, Stephen."
1675,"01:49:32,227","01:49:33,104",After dinner.
1676,"01:49:34,463","01:49:35,744","During the brandies, gentlemen?"
1677,"01:49:42,410","01:49:43,954","Cora, come get this girl!"
1678,"01:49:47,415","01:49:48,446",She a mess.
1679,"01:49:48,879","01:49:49,802","Yes, ma'am."
1680,"01:49:50,794","01:49:52,350",Why are you all undone?
1681,"01:49:52,351","01:49:53,345",I just got you done up.
1682,"01:49:53,347","01:49:54,552",Come on in here.
1683,"01:50:01,263","01:50:03,442","Baby, you on Stephen bad side,"
1684,"01:50:03,443","01:50:05,280",and you need to be on his blind side.
1685,"01:50:05,396","01:50:07,231",You say you ain't know him.
1686,"01:50:09,562","01:50:10,618","I said,"
1687,"01:50:11,526","01:50:14,682",you said you ain't know him.
1688,"01:50:16,319","01:50:17,300",I don't.
1689,"01:50:18,453","01:50:19,510","Yes, you do."
1690,"01:50:22,186","01:50:23,306",Mr. Stephen...
1691,"01:50:24,721","01:50:25,495",I don't.
1692,"01:50:26,060","01:50:27,833",Why is you lying to me?
1693,"01:50:30,542","01:50:31,530",I ain't.
1694,"01:50:32,562","01:50:33,794",Then why is you crying?
1695,"01:50:35,202","01:50:36,615",You scaring me.
1696,"01:50:37,048","01:50:38,439",Why is I'm scaring you?
1697,"01:50:39,542","01:50:40,760",Because you scary.
1698,"01:50:42,637","01:50:45,724",To speak German this afternoon with Hilda
1699,"01:50:45,890","01:50:48,453",was positively soul-enriching.
1700,"01:50:49,185","01:50:51,238","Doctor, that warms my heart to hear that."
1701,"01:50:52,450","01:50:54,602",You stay right here.
1702,"01:51:00,405","01:51:02,418","You indicated earlier,"
1703,"01:51:02,928","01:51:05,127",you'd be willing to part with Hilda.
1704,"01:51:05,404","01:51:07,757","Why, yes. Yessiree bob, I did."
1705,"01:51:10,079","01:51:11,342","In that case,"
1706,"01:51:11,944","01:51:13,369",allow me...
1707,"01:51:13,973","01:51:15,785",to propose another proposition.
1708,"01:51:16,320","01:51:17,220",I'm all ears.
1709,"01:51:17,455","01:51:19,165","Hurry up, goddamn it!"
1710,"01:51:20,110","01:51:21,490",Monsieur Candie... Stephen!
1711,"01:51:22,716","01:51:24,633",You just interrupted Dr. Schultz here.
1712,"01:51:26,139","01:51:28,379","I'm sorry, Dr. Schultz."
1713,"01:51:28,736","01:51:31,144",My ears ain't worth a damn these days.
1714,"01:51:31,311","01:51:32,437",Excuse him.
1715,"01:51:32,604","01:51:35,425","Monsieur Candie, could I get a word with you in the kitchen?"
1716,"01:51:36,734","01:51:38,443",You mean get up out of my chair?
1717,"01:51:38,819","01:51:40,691",If'n you could manage it.
1718,"01:51:40,974","01:51:41,703",Why?
1719,"01:51:42,344","01:51:44,055",It's about dessert.
1720,"01:51:44,056","01:51:45,367",What about dessert?
1721,"01:51:46,184","01:51:48,599",I'd rather discuss that in private.
1722,"01:51:48,912","01:51:50,711",We're having white cake!
1723,"01:51:51,234","01:51:53,446",What sort of melodrama could be brewing back there?
1724,"01:51:53,893","01:51:57,595","You right, Monsieur Candie. You right. I'll handle it myself."
1725,"01:51:57,962","01:51:59,756",Meet me in the library.
1726,"01:51:59,923","01:52:03,278",I just can't understand why you won't come talk to these niggers.
1727,"01:52:03,286","01:52:05,166","Shit get fucked up around here, you blame me."
1728,"01:52:05,385","01:52:07,311","Fine! Fine. Friend Stephen, I..."
1729,"01:52:08,311","01:52:09,988",I will be along momentarily.
1730,"01:52:10,392","01:52:11,296",Yes sir.
1731,"01:52:12,586","01:52:13,403","Well,"
1732,"01:52:14,439","01:52:15,427","gentlemen,"
1733,"01:52:15,835","01:52:18,402","as you can see talented as they are, no doubt, in the kitchen,"
1734,"01:52:18,436","01:52:19,506","from time to time,"
1735,"01:52:20,163","01:52:22,177",adult supervision is required.
1736,"01:52:24,864","01:52:26,431",If you'll excuse me a moment.
1737,"01:52:32,831","01:52:34,624",You may clear the dinner service.
1738,"01:52:36,165","01:52:37,666",You heard him. Go on! Get.
1739,"01:52:39,040","01:52:39,993","Hurry up, girl."
1740,"01:52:40,031","01:52:41,047","So, Dr. Schultz,"
1741,"01:52:42,031","01:52:44,574",why don't you regale us with a tale of the circus.
1742,"01:52:45,564","01:52:47,008",The circus?
1743,"01:52:54,469","01:52:55,772",What is the matter?
1744,"01:53:01,628","01:53:06,129",Them motherfuckers ain't here to buy no Mandingos.
1745,"01:53:06,886","01:53:08,205",They wants that girl.
1746,"01:53:10,530","01:53:11,358","Stephen,"
1747,"01:53:11,529","01:53:12,841",what the hell are you talking about?
1748,"01:53:13,412","01:53:15,200",They playing your ass for a fool
1749,"01:53:15,201","01:53:16,582",is what I'm talking about.
1750,"01:53:16,970","01:53:18,137","They ain't here,"
1751,"01:53:18,813","01:53:20,295",for no musclebound Jimmie.
1752,"01:53:21,123","01:53:22,415",They here for that girl.
1753,"01:53:22,797","01:53:24,354",Wh... What girl?
1754,"01:53:24,356","01:53:25,425",Wha... Hilda?
1755,"01:53:25,592","01:53:26,685","Yeah, Hilda."
1756,"01:53:26,849","01:53:27,784","Her and Django,"
1757,"01:53:28,142","01:53:29,404",them niggers know each other.
1758,"01:53:31,157","01:53:33,075",He just bought Eskimo Joe.
1759,"01:53:33,077","01:53:34,231",Did he give you any money?
1760,"01:53:34,232","01:53:35,302",No! Not yet. But...
1761,"01:53:35,304","01:53:36,823",Then he ain't bought diddly.
1762,"01:53:36,824","01:53:37,765","Not yet, no how."
1763,"01:53:38,134","01:53:40,106",But he's just about to buy...
1764,"01:53:40,492","01:53:43,094",who he come here to buy when I interrupted him.
