number_of_dialog,start_time,end_time,dialog
831,"00:36:18,008","00:36:19,301",What a fucking idiot.
832,"00:36:19,551","00:36:22,846",The one thing I know about in this world is airlines.
833,"00:36:23,180","00:36:26,308",And Cuchon Airlines is the future of airlines.
834,"00:36:26,433","00:36:27,517",Get in now or...
835,"00:36:27,726","00:36:29,353",- I'm Nicky Koskoff... - Chester Ming...
836,"00:36:29,436","00:36:31,938",and I'm a Senior Vice President with Stratton Oakmont.
837,"00:36:32,689","00:36:36,151","Judy, I am so, so, so sorry for your loss."
838,"00:36:36,610","00:36:37,694",When did he pass?
839,"00:36:37,778","00:36:38,779","Just say I'm wrong, right."
840,"00:36:38,862","00:36:39,905",And the stock goes down a couple points...
841,"00:36:39,988","00:36:41,490","and it makes you, in the words of my grandfather,"
842,"00:36:41,573","00:36:44,368","God rest his soul, ""A shit ton of money."""
843,"00:36:44,451","00:36:45,577",It's like getting in on fucking sunlight
844,"00:36:45,660","00:36:47,287",before there was fucking sunlight. You understand?
845,"00:36:47,454","00:36:49,122","<i>Can we do 8,000 shares?</i>"
846,"00:36:49,206","00:36:50,665","<i>Okay, 25,000.</i>"
847,"00:36:52,542","00:36:53,794",That's a very intelligent decision.
848,"00:36:53,877","00:36:55,504",I'm gonna transfer you to my sales associate.
849,"00:36:56,421","00:36:57,464",Rhonda!
850,"00:36:58,173","00:36:59,466",- Rhonda! - Put you through to Andrea.
851,"00:36:59,549","00:37:01,176",Has anybody fucking seen Rhonda?
852,"00:37:07,724","00:37:09,059",<i>Everybody have a good week?</i>
853,"00:37:09,142","00:37:10,185",Yeah!
854,"00:37:11,561","00:37:12,687",<i>The end of the month.</i>
855,"00:37:12,813","00:37:16,191","<i>$28.7 million in gross commissions,</i>"
856,"00:37:16,274","00:37:19,569","<i>all from pink sheet stock, boys!</i>"
857,"00:37:20,904","00:37:23,907","<i>And to celebrate with our weekly act of debauchery,</i>"
858,"00:37:23,990","00:37:25,742","<i>I have offered our lovely sales assistant,</i>"
859,"00:37:25,826","00:37:27,744","<i>Danielle Harrison, here,</i>"
860,"00:37:27,828","00:37:31,581","<i>$10,000 to shave her fucking head!</i>"
861,"00:37:32,249","00:37:33,375",Yeah!
862,"00:37:34,709","00:37:36,336","Yeah, you want this?"
863,"00:37:36,503","00:37:37,504",You want this?
864,"00:37:37,671","00:37:40,006",<i>Let's scalp her! Scalp her!</i>
865,"00:37:40,215","00:37:42,426",Let the scalping begin!
866,"00:37:46,179","00:37:47,472",Scalp! Scalp! Scalp!
867,"00:37:49,433","00:37:54,688","<i>FYI, boys, Danielle has promised to use this $10,000 for breast implants!</i>"
868,"00:37:54,771","00:37:58,191","<i>She's already got C cups, but now she wants fucking double D's!</i>"
869,"00:37:58,358","00:38:01,027",<i>Is this a great fucking company or what?</i>
870,"00:38:03,363","00:38:06,241",<i>Is this the greatest company in the world?</i>
871,"00:38:09,369","00:38:10,662",<i>Donnie!</i>
872,"00:38:10,829","00:38:14,207",<i>Blow the roof off this motherfucker!</i>
873,"00:38:43,028","00:38:44,446",Champagne?
874,"00:38:48,408","00:38:50,827",<i>Send in the stripees!</i>
875,"00:39:25,237","00:39:26,279",Mine!
876,"00:39:41,336","00:39:44,965",<i>Word about us spread throughout Wall Street.</i>
877,"00:39:45,048","00:39:47,342",<i>Even the places I didn't want it to.</i>
878,"00:39:56,560","00:39:59,020","<i>It wasn't long before</i> Forbes <i>magazine,</i>"
879,"00:39:59,104","00:40:01,898","<i>the flagship of Wall Street, called to do a profile on me.</i>"
880,"00:40:01,982","00:40:05,277","Let me ask you, how do you see the future for Stratton Oakmont?"
881,"00:40:05,360","00:40:06,528",One word?
882,"00:40:08,863","00:40:10,740",Diversification.
883,"00:40:10,824","00:40:12,117",Sounds good. Thank you so much. I have more than enough.
884,"00:40:12,200","00:40:13,201",- I appreciate your time. - Fantastic.
885,"00:40:13,285","00:40:14,286",Can we get a quick picture?
886,"00:40:15,829","00:40:18,873",<i>A total fucking hatchet job.</i>
887,"00:40:18,957","00:40:21,126",<i>This conniving little twat! Look at this!</i>
888,"00:40:21,626","00:40:24,379","""The Wolf of Wall Street"" they call me. Look."
889,"00:40:24,462","00:40:25,422",Your hair looks good.
890,"00:40:25,505","00:40:26,923","- Well, my hair looks good. - Yeah."
891,"00:40:28,133","00:40:31,136","""Jordan Belfort, sounding like a kind of twisted Robin Hood"""
892,"00:40:31,219","00:40:33,847","""who takes from the rich and gives to himself"""
893,"00:40:33,972","00:40:35,724","""and his merry little band of brokers."""
894,"00:40:35,807","00:40:37,642",- Read that. Read it. - Listen.
895,"00:40:37,726","00:40:41,104","There is no such thing as bad publicity, sweetheart."
896,"00:40:41,187","00:40:42,689","Read the article, babe."
897,"00:40:42,856","00:40:45,233","Jordan, you look great! You're in a huge magazine."
898,"00:40:45,358","00:40:46,901",Big fucking deal I look great.
899,"00:40:48,153","00:40:49,529","Mr. Belfort! Can you look at my resume, please?"
900,"00:40:49,613","00:40:51,531","Excuse me, excuse me, sir!"
901,"00:40:53,908","00:40:55,410",Calm the fuck down!
902,"00:40:55,994","00:40:57,287",What the hell's all this?
903,"00:40:57,495","00:41:00,206",It's the <i>Forbes</i> article. They all want to work for you now.
904,"00:41:00,373","00:41:01,458",Hey! What did I say?
905,"00:41:01,541","00:41:02,709",I'm just trying to be nice.
906,"00:41:03,043","00:41:05,629","Hey, you want a job, you talk to me!"
907,"00:41:06,004","00:41:07,005",- Mr. Belfort! - Give me one minute.
908,"00:41:07,172","00:41:09,716",Forbes <i>made me a superstar.</i>
909,"00:41:10,925","00:41:15,764","<i>Every day, dozens of money-crazed kids beat a path to my door.</i>"
910,"00:41:16,640","00:41:19,768","<i>If we hired 'em, they dropped straight out of college overnight</i>"
911,"00:41:19,851","00:41:23,980",<i>and spent whatever allowance they had on a new suit from our Stratton tailor.</i>
912,"00:41:24,064","00:41:25,607",Are you fucking serious right now?
913,"00:41:26,107","00:41:29,778","<i>I mean, we were literally putting clothes on these kids' backs.</i>"
914,"00:41:29,903","00:41:32,864",<i>And here comes this jerk-off sniffing around.</i>
915,"00:41:33,073","00:41:36,117","<i>But, you know, every time someone rises up in this world,</i>"
916,"00:41:36,201","00:41:39,579",<i>there's always gonna be some asshole trying to drag him down.</i>
917,"00:41:40,955","00:41:44,918","<i>Within months, we doubled in size, moved to even bigger offices.</i>"
918,"00:41:52,342","00:41:53,593",<i>It was a madhouse.</i>
919,"00:41:54,094","00:41:55,261","<i>A greed-fest,</i>"
920,"00:41:55,345","00:41:59,265","<i>with equal parts cocaine, testosterone, and body fluids.</i>"
921,"00:41:59,683","00:42:00,809",Yes!
922,"00:42:01,685","00:42:05,438","<i>It got so bad, I had to declare the office a fuck-free zone</i>"
923,"00:42:05,522","00:42:07,440",<i>between the hours of 9:00 and 7:00.</i>
924,"00:42:07,524","00:42:10,193","<i>But I'm telling you, even that didn't help.</i>"
925,"00:42:10,276","00:42:13,321","<i>Actually, the madness started on our very first day,</i>"
926,"00:42:13,405","00:42:14,864","<i>when one of our brokers, Ben Jenner,</i>"
927,"00:42:14,948","00:42:17,075",<i>christened the elevator by getting a blowjob</i>
928,"00:42:17,158","00:42:18,702",<i>from a sales assistant.</i>
929,"00:42:18,785","00:42:20,662","<i>Her name was Pam, and to her credit,</i>"
930,"00:42:20,745","00:42:25,792","<i>she did have this amazing technique, with this wild twist and jerk motion.</i>"
931,"00:42:25,959","00:42:27,293","<i>About a month later,</i>"
932,"00:42:27,377","00:42:29,295",<i>Donnie and I decided to double-team her</i>
933,"00:42:29,379","00:42:30,547",<i>on a Saturday afternoon</i>
934,"00:42:30,630","00:42:33,383",<i>while our wives were out shopping for Christmas dresses.</i>
935,"00:42:33,758","00:42:35,051","<i>Eventually, Ben married her,</i>"
936,"00:42:35,135","00:42:37,595",<i>which was pretty amazing considering she blew</i>
937,"00:42:37,679","00:42:39,973",<i>every single guy in the office.</i>
938,"00:42:40,223","00:42:43,309",<i>Then he got depressed and killed himself three years later.</i>
939,"00:42:43,560","00:42:47,856","<i>Anyway, I hired my dad, Max, to maintain order as the Enforcer.</i>"
940,"00:42:47,939","00:42:49,607",<i>Stratton's very own Gestapo.</i>
941,"00:42:51,484","00:42:54,487","<i>We called him Mad Max because of his hair-trigger temper,</i>"
942,"00:42:54,571","00:42:58,491",<i>which could be set off by something as innocuous as a ringing telephone.</i>
943,"00:42:59,659","00:43:02,287",Who the fuck has the goddamn gall
944,"00:43:02,370","00:43:04,998",to call this house on a Tuesday night?
945,"00:43:05,248","00:43:07,250",God damn it!
946,"00:43:07,333","00:43:08,376",You're gonna miss it!
947,"00:43:08,460","00:43:10,295","Please, tell me something I don't know."
948,"00:43:10,378","00:43:13,131",I wait all week for the fucking <i>Equalizer</i>
949,"00:43:13,214","00:43:15,508",and they have to fucking... Hello.
950,"00:43:15,592","00:43:17,302",<i>But as soon as he picked up the phone...</i>
951,"00:43:17,385","00:43:18,678","Gene. How are you, Gene?"
952,"00:43:18,803","00:43:20,722",<i>He'd affect this weird British accent.</i>
953,"00:43:20,805","00:43:23,016","Right-o, Gene, that'd be great."
954,"00:43:23,141","00:43:24,309",Cheerio.
955,"00:43:24,392","00:43:25,435",<i>It was absolutely bizarre.</i>
956,"00:43:25,518","00:43:27,061",The fucking halfwit!
957,"00:43:27,145","00:43:28,188",<i>- He'd hang up...</i> - You missed it!
958,"00:43:28,271","00:43:30,523",<i>And then he's Mad Max all over again.</i>
959,"00:43:30,648","00:43:31,649",Damn it!
960,"00:43:31,775","00:43:33,943","All right, tell me what happened. What happened?"
961,"00:43:34,110","00:43:36,154","Well, he discovered it was the mother's sister."
962,"00:43:36,237","00:43:37,655",Who's he? Who? Tell me who...
963,"00:43:37,739","00:43:39,324",The main guy. You know who the main...
964,"00:43:39,407","00:43:40,492",The main guy...
965,"00:43:40,575","00:43:42,911",It was his mother's sister. She showed up dead.
966,"00:43:44,370","00:43:45,955","<i>Of course, Mad Max didn't have to know</i>"
967,"00:43:46,039","00:43:47,707",<i>everything we were doing at Stratton.</i>
968,"00:43:47,916","00:43:49,834",And then there's a big target and we...
969,"00:43:50,043","00:43:51,878",They get launched at the target. They stick.
970,"00:43:52,003","00:43:54,088",<i>There's a bull's-eye and the bull's-eye's a dollar sign.</i>
971,"00:43:54,172","00:43:55,256",<i>Whoever gets closer to the dollar sign</i>
972,"00:43:55,340","00:43:56,299",gets the most points.
973,"00:43:56,382","00:43:58,593",I'm gonna throw the shit out of this little fucking thing.
974,"00:43:58,676","00:44:00,595","So if it gets hurt, what happens?"
975,"00:44:00,678","00:44:01,971",'Cause we're gonna get fucking nuts.
976,"00:44:02,055","00:44:03,306",I don't think he's gonna get hurt. They're like...
977,"00:44:03,389","00:44:05,141",They got like superhuman strength.
978,"00:44:05,225","00:44:06,434",I think he's gonna be fine.
979,"00:44:06,518","00:44:08,478",You can't look him right in the eyes.
980,"00:44:08,561","00:44:09,687",You can't look him in the eye?
981,"00:44:09,771","00:44:11,439",That's a fact. I saw it on PBS.
982,"00:44:11,606","00:44:13,399",They get confused and their wires get crossed.
983,"00:44:13,483","00:44:15,026",You gotta look at their chin.
984,"00:44:15,109","00:44:16,152",Like it looks like I'm looking at you
985,"00:44:16,236","00:44:17,237",but I'm looking at your chin.
986,"00:44:17,320","00:44:19,489","I feel like you're addressing me right now, but you're not, are you?"
987,"00:44:19,572","00:44:21,449","They're like the <i>Mona Lisa.</i> They find eye contact,"
988,"00:44:21,533","00:44:23,076","like, wherever you are standing in the room."
989,"00:44:23,243","00:44:24,369",And they lock in.
990,"00:44:24,577","00:44:27,080","No, but there is a limit to what we can do with them?"
991,"00:44:27,163","00:44:28,289",We're allowed to throw shit at 'em.
992,"00:44:28,414","00:44:29,791",We're allowed to throw food? Bananas.
993,"00:44:29,916","00:44:31,334",Any food. Correct.
994,"00:44:31,417","00:44:32,460","But, for example, what I wouldn't do is"
995,"00:44:32,544","00:44:34,295",maybe like tell him to pull his cock out
996,"00:44:34,379","00:44:36,089","and like get some of the girls to, you know,"
997,"00:44:36,214","00:44:37,257",fondle him and shit like that.
998,"00:44:37,340","00:44:38,341",That would be... That's unacceptable?
999,"00:44:38,424","00:44:39,425",Let's keep that in our back pocket.
1000,"00:44:39,509","00:44:41,511",This guy is more about throwing at the dartboard.
1001,"00:44:41,594","00:44:42,595","Correct. Yes, yes, yes."
1002,"00:44:42,720","00:44:44,055","The thing is, this is their gift, okay."
1003,"00:44:44,138","00:44:46,182",They're built to be thrown like a lawn dart.
1004,"00:44:46,266","00:44:47,475",They're top heavy like a lawn dart.
1005,"00:44:47,559","00:44:48,560",So they're built for accuracy.
1006,"00:44:48,643","00:44:50,603","Oh, my God. Can we bowl with this guy?"
1007,"00:44:50,770","00:44:51,771","That's his fucking brother, Rob."
1008,"00:44:51,855","00:44:53,189",His brother's the bowling ball.
1009,"00:44:53,273","00:44:54,983","The brother, you put a skateboard on him,"
1010,"00:44:55,066","00:44:56,359","you strap him to a skateboard,"
1011,"00:44:56,442","00:44:57,819",you toss him down an alley at some pins.
1012,"00:44:57,902","00:44:59,529",- No shit. That's interesting. - Swear to fucking God.
1013,"00:44:59,612","00:45:01,614","- Can we get that guy? - Yeah, we'll get that guy, too."
1014,"00:45:01,698","00:45:03,783",But it says here this guy will show his cock. Yeah.
1015,"00:45:03,867","00:45:05,118",- Instead of growing up. Yeah. - He will?
1016,"00:45:05,201","00:45:06,494","They are very ornery by the way,"
1017,"00:45:06,578","00:45:07,954",so you gotta be very careful with these little guys.
1018,"00:45:08,037","00:45:09,080",Safety first.
1019,"00:45:09,163","00:45:10,248","Safety is first, all right?"
1020,"00:45:10,331","00:45:12,208",I want somebody with a fucking tranquilizer gun
1021,"00:45:12,292","00:45:13,918",ready to knock this fucker out.
1022,"00:45:14,002","00:45:16,170",- Do we want to get like a... - Mace. Taser guns.
1023,"00:45:16,254","00:45:17,255",A pellet gun maybe?
1024,"00:45:17,338","00:45:18,464","No, a pellet gun is gonna hurt him."
1025,"00:45:18,548","00:45:19,883",I just want him out. Knocked out cold.
1026,"00:45:20,049","00:45:22,552",But I say we stick with the loophole. Right? Okay?
1027,"00:45:22,802","00:45:24,554","If we don't consider him a human,"
1028,"00:45:24,637","00:45:26,764","we just consider it an act, I think we're in the clear."
1029,"00:45:26,848","00:45:27,891",Like The Flying Wallendas.
1030,"00:45:27,974","00:45:29,934","You know, a lot of those guys died but they never sued anybody."
1031,"00:45:30,018","00:45:31,769",The important thing you guys gotta keep in mind
1032,"00:45:31,853","00:45:33,688",is that these things gossip.
1033,"00:45:33,813","00:45:35,398",They get together and they gossip.
1034,"00:45:35,481","00:45:36,858",- That's a good point. - And the last thing
1035,"00:45:36,941","00:45:39,110","that we need is them getting together and saying,"
1036,"00:45:39,193","00:45:40,778","""Oh, they made fun of us."""
1037,"00:45:40,862","00:45:42,447","Like, it's gonna make Stratton look bad."
1038,"00:45:42,530","00:45:44,616",That's why I love you. You think of shit like that.
1039,"00:45:44,699","00:45:47,702","When they come in, we treat it just like one of us. Okay?"
1040,"00:45:47,952","00:45:51,080","One of us. Gooble gobble, one of us."
1041,"00:45:51,205","00:45:52,749","We accept them, one of us!"
1042,"00:45:52,916","00:45:54,542","Gooble gobble, one of us."
1043,"00:45:54,667","00:45:55,960","We accept them, one of us."
1044,"00:45:56,044","00:45:57,086","Gooble gobble, one of us!"
1045,"00:45:57,170","00:45:58,463",Jordan! Your dad's coming.
1046,"00:45:58,546","00:46:00,006",Something about the American Express bill.
1047,"00:46:00,173","00:46:01,257",Can you get him out of here?
1048,"00:46:01,382","00:46:02,508",Yeah. Lick my twat.
1049,"00:46:02,675","00:46:03,843","No, I'm serious!"
1050,"00:46:04,552","00:46:06,262","Fuck. Guys, act like we're working."
1051,"00:46:06,346","00:46:07,805",You got any fucking stock forms?
1052,"00:46:08,264","00:46:09,432","He's coming, he's coming."
1053,"00:46:09,515","00:46:10,683",Make some shit up.
1054,"00:46:11,225","00:46:12,769",I think if we short Pfizer...
1055,"00:46:13,227","00:46:17,774","$430,000 in one month, Jordy, huh?"
1056,"00:46:18,024","00:46:23,196","Four hundred and fucking 30,000 fucking dollars in one fucking month!"
1057,"00:46:23,279","00:46:25,448",Good morning. They're business expenses. Relax.
1058,"00:46:25,531","00:46:26,741",- Business expenses? - Yes.
1059,"00:46:26,824","00:46:28,242","- Jordy, look what you got here. - What?"
1060,"00:46:28,326","00:46:32,205","Look at this. $26,000 for one fucking dinner!"
1061,"00:46:32,372","00:46:33,998","Okay. No, no. This could be explained."
1062,"00:46:34,290","00:46:36,501","Dad, we had clients. The Pfizer clients."
1063,"00:46:36,793","00:46:38,461",Right. The porterhouse from Argentina.
1064,"00:46:38,544","00:46:40,797",Expensive champagne and... We had to buy champagne.
1065,"00:46:40,880","00:46:42,382",And you ordered all the fucking sides.
1066,"00:46:42,465","00:46:44,425","- Tell him about the sides. - I ordered sides, so..."
1067,"00:46:44,509","00:46:47,971","Sides? $26,000 worth of sides?"
1068,"00:46:48,388","00:46:50,390",What are these sides? They cure cancer?
1069,"00:46:50,556","00:46:52,350",The sides did cure cancer. That's the problem.
1070,"00:46:52,433","00:46:53,851",That's why they were expensive.
1071,"00:46:54,268","00:46:55,853",- Shut the fuck up. - I'm serious.
1072,"00:46:56,020","00:46:57,939",- Stop. - And EJ Entertainment?
1073,"00:46:58,022","00:46:59,816",What the fuck is EJ Entertainment?
1074,"00:47:01,025","00:47:02,652","Well, that's..."
1075,"00:47:02,735","00:47:03,820","Yeah, Jordy, what's EJ Entertainment?"
1076,"00:47:03,903","00:47:04,988",How do I describe this?
1077,"00:47:05,071","00:47:06,072","Jord, what is that?"
1078,"00:47:06,155","00:47:08,241","- It's a fucking prostitution ring, Jordy! - I know."
1079,"00:47:08,366","00:47:10,410",- That's what it is! - That is what it is.
1080,"00:47:10,535","00:47:12,495",Isn't that the perfect description for it?
1081,"00:47:12,578","00:47:15,164",That is what it is. But none of these were charged to me.
1082,"00:47:15,248","00:47:16,582",This is all of them.
1083,"00:47:16,708","00:47:18,459","- Oh, that was all us? - It wasn't me though."
1084,"00:47:18,543","00:47:20,378",Fucking explain this shit to him!
1085,"00:47:20,545","00:47:23,423",These are all of your fucking charges right here!
1086,"00:47:23,548","00:47:25,675","The IRS, they allow for T&A. It's fine."
1087,"00:47:25,758","00:47:26,926",T&E!
1088,"00:47:27,010","00:47:28,094",T&E!
1089,"00:47:28,177","00:47:29,220",Yeah. I said T&E.
1090,"00:47:29,303","00:47:30,596","- No, no. You said T&A. - No, I didn't."
1091,"00:47:30,680","00:47:31,681","Yeah, you did."
1092,"00:47:31,764","00:47:34,058",- When did I say that? - You said T&A. It's T&E.
1093,"00:47:34,142","00:47:35,435","I know you're upset about the dinner,"
1094,"00:47:35,518","00:47:39,814",and that makes sense because we did spend too much money. But I said T&E.
1095,"00:47:39,897","00:47:41,524",Don't tell me what you said. I heard what you said.
1096,"00:47:41,607","00:47:42,900",- Dad. He said T&A. - He did?
1097,"00:47:42,984","00:47:44,360","Absolutely, no question."
1098,"00:47:44,444","00:47:45,570",I'm trying to...
1099,"00:47:45,653","00:47:46,696",I'm getting this close!
1100,"00:47:46,779","00:47:47,989","- Dad, relax. - I'm getting this close."
1101,"00:47:48,072","00:47:50,533","That's what I'm saying. I want you to open up more, Max."
1102,"00:47:50,616","00:47:51,659",He's gonna fucking kill you.
1103,"00:47:51,743","00:47:53,286",Why do you hold it in? Why do you...
1104,"00:47:53,453","00:47:55,079","Max, why do you hold it in?"
1105,"00:47:55,163","00:47:56,873",That's it. Get the fuck out of here!
1106,"00:47:56,998","00:47:59,292","- No, no, no! - Asshole, get out of here."
1107,"00:47:59,625","00:48:01,461",What kind of hooker takes credit cards?
1108,"00:48:01,544","00:48:02,587",A rich one.
1109,"00:48:02,670","00:48:05,006","<i>At Stratton, there were three kinds of hookers.</i>"
1110,"00:48:05,089","00:48:07,383","<i>The Blue Chips, top of the line, model material.</i>"
1111,"00:48:07,467","00:48:08,968",<i>They cost between $300 and $500</i>
1112,"00:48:09,052","00:48:11,846","<i>and you had to wear a condom unless you gave them a hefty tip,</i>"
1113,"00:48:11,929","00:48:13,806","<i>which, of course, I always did.</i>"
1114,"00:48:13,973","00:48:17,518","<i>Then came the NASDAQs, who were pretty, not great.</i>"
1115,"00:48:17,602","00:48:19,937",<i>They cost between 200 and 300 bucks.</i>
1116,"00:48:20,021","00:48:22,482","<i>Finally, there were the Pink Sheets. Skanks.</i>"
1117,"00:48:22,607","00:48:25,485","<i>They cost about 100 or less. If you didn't wear a condom,</i>"
1118,"00:48:25,568","00:48:26,819",<i>you'd have to get a penicillin shot</i>
1119,"00:48:26,903","00:48:29,280",<i>the next day and pray your dick didn't fall off.</i>
1120,"00:48:29,363","00:48:31,199","<i>Not that we didn't fuck them, too.</i>"
1121,"00:48:31,491","00:48:33,117","<i>Believe me, we did.</i>"
1122,"00:48:33,951","00:48:35,995",It's that slipped disc thing again.
1123,"00:48:36,788","00:48:38,498","I know what it is. You know, too much..."
1124,"00:48:38,915","00:48:40,333",with EJ Entertainment.
1125,"00:48:40,416","00:48:41,417",Pops.
1126,"00:48:41,501","00:48:42,835",How are things at home?
1127,"00:48:43,002","00:48:44,504","Well, not the best."
1128,"00:48:44,879","00:48:47,131",She just doesn't... You know what I'm saying?
1129,"00:48:47,590","00:48:48,716",It's like the smell...
1130,"00:48:48,800","00:48:50,384","There's a smell, there's an attraction thing."
1131,"00:48:50,510","00:48:53,054",After a while it kind of fades away a little bit.
1132,"00:48:53,137","00:48:54,806","Yeah, well. It's supposed to fade away."
1133,"00:48:54,889","00:48:56,808",- Supposed to? - That's marriage. You know...
1134,"00:48:56,933","00:48:59,519","Your mother and I, we've been married a long, long time."
1135,"00:48:59,644","00:49:00,770",What do you think? We're...
1136,"00:49:00,853","00:49:02,688",We're jumping into bed every two minutes?
1137,"00:49:02,855","00:49:04,148",- It doesn't work that way. - I love her to death.
1138,"00:49:04,398","00:49:06,400","I want to stay married, Dad, but..."
1139,"00:49:06,859","00:49:07,819",It's crazy out there.
1140,"00:49:07,902","00:49:09,403",Some of these girls... You should see them.
1141,"00:49:09,487","00:49:10,738","Oh, my God!"
1142,"00:49:11,364","00:49:12,448",They're fucking...
1143,"00:49:12,532","00:49:14,408","The things they're doing now, Pops."
1144,"00:49:14,534","00:49:16,828","I mean... I mean, it's on a whole other level."
1145,"00:49:16,953","00:49:18,496","- Really? - And they're all shaved, too."
1146,"00:49:18,621","00:49:20,039",- Get out of here! - All shaven.
1147,"00:49:20,206","00:49:21,541",- Are you kidding me? - Yeah.
1148,"00:49:21,624","00:49:23,835",- Bald as a china doll. - No bush?
1149,"00:49:24,001","00:49:25,920","- No bush. - Oh, my God!"
1150,"00:49:26,045","00:49:29,632","All of a sudden, one week, nobody had anything down there anymore."
1151,"00:49:29,715","00:49:30,800",It's a new world.
1152,"00:49:30,883","00:49:32,802",They're bald from the eyebrows down.
1153,"00:49:32,885","00:49:35,346",- Wow. - Nothing. Not a stitch. It's like lasers.
1154,"00:49:35,555","00:49:36,764",Wow. A new world.
1155,"00:49:37,390","00:49:39,892",I was born too... Too early.
1156,"00:49:40,101","00:49:42,186","I've never been a fan of the bush, to be honest."
1157,"00:49:42,478","00:49:43,604",- Really? - Yeah.
1158,"00:49:43,688","00:49:44,772",I don't mind it.
1159,"00:49:45,148","00:49:46,274",Dad.
1160,"00:49:46,816","00:49:48,734",I don't want you stressing out about any of this.
1161,"00:49:48,901","00:49:50,069",How can I not get stressed out?
1162,"00:49:50,153","00:49:51,529",Look at the knuckleheads you got working for you.
1163,"00:49:51,612","00:49:52,822",I know they're knuckleheads
1164,"00:49:52,905","00:49:55,116","but I need them to want to live like me, you get it?"
1165,"00:49:55,408","00:49:56,576",To live like me.
1166,"00:49:56,951","00:49:58,035",Jordy.
1167,"00:49:58,161","00:50:01,873","One of these days, the chickens are gonna come home to roost."
1168,"00:50:04,083","00:50:05,668",You're looking at me like I'm crazy.
1169,"00:50:06,085","00:50:09,130",Crazy? This is obscene.
1170,"00:50:09,463","00:50:10,756",<i>It was obscene.</i>
1171,"00:50:11,090","00:50:12,466",<i>In the normal world.</i>
1172,"00:50:12,800","00:50:14,969",<i>But who the fuck wanted to live there?</i>
1173,"00:50:15,928","00:50:18,806",<i>Go party your fucking cocks off!</i>
1174,"00:50:21,601","00:50:25,771",<i>We are about to become fucking legends</i>
1175,"00:50:25,897","00:50:27,732",<i>on Wall Street!</i>
1176,"00:50:28,232","00:50:32,320",<i>We got plans up here that's gonna take this company</i>
1177,"00:50:32,403","00:50:35,364",<i>into the fucking stratosphere!</i>
1178,"00:50:38,618","00:50:40,119",Wolfie! Wolfie!
1179,"00:50:44,207","00:50:45,917",Fuck Merrill Lynch. Fuck them.
1180,"00:50:46,083","00:50:48,544",Why should they be taking all our fucking money all the fucking time?
1181,"00:50:48,628","00:50:49,795",This way we become the underwriters.
1182,"00:50:49,879","00:50:51,422",<i>It was our next big move.</i>
1183,"00:50:51,505","00:50:55,092",<i>Finding companies to take public. IPOs.</i>
1184,"00:50:55,176","00:50:56,969",<i>It was the only way these Wall Street pricks</i>
1185,"00:50:57,053","00:51:00,765",<i>would ever stop thinking of us as some shitkicker bucket shop.</i>
1186,"00:51:00,848","00:51:02,058",We got Arncliffe International.
1187,"00:51:02,225","00:51:03,684","<i>See, we were a little different.</i>"
1188,"00:51:03,768","00:51:07,355",<i>We liked to get as fucked up as possible during our business powwows</i>
1189,"00:51:07,438","00:51:09,899","<i>in order to stimulate our free-flowing ideas,</i>"
1190,"00:51:09,982","00:51:12,985",<i>which is why we were popping these ludes like they were M&M's.</i>
1191,"00:51:13,694","00:51:15,154",Steve Madden.
1192,"00:51:16,656","00:51:17,823",We own the fucking companies...
1193,"00:51:18,532","00:51:19,700",We own the companies...
1194,"00:51:19,784","00:51:21,702",<i>Don't know what a lude is? I'll tell you.</i>
1195,"00:51:21,869","00:51:23,829","<i>Wait. Wait, wait, wait, wait.</i>"
1196,"00:51:23,996","00:51:28,668",<i>Looks like those ludes are working their magic on Donnie right now.</i>
1197,"00:52:01,909","00:52:03,452","<i>The Quaalude,</i>"
1198,"00:52:03,536","00:52:06,455","<i>or lude, as it is commonly referred to,</i>"
1199,"00:52:06,539","00:52:09,041",<i>was first synthesized in 1951</i>
1200,"00:52:09,125","00:52:11,794","<i>by an Indian doctor, that's dots, not feathers,</i>"
1201,"00:52:11,877","00:52:13,296","<i>as a sedative,</i>"
1202,"00:52:13,379","00:52:17,216",<i>and was prescribed to stressed-out housewives with sleep disorders.</i>
1203,"00:52:17,883","00:52:20,136",<i>But pretty soon someone figured out</i>
1204,"00:52:20,219","00:52:23,973","<i>that if you resisted the urge to sleep for just 15 minutes,</i>"
1205,"00:52:24,056","00:52:26,392",<i>you got a pretty kick-ass high from it.</i>
1206,"00:52:26,767","00:52:30,396","<i>Didn't take long for people to start abusing ludes, of course.</i>"
1207,"00:52:30,479","00:52:33,649","<i>And in 1982, the U.S. Government Schedule 1'd them.</i>"
1208,"00:52:33,858","00:52:35,901",<i>Along with the rest of the world.</i>
1209,"00:52:36,235","00:52:39,280",<i>Which meant there was only a finite amount of these things left.</i>
1210,"00:52:39,572","00:52:42,325","<i>No shit, you can't even buy 'em anymore.</i>"
1211,"00:52:42,742","00:52:44,910",<i>You people are all shit out of luck.</i>
1212,"00:52:45,077","00:52:46,495",What are you saying? What is it?
1213,"00:52:46,579","00:52:47,747",Steve Madden.
1214,"00:52:48,664","00:52:49,749",Steve Madden.
1215,"00:52:49,999","00:52:51,125",Steve.
1216,"00:52:51,250","00:52:52,376",Steve.
1217,"00:52:52,668","00:52:54,128",<i>You remember those ads?</i>
