number_of_dialog,start_time,end_time,dialog
1746,"01:17:37,902","01:17:39,737",- Welcome. - Steve here yet?
1747,"01:17:39,821","01:17:42,949",<i>This was the day that we launched the Steve Madden IPO.</i>
1748,"01:17:43,115","01:17:45,159","Troops are all here, everyone's all rallied, excited."
1749,"01:17:45,243","01:17:47,036",<i>Everything had to run tight.</i>
1750,"01:17:47,119","01:17:48,162",<i>It had to be perfect.</i>
1751,"01:17:48,246","01:17:50,414",What the fuck is that kid doing?
1752,"01:17:50,748","01:17:52,083",What's he doing?
1753,"01:17:52,792","01:17:54,669",The biggest IPO in this firm's history.
1754,"01:17:54,877","01:17:57,046",What the fuck is he doing?
1755,"01:17:58,089","01:18:00,049",Is he... Is he wearing a bow tie?
1756,"01:18:00,341","01:18:01,425",Hi.
1757,"01:18:02,593","01:18:03,678",How're you doing?
1758,"01:18:03,761","01:18:04,762",Good.
1759,"01:18:05,680","01:18:07,473",You cleaning the fish bowl?
1760,"01:18:08,558","01:18:10,643",I just... I had a minute and...
1761,"01:18:11,060","01:18:12,436",You had a minute.
1762,"01:18:12,728","01:18:15,064",And today you needed to clean the fish bowl? Today?
1763,"01:18:15,147","01:18:18,818",I had finished my paperwork and I had a couple of minutes.
1764,"01:18:18,985","01:18:20,778",Okay. Nice to meet you.
1765,"01:18:26,784","01:18:28,035",On new issue day?
1766,"01:18:29,704","01:18:32,290","On cocksucking, motherfucking new issue day?"
1767,"01:18:32,415","01:18:33,583",This is what you do?
1768,"01:18:34,125","01:18:36,544","Hey, everybody, listen up!"
1769,"01:18:37,169","01:18:39,797",This is what happens when you fuck with your pets on new issue day!
1770,"01:18:53,477","01:18:55,313","Take your little bow tie, get your shit,"
1771,"01:18:55,646","01:18:57,481",and get the fuck out of my office! You understand?
1772,"01:18:57,565","01:18:59,066",Get the fuck out!
1773,"01:19:02,737","01:19:04,238",Everybody on point!
1774,"01:19:04,322","01:19:07,241",We are here to make money. Everybody on point.
1775,"01:19:09,744","01:19:12,496","<i>A real wolf pit, which is exactly how I liked it.</i>"
1776,"01:19:12,580","01:19:15,207","Jordan, look what I caught in the lobby. I caught a genius."
1777,"01:19:15,333","01:19:16,751",<i>Enter Steve Madden.</i>
1778,"01:19:16,876","01:19:17,960",The great American cobbler.
1779,"01:19:18,044","01:19:20,421",<i>Red-hot ladies footwear impresario.</i>
1780,"01:19:20,963","01:19:24,091","<i>And thanks to Donnie, we were taking his company public.</i>"
1781,"01:19:24,175","01:19:27,887",<i>Stratton Oakmont was crawling out of the primordial ooze.</i>
1782,"01:19:28,179","01:19:29,972",<i>Pond scum no more.</i>
1783,"01:19:30,306","01:19:31,599",That's why they gotta see your face.
1784,"01:19:31,682","01:19:34,143",You get them fired up so they push the shit out of this stock. Okay?
1785,"01:19:34,226","01:19:36,812","<i>And not only that, Donnie and I secretly owned</i>"
1786,"01:19:36,896","01:19:39,190","<i>85% of Steve Madden Shoes,</i>"
1787,"01:19:39,774","01:19:41,776","<i>which legally speaking was a big no-no,</i>"
1788,"01:19:41,859","01:19:45,237",<i>but we'd get filthy fucking rich if our troops got behind it.</i>
1789,"01:19:45,571","01:19:47,823",<i>Our job was to get them worked up.</i>
1790,"01:19:47,990","01:19:49,700",<i>But not too worked up.</i>
1791,"01:19:51,118","01:19:52,495",Hello. If...
1792,"01:19:53,537","01:19:55,706",For those of you who don't know me...
1793,"01:19:55,998","01:19:57,041",My name's Steve Madden.
1794,"01:19:57,124","01:19:58,668","Yeah, we know who you are."
1795,"01:19:58,960","01:20:00,252",Your name is on the box.
1796,"01:20:00,461","01:20:02,004",Get the shoes. Show them the shoes.
1797,"01:20:02,088","01:20:03,673",- Show them the shoes. - Okay. Yeah.
1798,"01:20:03,965","01:20:06,968","Anyway, you know, this shoe is pretty cool."
1799,"01:20:07,051","01:20:09,887","This is the Mary Lou, which is really the shoe that put me on the map."
1800,"01:20:09,971","01:20:11,555","Without it, I wouldn't be here."
1801,"01:20:11,639","01:20:12,807",It's a fat girls' shoe!
1802,"01:20:12,890","01:20:14,850","Believe it or not... Believe it or not though,"
1803,"01:20:14,976","01:20:18,270","the Mary Lou is actually the same as the Mary Jane, but it's black leather."
1804,"01:20:22,984","01:20:24,610","Whoa, whoa, whoa!"
1805,"01:20:24,694","01:20:27,571",Fight back! Come on! Where you at? Where you at?
1806,"01:20:27,863","01:20:29,156",All right!
1807,"01:20:29,240","01:20:32,493",Let's give it up for Steve Madden and his awesome Mary Lou!
1808,"01:20:32,576","01:20:34,745",Hold that up. Hold that up. Hold that up proud!
1809,"01:20:35,079","01:20:37,289",Give him a round of applause!
1810,"01:20:38,499","01:20:40,626","You guys got that out of your systems, huh?"
1811,"01:20:41,585","01:20:43,587",You having a good afternoon or what?
1812,"01:20:44,130","01:20:47,174",I wanna take a moment and tell you why Steve here is so
1813,"01:20:47,258","01:20:49,552",absolutely off the fucking wall.
1814,"01:20:50,761","01:20:54,348",It's because this man is a creative genius.
1815,"01:20:54,932","01:20:58,436","This ability, this gift that Steve has,"
1816,"01:20:58,561","01:21:01,856",it goes beyond just spotting the hottest shoe trends.
1817,"01:21:01,939","01:21:05,693",Steve's power is that he creates trends.
1818,"01:21:06,027","01:21:07,445",You understand?
1819,"01:21:07,653","01:21:09,739",Artists like Steve come along once every decade.
1820,"01:21:09,822","01:21:13,242","I'm talking Giorgio Armani, Gianni Versace, Coco Chanel,"
1821,"01:21:13,325","01:21:14,952",Yves Saint Laurent.
1822,"01:21:15,411","01:21:17,038","Steve, come over here for a second."
1823,"01:21:17,288","01:21:19,290",I don't think you all realize
1824,"01:21:19,957","01:21:21,333",that Steve Madden
1825,"01:21:21,667","01:21:24,962","is the hottest person in the women's shoe industry,"
1826,"01:21:25,046","01:21:26,338",with orders going through the roof
1827,"01:21:26,422","01:21:29,759",at every department store in North America right now.
1828,"01:21:30,259","01:21:32,261",We have him here in our office!
1829,"01:21:33,304","01:21:36,098",We should thank our fucking lucky stars this man is here!
1830,"01:21:36,182","01:21:38,768","We should be on our hands and knees right now,"
1831,"01:21:38,851","01:21:40,936",getting ready to suck this guy off!
1832,"01:21:41,020","01:21:43,564",Like this! Okay?
1833,"01:21:43,814","01:21:45,441","I wanna suck you off, Steve!"
1834,"01:21:46,317","01:21:47,902",Everyone's gonna suck you off!
1835,"01:21:48,527","01:21:49,779",This is our golden ticket
1836,"01:21:49,987","01:21:52,281",to the fucking chocolate factory right here!
1837,"01:21:53,199","01:21:54,325",And I wanna meet
1838,"01:21:54,492","01:21:56,660","Willy fucking Wonka, okay?"
1839,"01:21:57,328","01:22:00,164",I wanna be with the fucking Oompa Loompas like this!
1840,"01:22:04,251","01:22:06,670","All right, get off this fucking stage! Get out of here."
1841,"01:22:07,213","01:22:09,548","All right, I want all of you to focus for a second."
1842,"01:22:10,091","01:22:12,093",See those little black boxes?
1843,"01:22:12,343","01:22:13,427",They're called telephones.
1844,"01:22:13,511","01:22:16,263",I'm gonna let you in on a little secret about these telephones.
1845,"01:22:16,347","01:22:18,933",They're not gonna dial themselves. Okay?
1846,"01:22:19,058","01:22:22,770","Without you, they're just worthless hunks of plastic."
1847,"01:22:23,395","01:22:26,982",Like a loaded M16 without a trained Marine to pull the trigger.
1848,"01:22:28,025","01:22:30,444","And in the case of the telephone,"
1849,"01:22:30,611","01:22:33,239","it's up to each and every one of you,"
1850,"01:22:34,740","01:22:36,826",my highly-trained Strattonites.
1851,"01:22:37,952","01:22:39,245",My killers!
1852,"01:22:39,995","01:22:43,290","My killers, who will not take no for an answer!"
1853,"01:22:44,208","01:22:45,751","My fucking warriors,"
1854,"01:22:46,210","01:22:48,212",who will not hang up the phone
1855,"01:22:48,295","01:22:51,298",until their client either buys
1856,"01:22:51,382","01:22:53,551",or fucking dies!
1857,"01:23:08,566","01:23:10,109",Let me tell you something.
1858,"01:23:10,192","01:23:13,195",There is no nobility in poverty.
1859,"01:23:13,654","01:23:16,657",I have been a rich man and I have been a poor man.
1860,"01:23:16,740","01:23:19,160",And I choose rich every fucking time.
1861,"01:23:20,411","01:23:23,080","Because at least as a rich man, when I have to face my problems,"
1862,"01:23:23,164","01:23:27,001","I show up in the back of a limo, wearing a $2,000 suit"
1863,"01:23:27,084","01:23:29,670","and a $40,000 gold fucking watch!"
1864,"01:23:33,924","01:23:35,009",Duke it out! Hit him!
1865,"01:23:35,092","01:23:36,510",Get the fuck off me!
1866,"01:23:37,970","01:23:42,141","And if anyone here thinks I'm superficial or materialistic,"
1867,"01:23:42,266","01:23:44,518","go get a job at fucking McDonald's,"
1868,"01:23:44,602","01:23:46,604",'cause that's where you fucking belong!
1869,"01:23:48,731","01:23:52,276","But before you depart this room full of winners,"
1870,"01:23:53,068","01:23:56,155",I want you to take a good look at the person next to you. Go on.
1871,"01:23:57,156","01:23:59,408","Because sometime in the not-so-distant future,"
1872,"01:23:59,825","01:24:03,287","you're gonna be pulling up to a red light in your beat-up old fucking Pinto,"
1873,"01:24:03,621","01:24:06,665",and that person's gonna be pulling up right alongside you
1874,"01:24:06,749","01:24:08,876",in their brand new Porsche
1875,"01:24:09,710","01:24:11,712","with their beautiful wife by their side,"
1876,"01:24:11,795","01:24:13,797",who's got big voluptuous tits.
1877,"01:24:15,466","01:24:17,718",And who're you gonna be sitting next to?
1878,"01:24:17,801","01:24:21,096","Some disgusting wildebeest with three days of razor-stubble,"
1879,"01:24:21,180","01:24:22,514","in a sleeveless muumuu,"
1880,"01:24:22,598","01:24:24,975",crammed in next to you in a carload full of groceries
1881,"01:24:25,059","01:24:26,810",from the fucking Price Club!
1882,"01:24:26,894","01:24:29,188",That's who you're gonna be sitting next to!
1883,"01:24:29,271","01:24:31,523",So you listen to me and you listen well.
1884,"01:24:31,649","01:24:33,859",Are you behind on your credit card bills?
1885,"01:24:34,276","01:24:36,445",Good! Pick up the phone and start dialing!
1886,"01:24:36,862","01:24:39,406",Is your landlord ready to evict you? Good!
1887,"01:24:39,698","01:24:41,867",Pick up the phone and start dialing!
1888,"01:24:41,992","01:24:45,246",Does your girlfriend think you're a fucking worthless loser?
1889,"01:24:45,329","01:24:48,374",Good! Pick up the phone and start dialing!
1890,"01:24:48,499","01:24:52,002",I want you to deal with your problems by becoming rich!
1891,"01:24:54,171","01:24:57,466",All you have to do today is pick up that phone
1892,"01:24:58,676","01:25:01,512",and speak the words that I have taught you.
1893,"01:25:01,804","01:25:03,764",And I will make you richer
1894,"01:25:03,889","01:25:06,934",than the most powerful CEO in the United States of fucking America!
1895,"01:25:07,017","01:25:08,185",Yeah!
1896,"01:25:09,353","01:25:10,604","Fuck, yeah!"
1897,"01:25:11,230","01:25:13,315",I want you to go out there
1898,"01:25:14,066","01:25:15,859",and I want you to ram
1899,"01:25:16,193","01:25:19,446",Steve Madden stock down your clients' throats
1900,"01:25:19,530","01:25:21,824",until they fucking choke on it!
1901,"01:25:22,241","01:25:26,495","Till they choke on it and they buy 100,000 shares! That's what I want."
1902,"01:25:26,578","01:25:28,122","Yeah! Fuck, yeah."
1903,"01:25:28,205","01:25:29,832",You be ferocious!
1904,"01:25:30,040","01:25:31,875",- You be relentless! - Yeah!
1905,"01:25:31,959","01:25:35,254",You be telephone fucking terrorists!
1906,"01:25:36,714","01:25:40,301",Now let's knock this motherfucker out of the park!
1907,"01:26:10,622","01:26:15,336","<i>At 1:00 p.m., we opened the stock for sale at $4.50 a share.</i>"
1908,"01:26:15,502","01:26:18,547","<i>By 1:03, it was over $18.</i>"
1909,"01:26:18,672","01:26:20,966",<i>Even the big Wall Street firms were buying.</i>
1910,"01:26:30,893","01:26:32,811","Of the two million shares offered for sale,"
1911,"01:26:32,895","01:26:35,856","a million belonged to me, held in phony accounts by my ratholes."
1912,"01:26:35,939","01:26:38,108",Now once the price hit the high teens...
1913,"01:26:38,275","01:26:40,402",You know what? Who gives a shit?
1914,"01:26:40,486","01:26:42,446","As always, the point is this."
1915,"01:26:42,571","01:26:46,950",$22 million in three fucking hours!
1916,"01:26:48,118","01:26:49,953",Can you believe this shit?
1917,"01:26:50,245","01:26:52,456","- I fucking love this, baby! - It's amazing!"
1918,"01:26:52,539","01:26:53,957",Jordan!
1919,"01:26:54,083","01:26:55,376",Barry Kleinman's on the phone
1920,"01:26:55,459","01:26:57,086",- from Future Video. - Who?
1921,"01:26:57,169","01:26:58,379",I don't know. He shot at your wedding.
1922,"01:26:58,462","01:26:59,505",He says it's urgent.
1923,"01:26:59,630","01:27:01,715",Urgent? Who the fuck is Barry Kleinman?
1924,"01:27:01,799","01:27:03,384","Oh, my God, you wanna marry me?"
1925,"01:27:03,467","01:27:04,510",You're in love with me?
1926,"01:27:04,593","01:27:05,636",Yeah. Go fuck your cousin!
1927,"01:27:05,761","01:27:06,762","Hey, Barry, what's up?"
1928,"01:27:06,845","01:27:08,972","Listen, I got this subpoena."
1929,"01:27:09,056","01:27:10,516",<i>Subpoena? What the fuck are you talking about?</i>
1930,"01:27:10,599","01:27:13,227","Yeah, the FBI, they want a copy of your wedding video."
1931,"01:27:13,310","01:27:14,478",<i>The fucking FBI?</i>
1932,"01:27:14,686","01:27:16,522",- You fucking kidding me? <i>- Listen to me.</i>
1933,"01:27:16,605","01:27:17,898",<i>His name is Denham.</i>
1934,"01:27:17,981","01:27:19,650",<i>He's an agent with the New York office.</i>
1935,"01:27:19,733","01:27:20,776",<i>What's his problem?</i>
1936,"01:27:20,859","01:27:23,487",<i>He's a Boy Scout. He thinks you're fucking Gordon Gekko.</i>
1937,"01:27:24,780","01:27:26,031",What does he want with my wedding video?
1938,"01:27:26,115","01:27:27,741",It's like an invasion of my privacy.
1939,"01:27:27,825","01:27:29,159",You know what I'm saying? It's like...
1940,"01:27:29,284","01:27:30,577","It's intrusive, you know."
1941,"01:27:30,661","01:27:33,330",He's got pictures of your whole inner fucking circle.
1942,"01:27:33,414","01:27:35,249","Pictures, names of the people."
1943,"01:27:35,332","01:27:36,333",You know what he's trying to do?
1944,"01:27:36,417","01:27:37,543",Exactly what he's doing. Look at yourself.
1945,"01:27:37,668","01:27:38,836","He's trying to rattle you,"
1946,"01:27:38,919","01:27:40,421","he's trying to rattle your old lady,"
1947,"01:27:40,504","01:27:43,215",so she nags you until you become a fucking witness.
1948,"01:27:43,298","01:27:44,758",He wants me to rat on myself?
1949,"01:27:44,842","01:27:46,635",He wants me to give information about my...
1950,"01:27:47,010","01:27:48,554","Listen. The good fucking news is,"
1951,"01:27:48,637","01:27:50,431","you know I know everybody downtown,"
1952,"01:27:50,514","01:27:52,724","I call up the Justice Department, the DEA,"
1953,"01:27:52,808","01:27:55,894","nobody even knows you fucking exist, so calm down!"
1954,"01:27:56,186","01:27:57,396",They don't know I exist?
1955,"01:27:57,688","01:27:59,314",- No. - That's good.
1956,"01:28:04,319","01:28:05,362",But you...
1957,"01:28:05,446","01:28:06,905","You know who he is, right?"
1958,"01:28:07,656","01:28:09,616","- Yeah. - So, if I just wanted to get"
1959,"01:28:09,700","01:28:11,660","some more information, just find out what he knows,"
1960,"01:28:11,743","01:28:14,955","you could go to his house, right?"
1961,"01:28:15,038","01:28:16,915","Tap his phones a little bit, bug him."
1962,"01:28:16,999","01:28:18,125",You could get some information...
1963,"01:28:18,208","01:28:21,003",You don't fuck with these guys like that.
1964,"01:28:21,086","01:28:22,171",You don't fuck with them like that.
1965,"01:28:22,254","01:28:23,422","What are you, nuts or something?"
1966,"01:28:23,505","01:28:25,132",This is what you fucking do. What do I pay you for?
1967,"01:28:25,215","01:28:28,302","I have a fucking P.I. license, you know? I make a living at this."
1968,"01:28:28,385","01:28:29,470",I'm not a cop anymore.
1969,"01:28:29,553","01:28:31,555","They'll take my fucking license away from me, all right?"
1970,"01:28:31,638","01:28:32,723",Okay.
1971,"01:28:33,432","01:28:35,684","Okay, if I can't do that, can I just..."
1972,"01:28:35,976","01:28:37,227",Can I give the guy a call?
1973,"01:28:38,437","01:28:40,439",- Why? Is that... - Jordan. Jordan.
1974,"01:28:40,522","01:28:41,523",Do me a favor?
1975,"01:28:41,607","01:28:44,526",The only one who calls this guy is your fucking lawyer.
1976,"01:28:44,610","01:28:45,611","I can't call him, right?"
1977,"01:28:45,694","01:28:47,446","- It's against the rules? - I told you,"
1978,"01:28:47,529","01:28:49,198","whatever the fuck you say to him,"
1979,"01:28:49,281","01:28:51,909",he's gonna use against you. Don't you understand?
1980,"01:28:51,992","01:28:53,744","He's smart, you're dumb."
1981,"01:28:53,827","01:28:55,078",Fucking bullshit.
1982,"01:28:55,662","01:28:58,165","Are we fucking talking tonight, or are you gonna get schwacked?"
1983,"01:28:58,248","01:28:59,791","The last time you took these fucking pills,"
1984,"01:28:59,917","01:29:01,877",you put your head in the fucking macaroni. I had to pick it up.
1985,"01:29:02,961","01:29:04,421",All right.
1986,"01:29:04,505","01:29:06,048","Okay, I won't call him."
1987,"01:29:08,967","01:29:12,888","Hey, fellas! Come on board. The plank's right around there."
1988,"01:29:13,764","01:29:15,140",Welcome!
1989,"01:29:15,849","01:29:17,935",What a nice day.
1990,"01:29:19,186","01:29:20,270",Hey.
1991,"01:29:20,729","01:29:22,272",Welcome aboard.
1992,"01:29:22,773","01:29:25,400",Jordan. Welcome aboard the <i>Naomi.</i> Pleasure to meet you.
1993,"01:29:25,484","01:29:27,069",Agent Denham. This is Agent Hughes.
1994,"01:29:27,152","01:29:28,195","Hi, how are you?"
1995,"01:29:28,278","01:29:31,532","Let me introduce you. This is Nicole, Heidi. Come on. Don't be shy."
1996,"01:29:31,615","01:29:34,117",What are you guys all shy for? Don't be scared.
1997,"01:29:34,201","01:29:35,369",These are friends of Stratton.
1998,"01:29:35,452","01:29:36,954",- It's a pleasure. - Hello.
1999,"01:29:39,623","01:29:43,085",Your message said that you wanted to speak privately.
2000,"01:29:43,293","01:29:44,962",Right. I do want to speak privately.
2001,"01:29:45,128","01:29:46,380","Give us a minute, huh, ladies?"
2002,"01:29:46,463","01:29:48,048",Let me know if I can get you anything.
2003,"01:29:48,131","01:29:49,967",We'd be happy to help.
2004,"01:29:50,175","01:29:51,218",You guys hungry?
2005,"01:29:51,301","01:29:54,096","Want something to eat? Got some pasta, shrimp, lobster."
2006,"01:29:54,179","01:29:56,557",I got whiskey. Any kind of booze you want.
2007,"01:29:56,640","01:29:58,100",You know what? The Bureau doesn't allow us
2008,"01:29:58,183","01:29:59,601",to drink while we're at sea.
2009,"01:29:59,768","01:30:02,229",Duh! Of course.
2010,"01:30:02,312","01:30:04,147",Ever been on one of these before?
2011,"01:30:04,314","01:30:05,566",A boat?
2012,"01:30:06,316","01:30:07,609",I learned how to sail when I was six.
2013,"01:30:07,693","01:30:09,778",No shit. Is that right? Really?
2014,"01:30:09,861","01:30:11,572","On one like this, though?"
2015,"01:30:11,655","01:30:14,449",I had the whole front extended in order to fit the chopper up there.
2016,"01:30:14,575","01:30:15,867",See that?
2017,"01:30:17,160","01:30:18,620","Anyway, this is for you."
2018,"01:30:18,704","01:30:21,540",It's a complete list of every person that was at my wedding.
2019,"01:30:21,623","01:30:24,376",I understand you wanted the whole wedding video.
2020,"01:30:24,459","01:30:27,212","Figured this would help expedite the whole process, right?"
2021,"01:30:27,296","01:30:29,047","- There you go. - Look,"
2022,"01:30:29,131","01:30:32,050",my point is that I know you're investigating Stratton.
2023,"01:30:32,134","01:30:35,637","But for the life of me, I can't figure out why."
2024,"01:30:36,013","01:30:37,389","I know we're a little unorthodox,"
2025,"01:30:37,472","01:30:39,182",we're a little loud in the way we do things.
2026,"01:30:39,266","01:30:40,392","But you gotta understand,"
2027,"01:30:40,475","01:30:41,935","we're the new guys on the block, you know,"
2028,"01:30:42,019","01:30:44,146",we're trying to make a name for ourselves.
2029,"01:30:44,229","01:30:48,859","But I want you to understand, we don't do anything illegal."
2030,"01:30:49,651","01:30:50,736",Whatsoever.
2031,"01:30:50,819","01:30:52,362","I mean, you could talk to the SEC."
2032,"01:30:52,446","01:30:55,490",They were at my office 15 times over the last six months.
2033,"01:30:55,574","01:30:58,201","I mean, I got... I got nothing to hide."
2034,"01:30:58,285","01:31:01,038","Well, you know the SEC is a civil regulatory agency."
2035,"01:31:01,121","01:31:02,664",We pursue criminal activities.
2036,"01:31:02,748","01:31:05,584","Exactly! You go after real criminals,"
2037,"01:31:06,168","01:31:09,212",which makes me wonder what the hell you're investigating me for?
2038,"01:31:09,338","01:31:10,672","I mean, honestly..."
2039,"01:31:10,756","01:31:14,593",What is it that you think that we did or do? I don't get it.
2040,"01:31:14,718","01:31:15,969","Well, I..."
2041,"01:31:16,053","01:31:18,472","Look, Jordan, I can't discuss an ongoing investigation."
2042,"01:31:18,555","01:31:20,223","No, I get that. No, I understand."
2043,"01:31:20,349","01:31:21,725",With that said...
2044,"01:31:22,601","01:31:24,436",This case got dumped on my desk...
2045,"01:31:24,519","01:31:26,355","- Did it? - You know, by a higher-up"
2046,"01:31:26,438","01:31:29,650","who needs to make a show of looking into the new company on the block,"
2047,"01:31:29,733","01:31:31,193",- with all the press and everything. - New loud guys.
2048,"01:31:31,318","01:31:34,863",And then I end up being the schmuck who does the looking. Exactly.
2049,"01:31:34,946","01:31:36,865","It's just, you know... It bothers me."
2050,"01:31:36,948","01:31:39,493",We're the new guy. We're the one that's banging on Wall Street's door.
2051,"01:31:39,576","01:31:40,661","I mean, you should..."
2052,"01:31:40,744","01:31:42,663",You should see what's going on at the bigger firms.
2053,"01:31:42,746","01:31:44,206","I mean, I know all the information."
2054,"01:31:44,373","01:31:47,167","It's true! Goldman, Lehman Brothers, Merrill..."
2055,"01:31:47,250","01:31:49,252",Collateralized debt obligations?
2056,"01:31:49,378","01:31:50,629",This Internet stock bullshit?
2057,"01:31:50,712","01:31:52,506","I mean, it's a fucking travesty."
2058,"01:31:52,589","01:31:57,594",I could take you step-by-step through what exactly is occurring.
2059,"01:31:57,844","01:31:59,429",All you have to do is ask.
2060,"01:31:59,596","01:32:00,889",I'm available.
2061,"01:32:01,056","01:32:02,432",That's exactly what I wanted to hear.
2062,"01:32:02,516","01:32:05,394",I don't see why a little sit-down like this
2063,"01:32:06,269","01:32:07,813",can't be profitable for the both of us.
2064,"01:32:07,938","01:32:10,190",It should. Right? It should profit the both of us.
2065,"01:32:10,273","01:32:11,775",- It should. - Look.
2066,"01:32:12,317","01:32:14,528",I'm gonna give you my personal line.
2067,"01:32:14,611","01:32:17,531","Five days a week, you just call me, feel free."
2068,"01:32:17,739","01:32:19,449",- I'll do that. - Great.
2069,"01:32:22,035","01:32:23,704",Are you sure you guys don't want something to drink?
2070,"01:32:23,787","01:32:25,455",You're not hungry? Nothing?
2071,"01:32:25,539","01:32:27,165","- Nothing? No? - Oh, no."
2072,"01:32:30,293","01:32:32,879","Let me ask you, and if you don't wanna get too personal,"
2073,"01:32:32,963","01:32:35,257",just tell me to shut up at any time.
2074,"01:32:36,133","01:32:38,760",Did you try to get your broker's license at one time?
2075,"01:32:38,844","01:32:41,680",Did I hear that right? Were you trying to take a stab at Wall Street?
2076,"01:32:42,597","01:32:44,516",- No? - Who you been talking to?
2077,"01:32:44,599","01:32:45,600",Who the fuck you been talking to?
2078,"01:32:45,684","01:32:48,437","Well, you're investigating me. I hear things."
2079,"01:32:48,520","01:32:50,605",You know what I mean?
2080,"01:32:50,689","01:32:52,274",You ever think about what would've happened
2081,"01:32:52,357","01:32:54,818",if you would have stayed the course?
2082,"01:32:56,236","01:32:58,071",You know what? When I'm riding home on the subway
2083,"01:32:58,155","01:32:59,406","and my balls are fucking sweating,"
2084,"01:32:59,489","01:33:01,283",I'm wearing the same suit three days in a row...
2085,"01:33:01,366","01:33:02,868","Yeah, you bet I do."
2086,"01:33:02,951","01:33:04,619","I've thought about it before. Who wouldn't, right?"
2087,"01:33:04,703","01:33:05,746","Right, who fucking wouldn't?"
2088,"01:33:05,829","01:33:06,997",What do you get...
2089,"01:33:07,080","01:33:08,331","Another personal question, no need to answer..."
2090,"01:33:08,415","01:33:09,791","No, that's all right, Jordan."
2091,"01:33:09,875","01:33:12,919","What do you pull in? 50, 60K? Something like that?"
2092,"01:33:13,044","01:33:15,046",A year? In the ballpark?
2093,"01:33:15,130","01:33:16,590","Well, I..."
2094,"01:33:16,673","01:33:18,467",Let's put it this way.
2095,"01:33:18,550","01:33:21,344",You get a free handgun when you sign up for the Bureau.
2096,"01:33:22,095","01:33:24,222","No, but it fucking pisses me off. You know what I mean?"
2097,"01:33:24,306","01:33:26,475","You think about the people that built this country,"
2098,"01:33:26,558","01:33:27,976",hardworking people like you.
2099,"01:33:28,059","01:33:30,604","Firefighters, teachers, FBI agents."
2100,"01:33:30,729","01:33:34,399","End of the day, you guys get fucking skinned alive financially."
2101,"01:33:34,483","01:33:36,359",It fucking makes me angry.
2102,"01:33:36,443","01:33:39,529","Now the one thing about Wall Street and this market is,"
2103,"01:33:39,613","01:33:41,281","for me, I feel"
2104,"01:33:42,365","01:33:44,701","it's good to give back. You know, there's..."
2105,"01:33:44,785","01:33:46,953",There are situations where I can
2106,"01:33:47,037","01:33:50,582",make those situations better for people. You know?
2107,"01:33:50,665","01:33:51,958",You know what I mean.
2108,"01:33:52,042","01:33:53,460",Opportunity...
2109,"01:33:53,752","01:33:55,003",is everything.
2110,"01:33:55,080","01:33:56,332",Exactly.
2111,"01:33:56,457","01:33:58,918","Take for example, I got this one kid, right?"
2112,"01:33:59,001","01:34:02,797","Went to school for environmental science, something like that."
2113,"01:34:02,880","01:34:04,673",He was bogged down by student loans.
2114,"01:34:04,757","01:34:07,468","Turns out, his mother needed triple bypass surgery."
2115,"01:34:07,551","01:34:08,969",- Jesus. - Right. Horrible situation.
2116,"01:34:09,053","01:34:10,012",Sure.
2117,"01:34:10,095","01:34:11,180",But we got him into the market
2118,"01:34:11,263","01:34:12,973",at the right time and chose the right stock.
2119,"01:34:13,057","01:34:14,809",We gave him the right guidance.
2120,"01:34:14,892","01:34:18,062","Boom! Overnight, changed his entire life."
2121,"01:34:18,187","01:34:21,524",Got to put his mother into the best hospital in New York City.
2122,"01:34:21,607","01:34:24,485","It didn't work out for her, granted, she passed away, unfortunately."
2123,"01:34:24,568","01:34:26,487",But we gave him that opportunity.
2124,"01:34:26,570","01:34:27,738",You know what I'm saying?
2125,"01:34:28,447","01:34:32,952","It's just about setting up the right team, and then overnight your life can change."
2126,"01:34:38,332","01:34:40,751",What does... What does an intern...
2127,"01:34:42,294","01:34:44,171",What does an intern make in a deal like that?
2128,"01:34:44,255","01:34:46,298","Well, in that situation,"
2129,"01:34:47,216","01:34:50,261","in that particular trade, and it was one trade,"
2130,"01:34:50,594","01:34:53,097",north of half a million dollars.
2131,"01:34:56,725","01:34:58,978","And I'd do that for anybody, you know,"
2132,"01:34:59,061","01:35:01,730",anybody that needs the proper guidance.
2133,"01:35:21,542","01:35:25,629","Can you say that again, just the way you said it?"
2134,"01:35:26,046","01:35:27,756",Just the same way.
2135,"01:35:31,969","01:35:33,053",I don't know what you're talking about.
2136,"01:35:33,137","01:35:35,389","Oh, come on! You know what I'm talking about."
2137,"01:35:35,472","01:35:37,474",I think what Jordan just did is he...
2138,"01:35:37,558","01:35:38,684",- If I'm not mistaken... - No.
2139,"01:35:38,767","01:35:40,895",You just tried to bribe a federal officer.
2140,"01:35:40,978","01:35:43,063","No, technically I didn't bribe anybody."
2141,"01:35:43,147","01:35:45,566","No, no, that's not the conversation I heard, Jordan."
2142,"01:35:45,649","01:35:47,151","No, no, according to the U.S. criminal code,"
2143,"01:35:47,234","01:35:50,654",there needs to be an exact dollar figure for the exchange of services.
2144,"01:35:50,738","01:35:52,364",That would not hold up in a court of law.
2145,"01:35:52,448","01:35:54,116","Nah, it's not how I heard it."
2146,"01:35:54,199","01:35:56,911","No, no, no, that's the truth. But I want to tell you this."
2147,"01:35:56,994","01:35:57,995",Yeah.
