number_of_dialog,start_time,end_time,dialog
429,"00:30:24,371","00:30:26,915",He told me all about it. I don't care.
430,"00:30:26,957","00:30:29,668",You do anything he tells you to do. I mean it.
431,"00:30:29,709","00:30:31,795",I don't want you getting in trouble in school...
432,"00:30:31,836","00:30:35,215","trying to impress me, taking this shit in there."
433,"00:30:35,250","00:30:37,008",Do you understand what I'm saying?
434,"00:30:37,050","00:30:40,762","Yeah, I guess, but, I mean, I thought you'd be happy."
435,"00:30:40,804","00:30:42,222","Well, I'm not."
436,"00:30:44,724","00:30:46,059",Listen to that.
437,"00:30:46,935","00:30:50,021","Yeah, I know. It's been getting worse."
438,"00:30:50,063","00:30:51,439",Don't worry about it.
439,"00:30:51,481","00:30:53,400",I'll talk to you about this later.
440,"00:30:56,403","00:30:58,279",She's coughing her lungs out...
441,"00:30:58,321","00:31:00,949",and you're blowing this in her face all day.
442,"00:31:00,991","00:31:02,200",I'm putting it out.
443,"00:31:02,242","00:31:05,704","Hey, come on. I want to talk to you."
444,"00:31:10,083","00:31:13,086","Mommy, are you OK?"
445,"00:31:18,925","00:31:20,635",Put that out.
446,"00:31:20,677","00:31:23,888",I was just yelling at him for blowing smoke in your face.
447,"00:31:23,930","00:31:26,141","Nice thing to come home to, huh?"
448,"00:31:28,685","00:31:29,978",You all right?
449,"00:31:30,979","00:31:32,188",You all right?
450,"00:31:38,320","00:31:40,822","Look, you got to take it easy."
451,"00:31:40,864","00:31:42,747",You got to get some rest.
452,"00:31:42,782","00:31:44,909","Take Danny's and my room, and we'll hit the couch."
453,"00:31:44,951","00:31:47,871",I've been on the couch for ages. The couch is fine.
454,"00:31:47,912","00:31:49,754","No, it's not fine. This is terrible."
455,"00:31:49,789","00:31:53,585",We can't live like this. We gotta get out of here.
456,"00:31:55,712","00:31:57,881",Can I go with you?
457,"00:31:57,922","00:32:01,217",Yeah. We all gotta get out of here.
458,"00:32:01,259","00:32:04,763",- I could drop out and get a job. - Absolutely not.
459,"00:32:04,804","00:32:06,806",You got to finish. I'll work something out.
460,"00:32:10,393","00:32:15,231","Derek, can we please go eat? I'm fucking starving here."
461,"00:32:15,273","00:32:17,067",Go wait in the living room.
462,"00:32:18,234","00:32:20,403",I want him out of my house.
463,"00:32:20,445","00:32:21,946",I know. Look.
464,"00:32:37,170","00:32:40,027",He's an idiot. He's always been an idiot.
465,"00:32:40,062","00:32:42,884",He can't help it. I got to do that paper.
466,"00:32:42,926","00:32:45,261",I'll catch up with you later tonight.
467,"00:32:45,303","00:32:48,431",Not at Cameron's. I need you to stay away from there.
468,"00:32:48,473","00:32:51,935",- We were going to hang. - I'll explain it later.
469,"00:32:51,977","00:32:54,437","I just need you to stay away from the party, all right?"
470,"00:32:54,479","00:32:55,605",Whatever.
471,"00:32:55,647","00:32:59,234",Promise me you'll stay away from that party tonight.
472,"00:32:59,275","00:33:01,528","I'm not fucking 14 anymore, all right?"
473,"00:33:02,737","00:33:04,030",Whatever.
474,"00:33:06,032","00:33:06,992",God!
475,"00:33:13,123","00:33:14,833","Come on, let's go."
476,"00:33:16,459","00:33:17,752",Where are you parked?
477,"00:33:17,794","00:33:19,045",Out back.
478,"00:34:28,073","00:34:29,783","Yeah, that's the whole bunch."
479,"00:34:31,201","00:34:34,120",It didn't take long for Derek to make a name for himself...
480,"00:34:34,155","00:34:36,247",and Cameron knew just how to use it.
481,"00:34:36,289","00:34:37,624",You don't want to stick around?
482,"00:34:37,666","00:34:41,753","You know I'd love to, but I got to be careful."
483,"00:34:41,795","00:34:43,797","Yeah, I know."
484,"00:34:44,464","00:34:46,341",I'll see you back at the house.
485,"00:34:47,759","00:34:49,100",Good luck.
486,"00:34:49,135","00:34:53,098","He sent Derek to the kids, to the frustrated ones..."
487,"00:34:53,139","00:34:54,975",the ones who were sick of getting their asses kicked...
488,"00:34:55,016","00:34:57,435",by black and Mexican gangs.
489,"00:34:57,477","00:35:00,313","""Don't just be some punk. Be part of something."""
490,"00:35:00,355","00:35:03,233","All right, let's go. Pull it together."
491,"00:35:03,274","00:35:04,943",And everybody ate it up.
492,"00:35:04,985","00:35:07,404",They did whatever Derek told them to.
493,"00:35:08,405","00:35:10,699",Let's go. We're not here to fucking socialize.
494,"00:35:12,492","00:35:13,743",Shut the fuck up.
495,"00:35:13,785","00:35:14,995","Yeah, man."
496,"00:35:15,036","00:35:16,371",You want a little toke?
497,"00:35:17,831","00:35:19,249",Go ahead.
498,"00:35:19,291","00:35:21,876","- Curtis, what is that? - Come on, Derek."
499,"00:35:21,918","00:35:24,671",Weed is for niggers. Put that away right now.
500,"00:35:24,713","00:35:25,964",Jesus fucking Christ.
501,"00:35:26,006","00:35:27,424",Have a little self-respect.
502,"00:35:28,883","00:35:32,846","All right, listen up. We need to open our eyes."
503,"00:35:34,180","00:35:36,766",There's over two million illegal immigrants...
504,"00:35:36,808","00:35:39,311",bedding down in this state tonight.
505,"00:35:40,770","00:35:44,316",This state spent three billion dollars last year...
506,"00:35:44,357","00:35:47,694",on services for those people who had no right to be here.
507,"00:35:47,736","00:35:49,321",Three billion dollars.
508,"00:35:49,362","00:35:53,867",$400 million just to lock up illegal immigrant criminals...
509,"00:35:53,908","00:35:57,829",who only got into this country because the INS decided...
510,"00:35:57,864","00:36:01,750",it's not worth the effort to screen for convicted felons.
511,"00:36:03,752","00:36:06,212",Our government doesn't give a shit.
512,"00:36:07,714","00:36:12,052","Our border policy is a joke, so is anybody surprised..."
513,"00:36:12,093","00:36:14,387",that south of the border they're laughing at us?
514,"00:36:14,429","00:36:16,681",Laughing at our laws?
515,"00:36:16,723","00:36:18,516","Every night, thousands of these parasites..."
516,"00:36:18,558","00:36:21,436",stream across the border like some fucking piñata exploded.
517,"00:36:21,478","00:36:25,106",Don't laugh. There's nothing funny here.
518,"00:36:25,148","00:36:27,192",This is about your life and mine.
519,"00:36:28,568","00:36:30,695","It's about decent, hard-working Americans..."
520,"00:36:30,737","00:36:32,572",falling through the cracks and getting the shaft...
521,"00:36:32,614","00:36:36,076",because their government cares more about the rights...
522,"00:36:36,111","00:36:38,370",of a bunch of people who aren't even citizens.
523,"00:36:38,411","00:36:40,455",On the Statue of Liberty it says...
524,"00:36:40,497","00:36:43,208","""Give me your tired, your hungry, your poor."""
525,"00:36:43,249","00:36:45,877","Well, it's Americans who are tired and hungry and poor."
526,"00:36:45,919","00:36:48,088",Until you take care of that...
527,"00:36:48,129","00:36:51,132","close the fucking book, because we're losing."
528,"00:36:52,217","00:36:55,679",We're losing our right to pursue our destiny.
529,"00:36:55,720","00:36:59,140",We're losing our freedom so a bunch of fucking foreigners...
530,"00:36:59,182","00:37:01,351",can come in here and exploit our country.
531,"00:37:01,393","00:37:04,479",And this isn't something that's going on far away.
532,"00:37:04,521","00:37:07,565",This isn't happening places we can't do anything about it.
533,"00:37:07,607","00:37:10,068",It's happening here. Right in our neighborhood.
534,"00:37:10,110","00:37:12,195",Right in that building behind you.
535,"00:37:12,237","00:37:15,699",Archie Miller ran that grocery store since we were kids here.
536,"00:37:15,740","00:37:18,583",Dave worked there. Mike worked there.
537,"00:37:18,618","00:37:20,996","He went under, and now some fucking Korean owns it..."
538,"00:37:21,037","00:37:23,540",who fired these guys and is making a killing...
539,"00:37:23,581","00:37:26,918",because he hired 40 fucking border jumpers.
540,"00:37:26,960","00:37:28,336",I see this shit going on...
541,"00:37:28,378","00:37:30,380",and I don't see anybody doing anything about it...
542,"00:37:30,422","00:37:32,299",and it fucking pisses me off.
543,"00:37:34,467","00:37:36,428",So look around you.
544,"00:37:37,679","00:37:38,805",This isn't our fucking neighborhood.
545,"00:37:38,847","00:37:41,599",It's a battlefield. We're on a battlefield tonight.
546,"00:37:41,641","00:37:43,310",Make a decision.
547,"00:37:43,351","00:37:46,021",Are we going to stand on the sidelines?
548,"00:37:46,062","00:37:48,732",Quietly standing there while our country gets raped?
549,"00:37:49,774","00:37:52,652",Are we going to ante up and do something about it?
550,"00:37:54,112","00:37:55,488",You're goddamn right.
551,"00:38:08,126","00:38:10,754",Come here! Don't you know it's illegal...
552,"00:38:10,795","00:38:13,423","to hire fucking border jumpers, you nip bastard?"
553,"00:38:21,181","00:38:22,641","Hey, sweetheart."
554,"00:38:22,682","00:38:24,851",No. You don't need this. We're not going to hurt you.
555,"00:38:24,893","00:38:26,478","Please, please! No!"
556,"00:38:29,439","00:38:30,649",You fucking spic!
557,"00:38:33,568","00:38:36,237",- No! Please! - This bitch deserves it.
558,"00:38:36,279","00:38:40,533",This bitch stinks. Smells like fish and chips and guacamole.
559,"00:38:40,575","00:38:42,035",Here we go.
560,"00:38:53,046","00:38:54,798",Goddamn!
561,"00:38:58,802","00:39:00,512","Get the fuck off me, motherfucker!"
562,"00:39:07,852","00:39:09,396",Viva la Mexico!
563,"00:39:14,234","00:39:16,236","Have a fucking bean, you fucking beaner!"
564,"00:39:23,910","00:39:27,205",Get some of that in there. Throw it on.
565,"00:39:27,247","00:39:29,124",That's a great color on you.
566,"00:39:29,165","00:39:31,084",Now you can get a white woman's job.
567,"00:39:31,126","00:39:33,128","A little better than this one, huh?"
568,"00:39:33,169","00:39:34,754","Yeah, white."
569,"00:39:34,796","00:39:36,631",Then you'll move up in the world.
570,"00:39:38,341","00:39:39,634",Asshole!
571,"00:39:41,594","00:39:42,721",Let's go!
572,"00:39:42,762","00:39:44,347",Everybody out!
573,"00:39:44,389","00:39:45,890",Now! Now!
574,"00:39:48,852","00:39:50,729","All right, let's go!"
575,"00:39:50,770","00:39:52,230",Come on!
576,"00:39:52,272","00:39:53,857","Come on, let's go."
577,"00:39:59,029","00:40:02,365","No green card, no fucking work. Comprende?"
578,"00:40:04,784","00:40:05,910",Come on!
579,"00:40:05,952","00:40:07,954",We're fucking going! Come on!
580,"00:40:34,314","00:40:38,234","Dad was gone, but things were almost normal again."
581,"00:40:38,276","00:40:39,986",Derek had a good job.
582,"00:40:40,028","00:40:41,780",Mom was starting to live a little.
583,"00:40:41,821","00:40:46,117","Everyone was feeling so good, we just didn't see it coming."
584,"00:40:46,159","00:40:47,869",Maybe we should've.
585,"00:40:47,911","00:40:50,205",The irony is that most of the stores...
586,"00:40:50,246","00:40:52,832",destroyed during the riots were owned by black people.
587,"00:40:52,874","00:40:55,961","That's stupid, though. Why trash your own neighborhood?"
588,"00:40:56,002","00:40:59,005","Well, that's my point. It's an irrational act."
589,"00:40:59,040","00:41:01,132",It's like an expression of rage...
590,"00:41:01,174","00:41:05,136",by people who feel neglected and turned away by the system.
591,"00:41:05,178","00:41:10,725",It's like we had in Watts or the riots in Chicago in '68.
592,"00:41:10,767","00:41:12,310",I don't buy that.
593,"00:41:12,352","00:41:14,813",Calling a riot an irrational expression of rage.
594,"00:41:14,854","00:41:17,732",That's such a cop-out. It's opportunism at its worst.
595,"00:41:17,774","00:41:19,985",It's people grabbing any excuse they can find...
596,"00:41:20,026","00:41:21,861","to go and loot a store, nothing more."
597,"00:41:21,903","00:41:24,197",The fact that these people ripped off the stores...
598,"00:41:24,239","00:41:26,199","in their own communities, all that reflects..."
599,"00:41:26,241","00:41:29,202",is that they have no respect for the law at all...
600,"00:41:29,237","00:41:31,830",and certainly no concept of community...
601,"00:41:31,871","00:41:33,540",or civic responsibility.
602,"00:41:33,581","00:41:34,749",Now wait a minute.
603,"00:41:34,791","00:41:37,335","White people commit crimes against white people, too."
604,"00:41:37,377","00:41:40,839","Yeah, but they're not offing each other in record numbers."
605,"00:41:40,880","00:41:42,841","Look at the statistics, for Christ's sake."
606,"00:41:42,882","00:41:45,010",One in every three black males...
607,"00:41:45,051","00:41:47,387",is in some phase of the correctional system.
608,"00:41:47,429","00:41:48,680",Is that a coincidence...
609,"00:41:48,722","00:41:51,558",or do these people have a racial commitment to crime?
610,"00:41:51,599","00:41:53,893",Not only that. They're proud of it.
611,"00:41:53,935","00:41:56,062",Maybe it says something about prejudice...
612,"00:41:56,104","00:41:57,272",in the judicial system.
613,"00:41:57,314","00:41:59,566",If you want to talk about criminal statistics...
614,"00:41:59,607","00:42:03,111",take a look at the social inequalities that produce them.
615,"00:42:03,153","00:42:05,196",That's exactly what I hate.
616,"00:42:05,238","00:42:08,325",You're taking one thing and calling it something else...
617,"00:42:08,366","00:42:10,744",and just alleviating the responsibility...
618,"00:42:10,785","00:42:12,370",these people have for their own actions.
619,"00:42:12,412","00:42:15,790","It's like saying, it's not a riot, it's rage."
620,"00:42:15,832","00:42:19,377","It's not crime, it's poverty. That's just nonsense."
621,"00:42:19,419","00:42:21,338",It's exactly what happened in this trial...
622,"00:42:21,379","00:42:23,131",because the media twisted things around...
623,"00:42:23,173","00:42:25,842",so people got all focused on these cops...
624,"00:42:25,884","00:42:27,218",and whether or not they were going to get convicted...
625,"00:42:27,260","00:42:30,388",and whether Rodney King's civil rights had been violated.
626,"00:42:30,430","00:42:32,641",Everybody lost sight of old Rodney King himself.
627,"00:42:32,682","00:42:35,769",The guy's a multiple felon by his own admission.
628,"00:42:35,810","00:42:37,646",He's high as a goddamn kite...
629,"00:42:37,687","00:42:40,357",driving 120 miles an hour down the highway.
630,"00:42:40,398","00:42:42,400",He gets pulled over by a bunch of cops...
631,"00:42:42,442","00:42:43,902",and he attacks them.
632,"00:42:43,943","00:42:45,236",He attacked police officers.
633,"00:42:45,278","00:42:46,745","That's the bottom line, and he walked."
634,"00:42:46,780","00:42:49,115",And there's some yahoo there with a video camera...
635,"00:42:49,157","00:42:50,533",who turned it on halfway through...
636,"00:42:50,575","00:42:52,911",so that all we see is them hitting him.
637,"00:42:52,953","00:42:56,581",You got Powell and Koon cracking him with billy clubs...
638,"00:42:56,623","00:42:58,875",and Briseno's kicking him in the back of the skull...
639,"00:42:58,917","00:43:00,293","so it looks severe, you know?"
640,"00:43:00,335","00:43:01,628","People are going, ""Oh, this poor guy."""
641,"00:43:01,670","00:43:03,672",This poor guy who attacked four cops...
642,"00:43:03,713","00:43:05,548",and those cops end up on the stand...
643,"00:43:05,590","00:43:10,178",defending themselves for using standard textbook procedures.
644,"00:43:10,220","00:43:12,305",I don't think the tapes showed that at all.
645,"00:43:12,347","00:43:15,433",You didn't think so? And you're an authority?
646,"00:43:15,475","00:43:17,769","Murray, what do you think?"
647,"00:43:19,479","00:43:23,400",I did think the police used their clubs rather excessively.
648,"00:43:23,441","00:43:25,110",Who are you to say what's excessive?
649,"00:43:25,151","00:43:26,820",I think it was totally appropriate.
650,"00:43:26,861","00:43:29,948",They're in a better position to make that call than you are.
651,"00:43:29,990","00:43:33,785","We, as society, grant cops a certain amount of authority..."
652,"00:43:33,827","00:43:35,996","to make those calls, because we acknowledge..."
653,"00:43:36,037","00:43:38,248",that their job is difficult and dangerous.
654,"00:43:38,290","00:43:42,168",Very few people respect that and respect that authority.
655,"00:43:42,203","00:43:45,088",Look who's talking about respect-Mr. Junior KKK.
656,"00:43:45,130","00:43:46,298",What?
657,"00:43:48,091","00:43:50,302",You want to go to college? Learn to listen.
658,"00:43:50,343","00:43:53,638",I didn't say I respect the laws. I acknowledge a cop's authority.
659,"00:43:53,680","00:43:57,225",I don't respect laws that let Rodney King back on the street.
660,"00:43:57,267","00:44:00,562","Second, I am not a member of a low-rent..."
661,"00:44:00,603","00:44:04,733",disorganized bunch of rednecks like the fucking KKK. Please.
662,"00:44:04,774","00:44:07,527",So take your head out of your ass.
663,"00:44:07,569","00:44:09,362",You've gotten off the point.
664,"00:44:09,404","00:44:11,990",I had a point. That wasn't even the point.
665,"00:44:12,032","00:44:13,950",Do you have one? What is your point?
666,"00:44:13,992","00:44:15,744","All right, think about this."
667,"00:44:15,785","00:44:18,288",If Danny was walking across the street that night...
668,"00:44:18,330","00:44:19,539",and Rodney King plowed into him-
669,"00:44:19,581","00:44:21,666",Can we drop this Rodney King thing?
670,"00:44:31,468","00:44:33,094",Who would like some dessert?
671,"00:44:34,929","00:44:36,014",We're having a discussion.
672,"00:44:36,056","00:44:38,391","We're having a nice discussion, right?"
673,"00:44:38,433","00:44:39,893",If Rodney King had been driving along...
674,"00:44:39,934","00:44:41,936",hopped up on PCP and had killed Danny...
675,"00:44:41,978","00:44:43,438",you'd be singing a different tune-
676,"00:44:43,480","00:44:46,441","I didn't see him hit anybody, and neither did you."
677,"00:44:46,483","00:44:49,110","He didn't happen to kill anybody, thank God."
678,"00:44:49,152","00:44:51,655","Keep it down, OK? Ally's sleeping."
679,"00:44:54,574","00:44:58,203",If that fucking monkey had run some kid over...
680,"00:44:58,244","00:45:01,456",everybody would have a very different opinion.
681,"00:45:01,498","00:45:04,709",They'd be focused on Rodney King and not on these officers.
682,"00:45:04,751","00:45:06,753","But instead, he just attacked a few cops..."
683,"00:45:06,795","00:45:08,546","so, suddenly, it's Hands Across America..."
684,"00:45:08,588","00:45:10,632",for this fucking total son of a bitch.
685,"00:45:10,674","00:45:12,057",It blows my mind.
686,"00:45:12,092","00:45:14,970",We're so hung up on this notion that we have some obligation...
687,"00:45:15,011","00:45:17,055",to help this struggling black man.
688,"00:45:17,097","00:45:19,391",Cut him some slack until he can overcome...
689,"00:45:19,432","00:45:20,732",these historical injustices.
690,"00:45:20,767","00:45:23,269",It's crap. This stuff just perpetuates it...
691,"00:45:23,311","00:45:24,813",all this liberal nonsense.
692,"00:45:24,854","00:45:26,314",Everyone's looking the other way...
693,"00:45:26,356","00:45:28,400",while our country rots from the inside out.
694,"00:45:28,441","00:45:32,028","I mean, Christ, Lincoln freed the slaves 130 years ago."
695,"00:45:32,070","00:45:34,114",How long does it take to get your act together?
696,"00:45:34,155","00:45:38,201","Jews have been persecuted for over 5,000 years."
697,"00:45:38,243","00:45:40,620",Are you saying it's wrong to feel sensitive...
698,"00:45:40,662","00:45:41,955",about anti-Semitism?
699,"00:45:41,997","00:45:43,331","Oh, forget that."
700,"00:45:43,373","00:45:46,418","I'm with you. I'm with you all the way, baby."
701,"00:45:46,459","00:45:48,253",I'm so sick of these liberal hypocrites.
702,"00:45:48,295","00:45:50,422",Here we go again. I love this part.
703,"00:45:50,463","00:45:51,506",This is great.
704,"00:45:51,548","00:45:53,466",Look how they scapegoated Chief Gates.
705,"00:45:53,508","00:45:56,136",Think they would've come down that hard on Willie Williams?
706,"00:45:56,177","00:45:59,556",No way. That videotape was a set-up to get rid of Gates.
707,"00:45:59,597","00:46:02,934",- Can I be excused? - No. Don't interrupt.
708,"00:46:02,976","00:46:05,270",Excuse me. I was talking. I listened to you.
709,"00:46:05,312","00:46:08,982",- Who do you think you are? - She's making a point.
710,"00:46:09,024","00:46:11,276","Davina, sit down."
711,"00:46:11,318","00:46:14,612",Be quiet! Shut up! Sit down!
712,"00:46:14,654","00:46:17,949","- Derek, calm down. - Don't tell him to shut up!"
713,"00:46:17,991","00:46:20,869",Sit your ass down. No. Sit down. Shut your mouth.
714,"00:46:20,910","00:46:23,538",Move! Goddamn it! Move!
715,"00:46:23,580","00:46:25,832",Shut your mouth and give my girlfriend respect.
716,"00:46:25,874","00:46:28,293","Derek, what are you trying to prove?"
717,"00:46:28,335","00:46:29,961","Murray, stay out of it!"
718,"00:46:30,003","00:46:32,130",Where do you think you're going?
719,"00:46:32,172","00:46:35,008","Derek, let her go!"
720,"00:46:35,050","00:46:38,553","You need to learn some fucking manners, Davina!"
721,"00:46:38,595","00:46:40,972",Shut your fucking mouth!
722,"00:46:41,014","00:46:42,182",Stop!
723,"00:46:43,350","00:46:44,601",She can't breathe!
724,"00:46:46,519","00:46:47,646",Let her go!
725,"00:46:47,687","00:46:49,731",You going to apologize?
726,"00:46:51,691","00:46:54,903",You're a fucking asshole. I hate you!
727,"00:47:04,788","00:47:06,998",What are you doing? This is your family.
728,"00:47:07,040","00:47:09,000","Right. My family, so you know what?"
729,"00:47:09,042","00:47:12,379",I don't give two shits about you or what you think.
730,"00:47:12,420","00:47:14,214",You're not a part of it.
731,"00:47:14,255","00:47:16,675",- That has nothing to do with it. - It doesn't?
732,"00:47:16,716","00:47:18,510",You don't think I see what you're doing?
733,"00:47:18,551","00:47:20,136",You think I'll sit here and smile...
734,"00:47:20,178","00:47:22,681",while some fucking kike tries to fuck my mother?
735,"00:47:22,722","00:47:25,642",It's never going to happen. Fucking forget it.
736,"00:47:25,684","00:47:27,519",Not while I'm in this family.
737,"00:47:27,560","00:47:29,604",I will fucking cut your Shylock nose off...
738,"00:47:29,646","00:47:32,357",and stick it up your ass before I let that happen.
739,"00:47:32,399","00:47:34,901",Coming in here and poisoning my family's dinner...
740,"00:47:34,943","00:47:38,196","with your Jewish, nigger-loving, hippie bullshit."
741,"00:47:41,741","00:47:44,703",Fuck you. Fuck you.
742,"00:47:44,744","00:47:46,538","Yeah, walk out."
743,"00:47:46,579","00:47:49,082",Asshole. Fucking cabala-reading motherfucker.
744,"00:47:49,124","00:47:50,667",Get out of my house.
745,"00:47:55,672","00:47:57,882",You see this? That means not welcome.
746,"00:48:10,520","00:48:11,646",What did I do?
747,"00:48:11,688","00:48:13,690",You disgust me.
748,"00:48:13,732","00:48:16,401","Bring him to our table, primping your hair and your dress."
749,"00:48:16,443","00:48:18,611",What did I do?
750,"00:48:18,653","00:48:20,614",You're all tarted up.
751,"00:48:20,655","00:48:22,365",How could you bring him to my father's table?
752,"00:48:22,407","00:48:25,577",How could you go from Dad to that? Aren't you ashamed?
753,"00:48:25,619","00:48:29,039",I'm ashamed that you came out of my body!
754,"00:48:32,459","00:48:35,378",Go run to your fucking kike! Run to him!
755,"00:48:41,468","00:48:44,429","It's OK. I'm proud of you, baby."
756,"00:48:51,144","00:48:54,731","I'm so sorry, Doris. I really am."
757,"00:49:02,989","00:49:04,115",He's gone.
758,"00:49:04,157","00:49:08,954",He's just a boy without a father.
759,"00:49:08,995","00:49:12,707","Doris, you don't know the world your children are living in."
760,"00:49:22,592","00:49:24,219",Good-bye.
761,"00:50:09,681","00:50:11,266","Hey, you all right?"
762,"00:50:13,935","00:50:16,896","- Take this, you fucking dick! - No. Come here."
763,"00:50:16,938","00:50:18,523",- Fuck you! - Calm down.
764,"00:50:18,565","00:50:19,899",- Let go of me! - Calm down.
765,"00:50:19,941","00:50:21,192","Let me go, God damn it!"
766,"00:50:21,234","00:50:23,445",- Fuck you! - I'm sorry.
767,"00:50:25,030","00:50:27,372",I would never hurt you. You know that.
768,"00:50:27,407","00:50:31,036",I screwed up. I lost control. It's not you.
769,"00:50:31,077","00:50:34,247",I'm sorry. I'd never hurt you guys.
770,"00:50:34,289","00:50:36,958",You know that. I'd do anything for you.
771,"00:50:37,000","00:50:38,335",I don't believe you.
772,"00:50:38,376","00:50:40,712","I trust you, Derek."
773,"00:50:51,931","00:50:55,143",What are you doing out of bed? Want a plane ride?
774,"00:50:55,185","00:50:58,104",- Yeah. - Going for takeoff.
775,"00:51:04,277","00:51:05,695","Oh, no, don't crash."
776,"00:51:07,030","00:51:10,742",Better go to Mom. She's a crazy flier.
777,"00:51:10,784","00:51:13,787","Kiss Mom. Oh, yeah."
778,"00:51:22,420","00:51:25,715",- You don't feel too hot. - No. It's my chest.
779,"00:51:25,757","00:51:28,259",- What are you up to? - I'm just thinking.
780,"00:51:28,301","00:51:30,991",Yeah? There's a lot of that going around.
781,"00:51:31,026","00:51:33,682",I don't even know how we got here sometimes.
782,"00:51:33,723","00:51:36,476","I feel like I let you down, only I didn't know when it happened."
783,"00:51:36,518","00:51:38,228","Mom, it's OK."
784,"00:51:42,190","00:51:44,150",It's cold in here. No wonder you're sick.
785,"00:51:44,192","00:51:46,861",You don't get sick from cold. You get sick from germs.
786,"00:51:46,903","00:51:49,656",No. You get sick from smoking.
787,"00:51:50,824","00:51:54,369",You ought to quit. It's not good for you.
788,"00:52:00,125","00:52:02,127",What are you looking at me like that for?
789,"00:52:02,168","00:52:04,879",When are you going to let that beautiful hair grow back?
790,"00:52:06,673","00:52:08,758",The day you quit smoking.
791,"00:52:11,803","00:52:13,346",Deal.
792,"00:52:13,388","00:52:18,143",I'd better get Ally to bed. You say good night to Mom?
793,"00:52:18,184","00:52:20,312",Then you have to go to bed. Come on.
794,"00:52:20,353","00:52:22,856","- Good night, Mama. - Good night, baby."
795,"00:52:57,223","00:53:00,769",I go back to that night again and again in my mind.
796,"00:53:00,810","00:53:03,104",I try to stop it from happening.
797,"00:53:03,146","00:53:05,023",I want you out of this house.
798,"00:53:05,065","00:53:07,025",That's fine. I'll be gone in the morning.
799,"00:53:08,401","00:53:09,694",He can move in with me.
800,"00:53:11,071","00:53:13,323","In my mind, I imagine what would've happened..."
801,"00:53:13,365","00:53:16,743",if I hadn't gone to that room and told him.
802,"00:53:18,078","00:53:19,287",Get down!
803,"00:53:20,622","00:53:21,998","No, Derek!"
804,"00:53:23,583","00:53:26,044","Help, Mommy!"
805,"00:53:40,016","00:53:43,311","Nigger, you just fucked with the wrong bull. Come here!"
806,"00:53:43,353","00:53:44,437",Damn!
807,"00:53:44,479","00:53:47,941",Should've learned your place on the fucking basketball court...
808,"00:53:47,976","00:53:49,693",but you fucking monkeys never get the message!
809,"00:53:51,319","00:53:53,697","My father gave me that truck, you motherfucker!"
810,"00:53:53,738","00:53:57,409",You ever shoot at firemen? You shoot at my family?
811,"00:53:57,450","00:53:59,828","I'm going to teach you a real lesson now, motherfucker."
812,"00:53:59,869","00:54:02,080",Put your fucking mouth on the curb.
813,"00:54:02,122","00:54:03,088","Hold on, man."
814,"00:54:03,123","00:54:06,084",Put it on the curb right now!
815,"00:54:09,504","00:54:10,463",That's it.
816,"00:54:10,505","00:54:12,257","Derek, no!"
817,"00:54:16,720","00:54:18,305",Now say good night.
818,"00:54:31,151","00:54:32,110",Fucker.
819,"00:54:38,283","00:54:41,745",Drop your weapon! Put your weapon on the ground!
820,"00:54:41,828","00:54:43,788",Put your hands up!
821,"00:54:43,830","00:54:47,292",I said get your hands up! Now turn around!
822,"00:54:56,426","00:54:58,970",Put your hands behind your head!
823,"00:55:02,682","00:55:04,684",Get down on your knees right now!
824,"00:56:02,409","00:56:06,246",It's all right.
825,"00:56:08,206","00:56:09,332",Let's go.
826,"00:56:11,293","00:56:14,129",- Come on. - No.
827,"00:56:21,594","00:56:23,179",She ain't gonna open the door?
828,"00:56:23,221","00:56:25,807",Someone right fucking there looking at us. Hello?
829,"00:56:25,849","00:56:27,475","Danny, it's for you."
830,"00:56:28,476","00:56:30,312",Be right there.
831,"00:56:43,491","00:56:46,494","Open the door, Danny. It's fucking freezing!"
832,"00:56:46,536","00:56:48,538","Danny, I'm gonna be sick!"
833,"00:56:48,580","00:56:51,583","Come on, Danny!"
834,"00:57:22,155","00:57:23,531",I'm gonna go get some beers.
835,"00:57:36,670","00:57:38,797","Hey, what a party, fatso?"
836,"00:57:38,838","00:57:42,634","I'm not fat, asshole! I'm husky!"
837,"00:57:42,676","00:57:44,678","What the fuck's up, Seth?"
838,"00:57:44,719","00:57:46,972","Drink up, Danny, before your brother sees you."
839,"00:57:47,013","00:57:48,223","Holy fuck, he's here!"
840,"00:57:48,264","00:57:51,518","Yeah, he's fucking here. Go pay your respects."
841,"00:57:51,559","00:57:52,560","Fuck you, Seth!"
842,"00:57:54,938","00:57:57,649","Let's go talk to Cameron, Danny."
843,"00:57:57,691","00:57:59,484",- Father Vinyard? - How's it going?
844,"00:57:59,526","00:58:02,320","I'm Jason, this is Chris. We're friends with your brother."
845,"00:58:02,362","00:58:05,073","You are a fucking god, man!"
846,"00:58:23,216","00:58:25,135",I thought you turned that paper in.
847,"00:58:25,176","00:58:27,971",I did. Now fucking Murray turned me in...
848,"00:58:28,013","00:58:31,224",so Sweeney's making me write another one.
849,"00:58:32,809","00:58:36,104",Good old Sweeney. He never stops trying.
850,"00:58:36,146","00:58:39,107","He's one of those ""proud to be nigger"" people."
851,"00:58:39,149","00:58:40,532",I hate those guys.
852,"00:58:40,567","00:58:43,778","Wait a minute, Danny. He's not proud."
