number_of_dialog,start_time,end_time,dialog
853,"00:58:43,820","00:58:49,284","No. He's a manipulative, self-righteous Uncle Tom."
854,"00:58:49,326","00:58:52,537",He's making you feel guilty about writing on Adolf Hitler.
855,"00:58:52,579","00:58:57,709","Some nigger, some spic writes about Martin Luther King..."
856,"00:58:57,751","00:59:02,255",or fucking Cesar commie Chavez gets a pat on the head.
857,"00:59:02,297","00:59:04,382",Yeah.
858,"00:59:04,424","00:59:08,261","You can see the hypocrisy in that, can't you?"
859,"00:59:08,303","00:59:09,304",Definitely.
860,"00:59:13,767","00:59:15,310","Come on, let's go."
861,"00:59:15,352","00:59:18,188",No. Listen. Wait.
862,"00:59:18,229","00:59:20,190","I want to see you, OK?"
863,"00:59:20,231","00:59:23,234","I do, but I gotta take care of something tonight."
864,"00:59:25,153","00:59:27,781",- OK. - You understand?
865,"00:59:27,822","00:59:31,159","Yeah. I'm here. When you're ready, I'm here."
866,"00:59:34,955","00:59:37,540",- Would you do something with me? - Anything.
867,"00:59:37,582","00:59:39,542",Leave with me.
868,"00:59:39,626","00:59:42,128",Leave where?
869,"00:59:42,170","00:59:46,091",Leave here. Leave all this. Just come with me.
870,"00:59:46,132","00:59:48,093",Why would you want to leave?
871,"00:59:48,134","00:59:49,761",They worship you. You're like a god to them.
872,"00:59:49,803","00:59:53,264","If we had it good before, wait till you see what it's like now."
873,"00:59:53,306","00:59:56,935",I don't want all that. I don't want my family involved.
874,"00:59:56,977","00:59:59,521","Everything I've done here fucked it all up, understand?"
875,"00:59:59,562","01:00:01,606",You think what you did was wrong?
876,"01:00:01,648","01:00:04,484","Oh, baby. Oh, come on."
877,"01:00:04,526","01:00:07,070",Those niggers got exactly what they deserved...
878,"01:00:07,112","01:00:09,447",and we all know that.
879,"01:00:09,489","01:00:12,617","I understand you just got out, but no one's gonna hurt you."
880,"01:00:12,659","01:00:15,120",No one can touch you. There's a small army out there.
881,"01:00:15,161","01:00:17,747",We're not gonna let a bunch of spooks kick us out.
882,"01:00:17,789","01:00:20,083",You're not listening to me. I'm not scared.
883,"01:00:20,125","01:00:22,335",I don't want it anymore.
884,"01:00:22,377","01:00:26,006",I'm done with it. I'm through with this.
885,"01:00:26,047","01:00:30,927","It's bullshit, Stacey."
886,"01:00:30,969","01:00:34,055","You don't need this, Stacey. Come on, trust me."
887,"01:00:34,097","01:00:37,851","If you want to be with me, just trust me. Come with me."
888,"01:00:37,892","01:00:39,144",Come on.
889,"01:00:39,185","01:00:42,647",You're nuts. You are nuts. No way.
890,"01:00:42,689","01:00:45,734",I don't think you realize what's been going on here.
891,"01:00:45,775","01:00:49,571","We are 10 times what we were, and we are bloody organized."
892,"01:00:49,613","01:00:52,157",It is like nothing you have ever seen.
893,"01:00:52,198","01:00:54,034",This was a mistake. Forget it.
894,"01:00:54,075","01:00:56,494",Wait a second. What was a mistake?
895,"01:00:56,536","01:00:58,747","Stacey, just say good-bye."
896,"01:00:58,788","01:01:01,708",This isn't you. I know you.
897,"01:01:01,750","01:01:03,668","You don't know anything about me, Stacey."
898,"01:01:11,384","01:01:13,852",- Are you Danny's brother? - Yeah.
899,"01:01:13,887","01:01:16,931",Will you tell him Lizzy's looking for him?
900,"01:01:16,973","01:01:18,933",Thank you.
901,"01:01:20,685","01:01:24,522","We'll let the niggers, kikes, and spics grab for the pie."
902,"01:01:24,564","01:01:26,733",Can't blame 'em.
903,"01:01:26,775","01:01:29,277","Course, they're gonna have to fight to get it."
904,"01:01:31,071","01:01:33,865",And if we scare the fuck out of people...
905,"01:01:33,907","01:01:37,911","and a few people get killed in the process, so be it."
906,"01:01:37,953","01:01:40,622","Gonna put that in your paper, Danny?"
907,"01:01:40,664","01:01:43,375","Hey, man."
908,"01:01:43,416","01:01:47,754","Well, look who's here. The return of the soldier."
909,"01:01:47,796","01:01:49,798","What are you doing here, Danny?"
910,"01:01:49,839","01:01:52,926","Come on, man. I had to check it out."
911,"01:01:52,968","01:01:54,219",You knew I was gonna come.
912,"01:01:54,260","01:01:58,223","Let the kid alone, Derek. He knows when to go to bed."
913,"01:02:00,225","01:02:01,393",Go wait outside.
914,"01:02:01,434","01:02:03,728","Come on, Der. I'm not doing anything."
915,"01:02:03,770","01:02:07,190",This little blonde girl keeps asking for you.
916,"01:02:07,273","01:02:09,025",She's dying. Come on.
917,"01:02:09,067","01:02:11,486",- I gotta check out. - Go easy on her.
918,"01:02:11,528","01:02:13,530",All right.
919,"01:02:17,367","01:02:18,994",Wait for me right outside.
920,"01:02:23,832","01:02:26,001",Take it easy.
921,"01:02:26,042","01:02:28,461",Chill out.
922,"01:02:28,503","01:02:30,922",You're on safe ground.
923,"01:02:30,964","01:02:33,675",You don't have to watch your ass around here.
924,"01:02:35,135","01:02:37,095",Come on. Sit down. Relax.
925,"01:02:39,139","01:02:41,933",I'm sorry. The party was a little quick...
926,"01:02:41,975","01:02:45,228","but we're just so damn glad you're back, Derek."
927,"01:02:45,270","01:02:47,314",It's only natural you should feel a little funny.
928,"01:02:47,355","01:02:48,815","I don't feel funny, Cam."
929,"01:02:48,857","01:02:51,610",You made the fat kid a little nervous.
930,"01:02:51,651","01:02:53,653",He thinks the joint messed with your mind.
931,"01:02:53,688","01:02:55,155",It did.
932,"01:03:02,245","01:03:11,046","Glory, glory, hallelujah..."
933,"01:03:11,087","01:03:14,424",The white man marches on!
934,"01:03:14,466","01:03:17,636",Things have changed since you've been gone.
935,"01:03:17,677","01:03:19,846",You talk about organization?
936,"01:03:19,888","01:03:22,807",Wait'll you see what we've done with the internet.
937,"01:03:22,849","01:03:24,809",We've got every gang from Seattle to San Diego...
938,"01:03:24,851","01:03:26,436",working together now.
939,"01:03:26,478","01:03:28,938",Not competing anymore. They're consolidated.
940,"01:03:29,022","01:03:31,399",Only thing we lack is a little overall leadership.
941,"01:03:31,441","01:03:34,611",That's where you come in.
942,"01:03:34,653","01:03:37,697",Those people out there got a lot of respect for you.
943,"01:03:37,739","01:03:39,991","When you're ready, come talk to me about it."
944,"01:03:40,033","01:03:43,787","You can forget about that. I'm done with it, Cam."
945,"01:03:43,828","01:03:47,457","Yeah, well, I know you grew out of..."
946,"01:03:47,499","01:03:51,002","that shaved head bullshit a long time ago, thank God."
947,"01:03:51,044","01:03:52,796",I like your hair the way it is now.
948,"01:03:52,837","01:03:55,840","See, that's what I mean. We're thinking bigger now."
949,"01:03:55,882","01:03:57,634",No more of this fucking grocery store-
950,"01:03:57,676","01:03:59,552",You're not listening to me. I am done with it.
951,"01:03:59,594","01:04:01,846","All that bullshit out there and all your bullshit, too."
952,"01:04:01,888","01:04:03,556",I'm out.
953,"01:04:03,598","01:04:06,726",I understand how you feel. You've just done hard time.
954,"01:04:06,768","01:04:08,895",Don't you fucking talk to me about hard time.
955,"01:04:08,937","01:04:11,106",- You don't know anything. - I've done mine.
956,"01:04:11,147","01:04:13,531",You didn't do shit. I found out about you.
957,"01:04:13,566","01:04:15,568","You did two months, then rolled over on two kids..."
958,"01:04:15,603","01:04:17,529",and let them go down for you.
959,"01:04:17,570","01:04:19,531","So don't feed me your fucking lies, Cameron."
960,"01:04:21,324","01:04:24,744",All right. This is stupid. I'm done.
961,"01:04:24,786","01:04:27,455",You go cool off. Get laid. Do something.
962,"01:04:27,497","01:04:30,333","Get your head on straight, and then I'll talk to you."
963,"01:04:30,375","01:04:32,460","But it doesn't matter if I don't, does it?"
964,"01:04:32,502","01:04:34,462",'Cause you got the next crop...
965,"01:04:34,504","01:04:36,298","lined up and ready to go, you fucking chicken hawk."
966,"01:04:36,339","01:04:38,216",Excuse me?
967,"01:04:38,258","01:04:40,885","You prey on people, Cam! You use them!"
968,"01:04:40,927","01:04:44,014",I lost three years of my life for your fucking phony cause...
969,"01:04:44,055","01:04:45,807","but I am on to you now, you fucking snake."
970,"01:04:45,849","01:04:49,936","Derek, watch it. Be careful. Remember where you are."
971,"01:04:49,978","01:04:53,648",This isn't some fucking country club you can waltz in and out-
972,"01:04:53,690","01:04:55,483",Shut up! Shut the fuck up!
973,"01:04:55,525","01:04:58,445",I came here to tell you one thing. I am out.
974,"01:04:58,480","01:05:00,363","Out! And Danny is out, too!"
975,"01:05:00,405","01:05:02,657","If you come near my family, I'll fucking kill you."
976,"01:05:02,699","01:05:05,160","Excuse me, but fuck you, Derek."
977,"01:05:05,201","01:05:07,495",You can't come barking threats at me.
978,"01:05:07,537","01:05:10,415","You can do whatever you want, but Danny is a good kid."
979,"01:05:10,457","01:05:12,792",He's not some whiny pussy like you.
980,"01:05:12,834","01:05:14,794","He needs my help, and I'm gonna give it to him."
981,"01:05:14,829","01:05:17,262",If you come near Danny again...
982,"01:05:17,297","01:05:19,507","I will feed you your fucking heart, Cameron."
983,"01:05:19,549","01:05:25,388",I won't have to. He'll come to me.
984,"01:05:25,430","01:05:27,599",I'm more important to him now than you'll ever be.
985,"01:05:32,020","01:05:33,104",Shit.
986,"01:05:33,146","01:05:36,107","You're a fucking dead man, Vinyard."
987,"01:05:51,623","01:05:54,960","Hey, where's Cameron? Where the fuck is he?"
988,"01:05:57,629","01:05:59,798","Stay away from me, Stacey. Danny!"
989,"01:05:59,839","01:06:01,800",Why don't you share with the rest of us...
990,"01:06:01,841","01:06:05,387","what you just said to me, you piece of shit nigger!"
991,"01:06:05,428","01:06:07,639",You monkey-fucking traitor!
992,"01:06:07,681","01:06:09,432",You a fucking nigger-fucker?
993,"01:06:09,474","01:06:11,434","Hey, Danny! Come on!"
994,"01:06:11,476","01:06:13,937",He's a fucking nigger! Nigger! Nigger!
995,"01:06:14,020","01:06:16,940",Cam's out cold! Where the fuck are you going?
996,"01:06:16,982","01:06:18,942",Gun! He's got a gun!
997,"01:06:19,025","01:06:21,319",Shit! Back up!
998,"01:06:22,904","01:06:24,823",You make me fucking sick!
999,"01:06:24,864","01:06:27,701",Put down the fucking gun!
1000,"01:06:27,742","01:06:28,952",Shoot the nigger!
1001,"01:06:28,994","01:06:32,831","Shoot him! Do it, Seth! Shoot him!"
1002,"01:06:32,872","01:06:35,083",Traitor!
1003,"01:06:35,125","01:06:36,501","Do it, Seth! Do it!"
1004,"01:06:39,671","01:06:41,464",Back up! Move!
1005,"01:06:43,466","01:06:45,844",Back up! Back the fuck up!
1006,"01:06:45,885","01:06:48,305",Move! Move!
1007,"01:06:48,346","01:06:49,639","Easy, Derek! Hey!"
1008,"01:07:11,328","01:07:12,287","Easy, Danny!"
1009,"01:07:12,329","01:07:14,372",Who do you think you are?
1010,"01:07:14,414","01:07:17,417","- Danny, relax. - Who do you think you are?"
1011,"01:07:17,459","01:07:19,753","Take it easy, Dan."
1012,"01:07:19,794","01:07:21,880","I fucking hate you, Der!"
1013,"01:07:21,921","01:07:23,923",All right. I mean it.
1014,"01:07:23,965","01:07:25,425",Huh?
1015,"01:07:25,467","01:07:28,053",Come on. Shut up. Take it easy.
1016,"01:07:28,094","01:07:30,055","What's happened to you, Der?"
1017,"01:07:30,096","01:07:32,474",Take it easy.
1018,"01:07:32,515","01:07:34,851","What's happened to you, Der?"
1019,"01:07:42,943","01:07:45,612",Come on. Come on.
1020,"01:07:48,782","01:07:50,909",It's just so fucked.
1021,"01:07:50,951","01:07:53,954",I'm sorry. You weren't supposed to see that.
1022,"01:07:53,989","01:07:55,205",I told you not to come.
1023,"01:07:55,246","01:07:57,874","Fuck you, man."
1024,"01:07:57,916","01:07:59,459",That was so fucked up.
1025,"01:07:59,501","01:08:02,087","I know, I know."
1026,"01:08:02,128","01:08:04,756","God, it wasn't supposed to happen that way."
1027,"01:08:04,798","01:08:08,093",That was fucked up. That's all there is to it.
1028,"01:08:08,134","01:08:11,930",That's not what I planned. It just all went to shit.
1029,"01:08:11,972","01:08:15,600",Just shit. Got totally out of control.
1030,"01:08:17,143","01:08:19,938",What's fucking happening here?
1031,"01:08:24,526","01:08:25,902","Hey, look at me."
1032,"01:08:30,240","01:08:31,741","I can't go back to that, Dan."
1033,"01:08:31,783","01:08:34,077",Can't go back to what?
1034,"01:08:34,119","01:08:36,204",To any of it.
1035,"01:08:36,246","01:08:38,790","Those guys, the gang, that life. I'm done with it."
1036,"01:08:43,003","01:08:44,462",What happened to you up there?
1037,"01:08:52,345","01:08:54,431",Feed line. Back up for chow.
1038,"01:08:54,472","01:08:56,349","Don't be late, you piece of shit!"
1039,"01:08:56,391","01:09:00,395",Let's go if you want to eat! Get up! Five minutes!
1040,"01:09:00,437","01:09:02,731",This is my fucking house! Get up!
1041,"01:09:02,772","01:09:05,150","What the fuck's your problem, you assholes?"
1042,"01:09:05,191","01:09:08,361",Move! Let's go! Open the fucking gates!
1043,"01:09:08,403","01:09:10,780","All right, rack 'em!"
1044,"01:09:15,452","01:09:17,537",Five minutes! Step forward!
1045,"01:09:17,579","01:09:19,956",Those beds better be made.
1046,"01:09:22,500","01:09:25,462","After two days, I didn't think I'd make it a week."
1047,"01:09:25,545","01:09:27,631","Come on, you motherfuckers!"
1048,"01:09:27,672","01:09:30,008","You want to eat today, you fucking piece of shit?"
1049,"01:09:30,050","01:09:32,010","Hey, you white trash piece of shit!"
1050,"01:09:32,052","01:09:33,970","You think you're fucking special, whitefish?"
1051,"01:09:34,012","01:09:37,182",Button that top button! Let's go! Move!
1052,"01:09:37,223","01:09:40,435","Are you eyeballing me? Don't eyeball-fuck me, asshole!"
1053,"01:09:40,477","01:09:43,021",I'll fucking kill you!
1054,"01:09:43,063","01:09:46,066","I'm gonna keep my eye on you, you white piece of shit!"
1055,"01:09:47,859","01:09:50,820","Don't fucking eyeball me, boy! I'll fucking skull-fuck you!"
1056,"01:09:50,904","01:09:52,864",Step forward!
1057,"01:09:54,199","01:09:55,158",Turn to the left.
1058,"01:09:57,243","01:10:00,705",Step forward to chow! Let's go!
1059,"01:10:00,747","01:10:03,166","Come on! Hey, fish, straight ahead."
1060,"01:10:03,201","01:10:05,585","Straight ahead, fucker! Let's go!"
1061,"01:10:05,627","01:10:08,755",All the wrong people knew who I was anyway...
1062,"01:10:08,797","01:10:11,925",so I figured I'd put up a flag and hope a friend sees it.
1063,"01:11:14,404","01:11:17,324",That's the cat I'm talking about right there.
1064,"01:11:36,509","01:11:38,511",Boss.
1065,"01:11:38,553","01:11:40,138",Have a seat.
1066,"01:11:41,181","01:11:42,307",It's a pleasure.
1067,"01:11:52,317","01:11:54,778","Don't fuck with me, all right?"
1068,"01:11:54,819","01:11:57,155",'Cause I'm the most dangerous man in this prison.
1069,"01:11:57,197","01:12:01,117",You know why? 'Cause I control the underwear.
1070,"01:12:08,959","01:12:11,920","We pick 'em up over here, and we store 'em over there."
1071,"01:12:11,962","01:12:13,922","And I hope you work out, all right?"
1072,"01:12:13,964","01:12:16,967",'Cause the last guy they sent me didn't wear no drawers...
1073,"01:12:17,050","01:12:19,177",couldn't read the sizes in the drawers...
1074,"01:12:19,219","01:12:21,388","and used to sniff the drawers, all right?"
1075,"01:12:21,429","01:12:23,848","We got two sizes-medium and large, all right?"
1076,"01:12:23,890","01:12:26,351",All you gotta do is put the mediums with the mediums...
1077,"01:12:26,393","01:12:28,019","and the larges with the larges, all right?"
1078,"01:12:28,061","01:12:30,021",I know it's a boring job...
1079,"01:12:30,063","01:12:32,232",but it's better than that last shit they had me doing.
1080,"01:12:32,274","01:12:36,194",I spent two years in the kitchen scrubbing hot-ass pots and pans.
1081,"01:12:36,236","01:12:39,114","That you don't wanna do, all right?"
1082,"01:12:39,155","01:12:41,157",You should be happy as shit you landed this job.
1083,"01:12:41,199","01:12:44,035",There's no telling what they'd have you do up in the joint.
1084,"01:12:45,578","01:12:49,082",By the way...
1085,"01:12:49,124","01:12:50,750",what you in for?
1086,"01:12:53,795","01:12:55,422","Probably robbed some old lady, huh?"
1087,"01:13:07,225","01:13:09,519","OK, I know your kind, right?"
1088,"01:13:09,561","01:13:11,896",Bad-ass peckerwood with an attitude.
1089,"01:13:13,523","01:13:17,694","Let me tell you something, man, you better watch your ass..."
1090,"01:13:17,736","01:13:21,573","'cause in the joint, you the nigger, not me."
1091,"01:13:25,493","01:13:29,164",I was a year in. I thought I was cruising.
1092,"01:13:29,205","01:13:31,916",Then everything started getting complicated.
1093,"01:13:58,944","01:14:00,570",What the fuck is that?
1094,"01:14:02,030","01:14:03,281",What's that all about?
1095,"01:14:03,323","01:14:06,993","That's just politics, man. Favors, you know?"
1096,"01:14:08,578","01:14:11,498",He's doing favors for that fucking spic?
1097,"01:14:12,582","01:14:15,043",Mitch has just got a little something extra...
1098,"01:14:15,085","01:14:17,420","on the side with them boys, you know?"
1099,"01:14:17,462","01:14:19,673","You're kidding, right?"
1100,"01:14:19,714","01:14:21,841",No.
1101,"01:14:21,883","01:14:23,808","That's bullshit, man."
1102,"01:14:23,843","01:14:25,512",Somebody should say something to him.
1103,"01:14:25,553","01:14:27,180",What the fuck is he thinking?
1104,"01:14:27,222","01:14:30,100",Mitch is the only reason you're not a corpse right now.
1105,"01:14:30,141","01:14:32,560",You know what? I don't fucking give a shit.
1106,"01:14:32,602","01:14:34,813",I can take care of myself.
1107,"01:14:34,854","01:14:38,775","He shouldn't be doing that. I'm getting sick of it, man."
1108,"01:14:38,817","01:14:41,528",There's a lot of hard talk here and no follow-through.
1109,"01:14:44,239","01:14:48,118",I think you better chill out on the preaching bullshit.
1110,"01:14:48,159","01:14:50,578",We're getting a little tired of that shit around here.
1111,"01:14:50,620","01:14:54,165",Ease up on it.
1112,"01:15:24,112","01:15:25,447","What are you doing here, Doris?"
1113,"01:15:25,488","01:15:27,657",I was in the neighborhood.
1114,"01:15:27,699","01:15:30,452","Look, I told you I don't want you all coming up here."
1115,"01:15:30,493","01:15:33,663","I don't care what you told me, OK?"
1116,"01:15:33,705","01:15:34,998",I need to talk to you now.
1117,"01:15:55,602","01:15:57,103","So, how is everyone?"
1118,"01:15:57,145","01:16:02,108",Davina's great. She's getting straight As almost.
1119,"01:16:02,143","01:16:07,072","And Ally's walking, starting to talk a little."
1120,"01:16:12,118","01:16:13,244",How's Danny?
1121,"01:16:19,042","01:16:21,836",He holds you up so high.
1122,"01:16:21,878","01:16:25,173",He thinks you're the greatest.
1123,"01:16:25,215","01:16:28,343",He's always bragging about you to Cameron...
1124,"01:16:28,385","01:16:30,303",and all his new friends.
1125,"01:16:33,890","01:16:35,684",He's starting to remind me of you.
1126,"01:16:35,725","01:16:38,687","Jesus, don't sound so worried, all right?"
1127,"01:16:38,728","01:16:42,774","I'm sure he's fine. He's 16 years old, Doris."
1128,"01:16:42,816","01:16:44,567",He's not gonna be a little angel forever.
1129,"01:16:44,609","01:16:47,070",You think because I watched my firstborn...
1130,"01:16:47,112","01:16:49,739",fuck up his entire life that I can sit here...
1131,"01:16:49,781","01:16:53,201",and see my baby follow him down the same toilet?
1132,"01:16:53,243","01:16:54,953",I can't fix all this shit from up here.
1133,"01:16:54,995","01:16:56,913",I'm not asking you to.
1134,"01:16:56,955","01:17:00,292",All it does is make me feel bad. You're just making it harder.
1135,"01:17:00,333","01:17:03,878","You think you're the only one doing time, Derek?"
1136,"01:17:03,920","01:17:06,131",You think you're here all alone?
1137,"01:17:06,172","01:17:08,008",You think I'm not in here with you?
1138,"01:17:20,645","01:17:22,105","Fuck, man."
1139,"01:17:24,983","01:17:27,277",Every day I watch you go through these sheets...
1140,"01:17:27,319","01:17:29,154",like you gonna get to the end of them.
1141,"01:17:30,488","01:17:32,616","Look, nigger, will you chill the fuck out?"
1142,"01:17:32,657","01:17:33,950",Goddamn!
1143,"01:17:33,992","01:17:36,161",No matter how fast you get through them...
1144,"01:17:36,202","01:17:38,747",they gonna keep bringing them in and bringing them in.
1145,"01:17:38,788","01:17:40,498",Throwing them around like that...
1146,"01:17:40,540","01:17:42,667",ain't gonna do a damn thing but give you a heart attack!
1147,"01:17:42,709","01:17:44,461",And you know what? That's cool with me!
1148,"01:17:44,502","01:17:46,921","But you gonna give me a goddamn heart attack, too!"
1149,"01:17:55,513","01:17:57,557","I know, I'm just a dumb, stupid nigger, right?"
1150,"01:17:57,599","01:17:59,309",What do I know?
1151,"01:18:01,353","01:18:04,898","I know I ain't the one getting mad at them sheets, though."
1152,"01:18:04,940","01:18:07,943","As a matter of fact, the only sheets I get mad at..."
1153,"01:18:07,984","01:18:09,945",I'll tell you.
1154,"01:18:11,446","01:18:14,032","All right, boy, this is what we gonna do."
1155,"01:18:14,074","01:18:15,909",We gonna hate some niggers. That's what we'll do today.
1156,"01:18:15,951","01:18:17,702",We gonna hate some goddamn niggers.
1157,"01:18:17,744","01:18:19,245",That's all we gonna do is hate some niggers all day.
1158,"01:18:19,287","01:18:22,457","Don't know what a nigger is, but we gonna hate them."
1159,"01:18:22,499","01:18:24,417",My cousin Derek is in the pen right now...
1160,"01:18:24,459","01:18:28,797","working next to a nigger, driving him nigger crazy."
1161,"01:18:46,982","01:18:49,317",See? That's the ticket.
1162,"01:18:50,318","01:18:51,611",Nice and easy.
1163,"01:18:53,154","01:18:54,906",Now we can ignore each other in peace.
1164,"01:18:58,743","01:19:01,454","""What are you doing?"" You know what he tells me?"
1165,"01:19:01,496","01:19:04,249","""It's better than the pig I just tried to fuck."""
1166,"01:19:07,168","01:19:09,546",He never lets me finish the joke.
1167,"01:19:09,587","01:19:11,047","You fuck him, too?"
1168,"01:19:13,091","01:19:16,052","Whatever. She's laying on her back, her legs are open..."
1169,"01:19:18,305","01:19:22,267",What's up? How you doing? There you go.
1170,"01:19:33,361","01:19:36,197",He was taking it from the Mexicans...
1171,"01:19:36,239","01:19:38,325",and dealing it out to his own people.
1172,"01:19:38,366","01:19:41,411",He didn't believe in shit. None of them did.
1173,"01:20:07,103","01:20:10,315","What? Come on, man."
1174,"01:20:10,357","01:20:14,569",Don't look at me like that. You know what that smells like.
1175,"01:20:14,611","01:20:16,988",Don't tell me this smell don't remind you of a woman.
1176,"01:20:19,366","01:20:20,742","God, I miss that smell, man."
1177,"01:20:21,868","01:20:25,288",The job I had on the outside wasn't much better than this...
1178,"01:20:25,372","01:20:27,499",but at least I got to go home every night...
1179,"01:20:27,540","01:20:30,001","and lie down next to that sweet smell, man."
1180,"01:20:32,045","01:20:35,507","God, I miss that. You got a woman?"
1181,"01:20:36,675","01:20:38,510","Yeah, you got a woman, man."
1182,"01:20:38,551","01:20:41,137","Let me give you some advice, all right?"
1183,"01:20:41,179","01:20:44,015",When she comes to visit you...
1184,"01:20:44,057","01:20:46,017","whatever you do, no matter what..."
1185,"01:20:46,059","01:20:48,019","don't let her leave here in a fight, man."
1186,"01:20:48,061","01:20:50,021",Don't let her walk out with a bad attitude...
1187,"01:20:50,063","01:20:52,691","'cause if you do, you spend the next week..."
1188,"01:20:52,732","01:20:55,527",wondering if she's getting her fuck on with somebody else...
1189,"01:20:55,568","01:20:57,028",you know what I'm saying?
1190,"01:20:57,070","01:20:59,531","So when she come to see you, it's nothing but sweet talk."
1191,"01:20:59,572","01:21:02,242","Send her away floating, all right?"
1192,"01:21:02,284","01:21:05,537",'Cause it's not like the real world where you can fight...
1193,"01:21:05,578","01:21:08,707",'cause you can make up and have that make-up sex.
1194,"01:21:08,748","01:21:10,625",Know what I'm saying? That angry sex.
1195,"01:21:10,667","01:21:12,377",That sex with an attitude.
1196,"01:21:12,419","01:21:15,755",You lay on your back and let her take out that aggression on you.
1197,"01:21:15,797","01:21:17,424","All guys know that, man. That's that good sex."
1198,"01:21:17,465","01:21:20,302","That's that pow, pow, pow."
1199,"01:21:20,343","01:21:23,305","Let her get on top, and she'll punish you first."
1200,"01:21:23,346","01:21:24,973","""You been a bad boy, huh?"
1201,"01:21:25,015","01:21:27,851","""You been a bad boy, and I'm gonna punish you."
1202,"01:21:27,892","01:21:29,477","""I'm gonna put it on you."
1203,"01:21:29,519","01:21:32,981","""Don't you ever... let... me... catch... you..."
1204,"01:21:33,023","01:21:36,318","""looking at... another... woman. Yeah, yeah."
1205,"01:21:36,359","01:21:37,986","""I may forgive you if you bring it."
1206,"01:21:38,028","01:21:40,488","""I think I can. I-I forgive."
1207,"01:21:40,530","01:21:43,617","""I forgive. Right there. You're hitting it."
1208,"01:21:43,658","01:21:45,584","""My spot. That's it. Right."
1209,"01:21:45,619","01:21:49,456","""Yes. I for-I forgive you. I forgive you."
1210,"01:21:49,497","01:21:52,125","""I for-I for- I for-I forgive you!"
1211,"01:21:52,167","01:21:54,336","""I love you!"""
1212,"01:22:11,853","01:22:13,939",How do you figure the Lakers to ever be a bigger dynasty...
1213,"01:22:13,980","01:22:15,774",than the Celtics?
1214,"01:22:15,815","01:22:18,318","The Lakers are a flare-up, a fluke."
1215,"01:22:18,353","01:22:19,527",Are you crazy?
1216,"01:22:19,569","01:22:21,613",One good coach for four years. The Celtics are a dynasty!
1217,"01:22:21,655","01:22:24,282","Come on, man. The Celtics, right?"
1218,"01:22:24,324","01:22:26,534",The ugliest team in the history of sports.
1219,"01:22:26,576","01:22:28,703","A dynasty of ugly motherfuckers, man."
1220,"01:22:28,745","01:22:30,956",Look at Kevin McHale.
1221,"01:22:30,997","01:22:33,750",James Worthy. That guy has a head like a melon.
1222,"01:22:33,792","01:22:35,126",He had ladies.
1223,"01:22:35,168","01:22:37,837",I can't even talk to you. I don't know what you're saying.
1224,"01:22:37,879","01:22:40,799",You are tweaking. Boston Celtics.
1225,"01:22:40,840","01:22:42,968",- How many is that? - That's enough.
1226,"01:22:43,009","01:22:44,177",Enough? All right.
1227,"01:22:48,014","01:22:49,349",You got that?
1228,"01:22:54,020","01:22:57,023","- I lost count, man. - Doesn't matter, man."
1229,"01:22:57,058","01:22:59,526",Who's counting anyway?
1230,"01:23:06,825","01:23:08,994","All right, so I wanna know something."
1231,"01:23:09,995","01:23:11,997",What the fuck landed you in here?
1232,"01:23:12,038","01:23:14,249","You didn't kill anybody, too skinny for a gangbanger."
1233,"01:23:14,291","01:23:16,960",Ain't that a bitch? Don't judge a book by its cover.
1234,"01:23:17,002","01:23:18,420",I can throw these things.
1235,"01:23:18,461","01:23:21,339",Whatever. Come on. What did you do?
1236,"01:23:21,381","01:23:23,967",None of your business. It's embarrassing.
1237,"01:23:24,009","01:23:25,844",It's none of your goddamn business.
1238,"01:23:27,012","01:23:29,973",Come on. Everybody in here is embarrassed.
1239,"01:23:30,015","01:23:32,475",Nobody in here got away with anything.
1240,"01:23:33,518","01:23:34,978",What'd you do?
1241,"01:23:36,855","01:23:39,482","Look, man, I stole a TV, all right?"
1242,"01:23:39,524","01:23:42,193",So you stole a TV. What's embarrassing about that?
1243,"01:23:42,235","01:23:45,989",I stole a TV from a store next to a doughnut shop.
1244,"01:23:46,031","01:23:48,992","I ran out, the owner's right behind me yelling."
1245,"01:23:49,034","01:23:50,910",Bam! I run into three cops.
1246,"01:23:50,952","01:23:54,414",I told you it was embarrassing. You're laughing.
1247,"01:23:54,456","01:23:57,000","Wait a sec, wait a sec."
1248,"01:23:57,042","01:23:58,877",That don't make sense.
1249,"01:24:00,128","01:24:03,965","Nah, you didn't get six years for stealing a TV. Come on."
1250,"01:24:04,007","01:24:07,427","I come out, the police officer grabs my arm..."
1251,"01:24:07,469","01:24:09,394",the TV falls on his foot and breaks it.
1252,"01:24:09,429","01:24:14,225",They said I threw the TV at him. Assault. Six years.
1253,"01:24:14,267","01:24:18,396",Come on. Tell the truth. You chucked it at him.
1254,"01:24:18,438","01:24:21,399","Like I said, I came out of the store..."
1255,"01:24:21,441","01:24:25,070","he grabbed my arm, it fell on his foot."
1256,"01:24:29,866","01:24:31,117",Come on now.
1257,"01:24:31,159","01:24:33,912","What you got for me, huh?"
1258,"01:24:34,955","01:24:36,289","There you go, baby!"
1259,"01:24:36,331","01:24:38,708",Yeah! That's what I'm talking about.
1260,"01:25:17,247","01:25:18,498",Fuck you!
1261,"01:25:18,540","01:25:20,417",Give me a towel. Hold him.
